Analista,GGP,,,,,,,,,,,,
Fecha de inicio,06/10/2024 08:41 a. m.  GMT: 06/10/2024 02:41 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005639_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5147,,mg/L,1.3,0.0178,0.0013,,,,0.0177,0.0177,0.0181
,BLANCO,0.0019,,mg/L,>100,0.0001,-0.0001,,,,0,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,17.7,-0.0007,-0.0001,,,,-0.0007,-0.0008,-0.0005
,SA005639-001,0.0052,,mg/L,32.8,0.0005,0.0009,20.01,,,0.0005,0.0007,0.0004
,SA005639-002,0.1169,,mg/L,2.9,0.0116,0.0012,20,,,0.0118,0.0112,0.0117
,SA005639-003,0.1158,,mg/L,0.6,0.0115,0.0007,20,,,0.0115,0.0114,0.0115
,SA005639-004,0.1202,,mg/L,1,0.0119,0.0009,20.01,,,0.0118,0.012,0.0118
,SA005639-005,0.0002,,mg/L,>100,0,0.0011,20,,,0,0.0001,-0.0001
,PATRON,0.5017,,mg/L,0.2,0.0174,0.0017,,,,0.0174,0.0173,0.0174
,SA005639-006,0.0034,,mg/L,61,0.0003,0.001,20.02,,,0.0005,0.0001,0.0004
,SA005639-007,0.2173,,mg/L,1.7,0.0215,0.0005,20.02,,,0.0212,0.0214,0.0219
,PATRON,0.5072,,mg/L,1.4,0.0176,0.0013,,,,0.0178,0.0175,0.0173
,BLANCO,0.0003,,mg/L,>100,0,-0.0001,,,,-0.0001,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,17.3,-0.0008,-0.0011,,,,-0.0007,-0.001,-0.0008
