PATRON,0.1985,,mg/L,1.2,0.0103,-0.0033,1,1,1,0.0104,0.0102,0.0104
BLANCO,-0.0092,,mg/L,>100,-0.0002,-0.0041,1,1,1,0.0001,-0.0004,-0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0024,1,1,1,-0.0001,0.0001,0.0003
CELDA 8,0.0241,,mg/L,9.6,0.0015,0.0004,1,1,1,0.0014,0.0016,0.0014
CANAL,0.0155,,mg/L,40.1,0.0011,-0.0003,1,1,1,0.0011,0.0014,0.0006
FASE 1,0.0256,,mg/L,27,0.0016,0.0001,1,1,1,0.0011,0.0018,0.0018
PATRON,0.2061,,mg/L,0.8,0.0107,-0.0049,1,1,1,0.0107,0.0108,0.0106
FASE 2,0.0432,,mg/L,11.5,0.0025,-0.0013,1,1,1,0.0022,0.0028,0.0024
FASE 3,0.0489,,mg/L,21.9,0.0027,-0.0014,1,1,1,0.0033,0.0021,0.0028
PATRON,0.2,,mg/L,1.4,0.0104,-0.0047,1,1,1,0.0102,0.0105,0.0105
BLANCO,0.0115,,mg/L,20.8,0.0008,-0.0044,1,1,1,0.0011,0.0007,0.0008
BLANCO REACTIVO,0,,mg/L,26.1,0.0016,-0.0026,1,1,1,0.0021,0.0016,0.0012
VSP NORTE,0.0423,,mg/L,11.2,0.0024,-0.0015,1,1,1,0.0027,0.0021,0.0024
CELDA 8.1,0.0119,,mg/L,43.9,0.0009,-0.0017,1,1,1,0.0005,0.0012,0.0009
CELDA 8.2,0.0154,,mg/L,19.7,0.001,-0.0023,1,1,1,0.0011,0.0012,0.0008
CELDA 8.3,0.0093,,mg/L,43.3,0.0007,-0.0013,1,1,1,0.0006,0.0011,0.0005
PATRON,0.1865,,mg/L,3.4,0.0097,-0.0055,1,1,1,0.0101,0.0094,0.0096
S. RICA,0.0153,,mg/L,26.1,0.001,-0.0013,1,1,1,0.001,0.0008,0.0013
PATRON,0.1882,,mg/L,2,0.0098,-0.0051,1,1,1,0.01,0.0096,0.0098
BLANCO,0.0082,,mg/L,25,0.0007,-0.0048,1,1,1,0.0008,0.0005,0.0007
BLANCO REACTIVO,0,,mg/L,22,0.0013,-0.0025,1,1,1,0.0015,0.0015,0.001
TRITURADORA,0.0069,,mg/L,31.1,0.0006,-0.001,1,1,1,0.0005,0.0005,0.0008
VICTORIA,0.0048,,mg/L,80.5,0.0005,-0.0014,1,1,1,0.0001,0.0009,0.0005
CELDA 1,0.0178,,mg/L,13.7,0.0012,-0.0012,1,1,1,0.0013,0.0012,0.001
CELDA 2,0.0177,,mg/L,25.2,0.0012,-0.001,1,1,1,0.0015,0.0009,0.0011
CELDA 3,0.0095,,mg/L,10.9,0.0007,-0.0016,1,1,1,0.0008,0.0007,0.0008
CELDA 4A,0.0015,,mg/L,43.8,0.0003,-0.0005,1,1,1,0.0004,0.0002,0.0004
CELDA 4B,0.0022,,mg/L,4.1,0.0004,-0.0006,1,1,1,0.0004,0.0004,0.0004
CELDA 5A,0.0136,,mg/L,13.9,0.001,-0.0011,1,1,1,0.0008,0.0011,0.001
CELDA 5B,0.0152,,mg/L,45.2,0.001,-0.0012,1,1,1,0.0015,0.0005,0.0011
PATRON,0.1811,,mg/L,2.9,0.0094,-0.0047,1,1,1,0.0092,0.0093,0.0097
BLANCO,0.0064,,mg/L,14.7,0.0006,-0.0041,1,1,1,0.0006,0.0005,0.0007
BLANCO REACTIVO,0,,mg/L,5.2,0.0015,-0.0025,1,1,1,0.0016,0.0015,0.0014
