PATRON,4.9244,,mg/L,1,0.0536,0.0537,0.0541,0.053
BLANCO,0.0512,,mg/L,57.1,0.0006,0.0004,0.0004,0.0009
BLANCO REACTIVO,0,,mg/L,8.6,0.0007,0.0008,0.0007,0.0007
FASE 1,0.0072,,mg/L,91,0.0001,0.0001,0.0001,0
FASE 2,0.0237,,mg/L,54.6,0.0003,0.0004,0.0001,0.0003
FASE 3,0.0217,,mg/L,27.8,0.0002,0.0002,0.0003,0.0002
VSP NORTE,0.0168,,mg/L,69.9,0.0002,0,0.0003,0.0003
CELDA 8.1,0.0214,,mg/L,5.6,0.0002,0.0002,0.0002,0.0002
CELDA 8.2,0.0277,,mg/L,30,0.0003,0.0004,0.0002,0.0003
CELDA 8.3,0.0108,,mg/L,>100,0.0001,0.0003,0,0.0001
PATRON,5.1176,,mg/L,6.4,0.0557,0.0573,0.0581,0.0515
BLANCO,-0.0085,,mg/L,71.5,-0.0001,-0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,13.2,0.0006,0.0006,0.0007,0.0005
