PATRON,4.8941,,mg/L,0.3,0.0527,0.0528,0.0525,0.0526
BLANCO,0.0463,,mg/L,19,0.0005,0.0004,0.0006,0.0005
BLANCO REACTIVO,0,,mg/L,22.9,0.0007,0.0007,0.0009,0.0005
PATRON,5.0186,,mg/L,0.3,0.0563,0.0565,0.0561,0.0563
BLANCO,0.0432,,mg/L,9.7,0.0005,0.0005,0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0,0.0001,0,-0.0001
FASE 1,0.0353,,mg/L,55.4,0.0004,0.0006,0.0005,0.0002
FASE 2,0.0156,,mg/L,66.8,0.0002,0,0.0003,0.0002
FASE 3,0.0355,,mg/L,30.7,0.0004,0.0003,0.0005,0.0003
VSP NORTE,0.0472,,mg/L,22.6,0.0005,0.0005,0.0005,0.0007
CELDA 8.1,0.0675,,mg/L,4,0.0008,0.0008,0.0007,0.0008
CELDA 8.2,0.0605,,mg/L,4.1,0.0007,0.0007,0.0007,0.0007
CELDA 8.3,0.1093,,mg/L,4.6,0.0012,0.0012,0.0012,0.0013
PATRON,4.9422,,mg/L,1.2,0.0554,0.055,0.0562,0.0552
BLANCO,0.0487,,mg/L,8,0.0006,0.0005,0.0006,0.0006
BLANCO REACTIVO,0,,mg/L,10.1,0.0003,0.0004,0.0004,0.0003
