Analista,,,,,,,,,,
Fecha de inicio,01/12/2023 04:01 a. m.  GMT: 01/12/2023 10:01 a. m.,,,,,,,,,
Hoja de trabajo,SA002620-RCK_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5306,,mg/L,6.2,0.0172,0.001,0.0183,0.0161,0.0173
,BLANCO,0.0157,,mg/L,36.5,0.0005,-0.0003,0.0005,0.0007,0.0003
,BLANCO REACTIVO,0,,mg/L,37.5,0.0005,-0.0004,0.0003,0.0006,0.0007
,SA002620-001,0.095,,mg/L,1.3,0.0278,-0.0007,0.0274,0.0281,0.028
,SA002620-002,0.517,,mg/L,58.6,0.0004,-0.0007,0.0006,0.0003,0.0002
,SA002620-003,0.517,,mg/L,0.7,0.0195,-0.0007,0.0196,0.0196,0.0193
,SA002620-004,0.169,,mg/L,0.9,0.0441,-0.0005,0.0438,0.0439,0.0446
,SA002620-005,0,,mg/L,0.7,0.0208,-0.0007,0.021,0.0207,0.0207
,PATRON,0.5144,,mg/L,0.8,0.0167,-0.0001,0.0168,0.0166,0.0167
,SA002620-006,0.417,,mg/L,1.3,0.0066,-0.0005,0.0067,0.0067,0.0065
,PATRON,0.0695,,mg/L,3.8,0.0065,-0.0006,0.0065,0.0062,0.0067
,BLANCO,-0.0026,,mg/L,92.9,-0.0002,-0.0006,-0.0005,0,-0.0003
,BLANCO REACTIVO,-0.0031,,mg/L,61.4,-0.0003,-0.0003,-0.0004,-0.0003,-0.0001
