CERO CAL,0,,mg/L,62.5,-0.0003,-0.0001,-0.0006,-0.0002,-0.0002
PATRÓN 1,0.05,,mg/L,10.9,0.0025,-0.0037,0.0022,0.0026,0.0028
PATRÓN 2,0.1,,mg/L,4,0.0048,-0.0036,0.0047,0.005,0.0047
PATRÓN 3,0.2,,mg/L,2,0.01,-0.004,0.0101,0.0098,0.0101
PATRÓN 4,0.4,,mg/L,1.4,0.0207,-0.0042,0.0206,0.0211,0.0205
BLANCO REACTIVO,0,,mg/L,13.6,0.0005,-0.0004,0.0004,0.0004,0.0005
BLANCO,0.0046,,mg/L,79.8,0.0002,-0.0013,0.0004,0.0003,0
BLANCO REACTIVO,0,,mg/L,17.7,0.001,-0.0009,0.0008,0.0012,0.0011
PATRON,0.1491,,mg/L,3,0.0073,-0.0054,0.0076,0.0072,0.0073
H,0.0899,,mg/L,6.3,0.0044,-0.0023,0.0047,0.0044,0.0042
C1,0.0836,,mg/L,5.2,0.0041,-0.0022,0.0043,0.0039,0.0043
C2,0.0681,,mg/L,5.6,0.0034,-0.002,0.0036,0.0034,0.0032
PATRON,0.0494,,mg/L,8.9,0.0025,-0.0049,0.0026,0.0022,0.0025
BLANCO REACTIVO,0,,mg/L,21.3,0.0014,-0.001,0.001,0.0015,0.0016
BLANCO,0.0056,,mg/L,88.3,0.0003,-0.0004,0.0006,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,49.2,0.0003,-0.0004,0.0005,0.0002,0.0003
C3,0.0666,,mg/L,2.7,0.0033,-0.0013,0.0033,0.0032,0.0034
C4,0.0539,,mg/L,6.2,0.0027,-0.0014,0.0028,0.0025,0.0027
T,0.0332,,mg/L,8,0.0017,-0.0013,0.0018,0.0017,0.0015
PATRON,0.0506,,mg/L,8.2,0.0025,-0.0039,0.0027,0.0026,0.0023
BLANCO,0.0009,,mg/L,>100,0,-0.0011,-0.0005,0.0004,0.0003
BLANCO REACTIVO,0,,mg/L,79.4,0.0004,-0.0008,0.0001,0.0005,0.0007
ELY1,0.0828,,mg/L,4.1,0.0041,-0.0015,0.004,0.0043,0.004
ELY2,0.0765,,mg/L,10.2,0.0038,-0.0016,0.0035,0.0042,0.0037
ELY3,0.065,,mg/L,3,0.0032,-0.0014,0.0032,0.0031,0.0033
PATRON,0.0471,,mg/L,9,0.0023,-0.004,0.0024,0.0021,0.0025
BLANCO,0.0033,,mg/L,>100,0.0002,-0.0013,-0.0004,0.0003,0.0006
BLANCO REACTIVO,0,,mg/L,28.7,0.0009,-0.0009,0.0007,0.0008,0.0012
ELY4,0.044,,mg/L,11.8,0.0022,-0.002,0.002,0.0025,0.0021
BLANCO REACTIVO,0,,mg/L,2.3,0.0009,-0.001,0.0009,0.0009,0.001
BLANCO,-0.0052,,mg/L,>100,-0.0003,0.0001,0.0002,-0.0004,-0.0005
BLANCO REACTIVO,0,,mg/L,13.2,-0.0006,0.0004,-0.0006,-0.0006,-0.0005
PATRON,0.0487,,mg/L,0.9,0.0024,-0.0021,0.0024,0.0024,0.0024
ELY5,0.0278,,mg/L,24.4,0.0014,0.0005,0.0017,0.0014,0.0011
