Analista,AJO,,,,,,,,
Fecha de inicio,22/03/2023 04:31 p. m.  GMT: 22/03/2023 10:31 p. m.,,,,,,,,
Hoja de trabajo,SA000742-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0158,,mg/L,0.7,0.1223,0.1231,0.1225,0.1214
,BLANCO,0.0013,,mg/L,28.7,0.0002,0.0002,0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,27,0.0001,0.0001,0.0001,0.0001
,SA000729-024,1.6288,,mg/L,0.5,0.008,0.008,0.0079,0.008
,SA000729-025,1.7767,,mg/L,3.7,0.0087,0.0084,0.0086,0.0091
,SA000729-026,1.3356,,mg/L,1.7,0.0065,0.0066,0.0065,0.0064
,SA000729-027,1.3214,,mg/L,0.7,0.0065,0.0064,0.0065,0.0065
,SA000729-028,1.7742,,mg/L,3.4,0.0086,0.009,0.0085,0.0084
,PATRON,1.0096,,mg/L,0.5,0.1216,0.1215,0.1209,0.1222
,SA000729-029,1.9848,,mg/L,1.2,0.0097,0.0097,0.0095,0.0098
,SA000729-030,2.2552,,mg/L,1.6,0.011,0.011,0.0108,0.0112
,SA000732-024,17.0478,,mg/L,0.5,0.0828,0.0833,0.0826,0.0826
,SA000732-025,20.3477,,mg/L,0.6,0.099,0.0984,0.0996,0.0992
,SA000732-026,218.524,,mg/L,0.7,0.1055,0.1051,0.1051,0.1064
,PATRON,0.9946,,mg/L,0.3,0.1198,0.1195,0.1196,0.1202
,BLANCO,0.0017,,mg/L,65.4,0.0002,0.0002,0.0001,0.0003
,BLANCO REACTIVO,0,,mg/L,10,0.0004,0.0004,0.0004,0.0004
,SA000732-027,0.827,,mg/L,0.3,0.0041,0.0041,0.0041,0.0041
,SA000732-028,24.9542,,mg/L,0.6,0.1213,0.1221,0.1209,0.121
,SA000732-029,29.973,,mg/L,0.5,0.1451,0.1445,0.1449,0.1459
,SA000732-030,500.351,,mg/L,3.3,0.2367,0.2453,0.2347,0.2301
,SA000733-004,54.4934,,mg/L,0.3,0.2559,0.256,0.2551,0.2566
,PATRON,1.0037,,mg/L,0.7,0.1209,0.1215,0.1211,0.12
,SA000733-006,20.9522,,mg/L,0.7,0.1017,0.1011,0.1015,0.1025
,SA000733-007,220.221,,mg/L,0.6,0.1073,0.1068,0.1081,0.1071
,SA000733-010,0.7078,,mg/L,4.9,0.0035,0.0036,0.0035,0.0033
,SA000733-011,8.3978,,mg/L,0.1,0.041,0.041,0.041,0.041
,SA000733-012,369.461,,mg/L,0.1,0.1775,0.1775,0.1774,0.1777
,PATRON,1.0071,,mg/L,0.3,0.1213,0.1214,0.1215,0.1209
,BLANCO,0.0012,,mg/L,40.5,0.0001,0.0001,0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,43.3,0.0005,0.0004,0.0008,0.0004
,SA000733-013,198.028,,mg/L,0.7,0.0962,0.0954,0.0965,0.0967
,PATRON,1.0029,,mg/L,0.1,0.1208,0.1206,0.1209,0.1208
,BLANCO,-0.0013,,mg/L,75.4,-0.0002,-0.0002,-0.0003,0
,BLANCO REACTIVO,0,,mg/L,18.6,0.0004,0.0003,0.0004,0.0004
