PATRON,4.9739,,mg/L,0.2,0.0526,0.0527,0.0525,0.0525
BLANCO,-0.0597,,mg/L,53.8,-0.0006,-0.0003,-0.0006,-0.001
BLANCO REACTIVO,0,,mg/L,21.3,-0.0006,-0.0005,-0.0007,-0.0007
FASE 1,0.0217,,mg/L,>100,0.0002,0.0004,0.0003,0
FASE 2,0.0123,,mg/L,55.9,0.0001,0.0001,0.0002,0.0001
FASE 3,0.026,,mg/L,23.1,0.0003,0.0002,0.0003,0.0003
VSP NORTE,0.0099,,mg/L,>100,0.0001,-0.0001,0.0001,0.0003
CELDA 8.1,0.0215,,mg/L,91.7,0.0002,0.0002,0,0.0005
CELDA 8.2,0.0045,,mg/L,>100,0,0,0.0001,0
CELDA 8.3,0.0129,,mg/L,73.4,0.0001,0.0002,0,0.0001
PATRON,4.9297,,mg/L,0.9,0.0521,0.0526,0.052,0.0516
BLANCO,-0.0633,,mg/L,5.7,-0.0007,-0.0007,-0.0006,-0.0007
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,0,-0.0002
