PATRON,4.9403,,mg/L,1,0.0006,0.0554,0.001,1,1,1,0.0557,0.0547,0.0558
BLANCO,0.013,,mg/L,88.2,0.0001,0.0001,-0.0013,1,1,1,0.0001,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,7.2,0.0001,0.0008,-0.0004,1,1,1,0.0008,0.0009,0.0009
FASE 1,0.0633,,mg/L,52.2,0.0004,0.0007,-0.0014,1,1,1,0.0007,0.0011,0.0003
FASE 2,0.0572,,mg/L,32.3,0.0002,0.0007,-0.0011,1,1,1,0.0005,0.0009,0.0005
FASE 3,0.1385,,mg/L,50.6,0.0008,0.0016,-0.0014,1,1,1,0.0007,0.0022,0.0018
VSP NORTE,0.0223,,mg/L,>100,0.0003,0.0003,0.0002,1,1,1,0.0003,0.0006,-0.0001
CELDA 8.1,0.0651,,mg/L,6.8,0.0001,0.0007,-0.0001,1,1,1,0.0007,0.0008,0.0008
CELDA 8.2,0.062,,mg/L,23.3,0.0002,0.0007,-0.0004,1,1,1,0.0005,0.0008,0.0008
CELDA 8.3,0.0763,,mg/L,42.8,0.0004,0.0009,-0.0002,1,1,1,0.0012,0.0005,0.0009
PATRON,4.9836,,mg/L,0.5,0.0003,0.0559,-0.0003,1,1,1,0.0559,0.0562,0.0556
BLANCO,0.0258,,mg/L,>100,0.0003,0.0003,-0.0011,1,1,1,0.0004,-0.0001,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0.0007,0.0005,-0.0007,1,1,1,0.0001,0.0013,0
