PATRON,4.894,,mg/L,0.6,0.0499,1,1,1,0.0496,0.05,0.0501
BLANCO,0.0353,,mg/L,22.2,0.0004,1,1,1,0.0004,0.0003,0.0004
BLANCO REACTIVO,0,,mg/L,67.9,0.0001,1,1,1,0.0001,0.0001,0
FASE 1,0.0336,,mg/L,30.5,0.0003,1,1,1,0.0002,0.0004,0.0004
PATRON,4.8515,,mg/L,0.3,0.0495,1,1,1,0.0495,0.0493,0.0496
FASE 2,0.0463,,mg/L,20.3,0.0005,1,1,1,0.0006,0.0005,0.0004
FASE 3,0.0578,,mg/L,17.6,0.0006,1,1,1,0.0005,0.0007,0.0007
PATRON,4.894,,mg/L,0.9,0.0499,1,1,1,0.0495,0.0504,0.0498
BLANCO,0.0259,,mg/L,31.3,0.0003,1,1,1,0.0004,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,20.2,0.0004,1,1,1,0.0005,0.0005,0.0003
VSP NORTE,0.0391,,mg/L,38.3,0.0004,1,1,1,0.0003,0.0006,0.0003
CELDA 8.1,0.0483,,mg/L,15.6,0.0005,1,1,1,0.0005,0.0006,0.0004
CELDA 8.2,0.0351,,mg/L,17.8,0.0004,1,1,1,0.0004,0.0004,0.0003
CELDA 8.3,0.1413,,mg/L,7.7,0.0015,1,1,1,0.0014,0.0014,0.0016
PATRON,4.8987,,mg/L,0.9,0.05,1,1,1,0.0499,0.0495,0.0504
BLANCO,0.0389,,mg/L,23.7,0.0004,1,1,1,0.0003,0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,20.9,0.0006,1,1,1,0.0006,0.0008,0.0005
