Analista,RR,,,,,,,,,,,,
Fecha de inicio,19/09/2024 08:21 a. m.  GMT: 19/09/2024 02:21 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005569_6,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Ag,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Ag VHAAAg (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.9905,,mg/L,0.9,0.1152,0.0004,,,,0.1158,0.114,0.1159
,BLANCO,0.002,,mg/L,>100,0.0003,-0.0004,,,,-0.0001,-0.0001,0.0009
,BLANCO REACTIVO,0,,mg/L,89.8,0.0005,-0.0006,,,,0,0.0009,0.0005
,SA005569-001,5.6957,,mg/L,1.1,0.0283,0.0042,2,5,,0.028,0.0282,0.0286
,SA005569-002,2.6287,,mg/L,7.5,0.0132,0.0035,2,5,,0.0121,0.0136,0.0139
,SA005569-003,4.9434,,mg/L,2.6,0.0246,0.0042,2,5,,0.024,0.0253,0.0245
,SA005569-004,5.0024,,mg/L,2.2,0.025,0.0041,2.01,5,,0.0248,0.0246,0.0256
,SA005569-005,2.169,,mg/L,6.6,0.0109,0.0037,2,5,,0.0111,0.0116,0.0101
,PATRON,0.9942,,mg/L,0.8,0.112,0.0007,,,,0.1123,0.1127,0.1111
,SA005569-006,3.4715,,mg/L,4.1,0.017,0.0055,2.01,5,,0.0167,0.0166,0.0179
,SA005569-007,2.3723,,mg/L,5.4,0.0116,0.0046,2,5,,0.0111,0.0114,0.0123
,SA005569-008,1.8052,,mg/L,4.7,0.0089,0.0044,2,5,,0.0085,0.0089,0.0093
,SA005569-009,3.7207,,mg/L,1.8,0.0183,0.0062,2.02,5,,0.0182,0.018,0.0187
,SA005569-010,1.6461,,mg/L,7.1,0.0082,0.0045,2,5,,0.0075,0.0084,0.0085
,PATRON,0.9941,,mg/L,0.7,0.112,0.0001,,,,0.1128,0.1113,0.1119
,BLANCO,0.0022,,mg/L,>100,0.0003,0.0001,,,,0,0.0007,0.0001
,BLANCO REACTIVO,0,,mg/L,99.4,-0.0006,0.0009,,,,-0.0012,-0.0001,-0.0004
,SA005569-011,0.0048,,mg/L,>100,0,0.0015,,5,,-0.0001,-0.0003,0.0004
,SA005569-012,2.8558,,mg/L,4.1,0.014,0.0058,2.01,5,,0.0147,0.0137,0.0137
,SA005569-013,0.072,,mg/L,>100,0.0004,0.0023,2,5,,0.0003,0.001,-0.0002
,SA005569-014,4.2025,,mg/L,3.8,0.0205,0.0062,2.01,5,,0.0211,0.0196,0.0209
,SA005569-015,10.7544,,mg/L,0.8,0.0508,0.006,2,5,,0.0512,0.0508,0.0505
,PATRON,0.9995,,mg/L,0.4,0.1126,0.0021,,,,0.1126,0.1131,0.1121
,SA005569-016,3.2343,,mg/L,2.6,0.0158,0.0052,2,5,,0.0154,0.0161,0.016
,SA005569-017,7.2648,,mg/L,1.3,0.035,0.0066,2.01,5,,0.0355,0.0349,0.0346
,SA005569-018,3.1638,,mg/L,0.7,0.0156,0.0057,2.02,5,,0.0157,0.0156,0.0155
,SA005569-019,0.2467,,mg/L,3.9,0.0012,0.0041,2.02,5,,0.0012,0.0013,0.0013
,SA005569-020,2.695,,mg/L,3.6,0.0132,0.0065,2,5,,0.0135,0.0126,0.0134
,PATRON,0.9952,,mg/L,1,0.1121,0.0015,,,,0.1108,0.1125,0.1131
,BLANCO,0.0075,,mg/L,20.9,0.0009,0.0008,,,,0.0009,0.0007,0.0011
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0006,,,,0.0004,0.0001,-0.0001
,SA005569-021,2.6923,,mg/L,4.2,0.0133,0.0056,2.01,5,,0.0139,0.013,0.0129
,SA005569-022,2.359,,mg/L,5.7,0.0116,0.005,2,5,,0.0115,0.011,0.0123
,SA005569-023,11.2916,,mg/L,1.2,0.0535,0.0071,2.01,5,,0.0533,0.0542,0.0529
,SA005569-024,5.6088,,mg/L,0.5,0.0275,0.0055,2.03,5,,0.0274,0.0274,0.0276
,SA005569-025,5.6608,,mg/L,1.4,0.0274,0.0054,2,5,,0.0278,0.0271,0.0273
,PATRON,0.9926,,mg/L,0.5,0.1118,0.0009,,,,0.1122,0.1112,0.1121
,SA005569-026,15.3121,,mg/L,1.3,0.0713,0.0063,2,5,,0.0703,0.0721,0.0716
,SA005569-027,4.7571,,mg/L,0.2,0.023,0.0047,,5,,0.023,0.0231,0.023
,PATRON,0.9903,,mg/L,0.3,0.1116,0.0006,,,,0.1114,0.1114,0.1119
,BLANCO,0.0025,,mg/L,>100,0.0003,0.0003,,,,0.0004,-0.0001,0.0006
,BLANCO REACTIVO,0,,mg/L,69.6,0.0005,0.0004,,,,0.0009,0.0004,0.0002
