PATRON,4.9993,,mg/L,6.9,0.0558,1,1,1,0.058,0.058,0.0514
BLANCO,0.0606,,mg/L,19.5,0.0007,1,1,1,0.0007,0.0006,0.0009
BLANCO REACTIVO,0,,mg/L,7.2,0.0013,1,1,1,0.0014,0.0012,0.0012
FASE 1,0.0214,,mg/L,52.5,0.0002,1,1,1,0.0004,0.0001,0.0003
FASE 2,0.0161,,mg/L,63.7,0.0002,1,1,1,0.0001,0.0002,0.0003
FASE 3,0.0284,,mg/L,27.6,0.0003,1,1,1,0.0004,0.0002,0.0004
VSP NORTE,0.0222,,mg/L,52,0.0003,1,1,1,0.0004,0.0001,0.0002
CELDA 8.1,0.0192,,mg/L,28.3,0.0002,1,1,1,0.0003,0.0002,0.0002
CELDA 8.2,0.0268,,mg/L,43.2,0.0003,1,1,1,0.0002,0.0005,0.0003
CELDA 8.3,0.0493,,mg/L,26.7,0.0006,1,1,1,0.0004,0.0006,0.0007
