PATRON,0.0543,,mg/L,2.1,0.0029,-0.0026,0.0029,0.0028,0.0028
BLANCO,0.0069,,mg/L,25.4,0.0006,-0.0009,0.0005,0.0004,0.0007
BLANCO REACTIVO,0,,mg/L,10.4,0.0005,0.0002,0.0005,0.0006,0.0005
H KCA PO,0.0495,,mg/L,3.3,0.0026,0.0005,0.0026,0.0026,0.0027
H KCA PO,0.05,,mg/L,3.3,0.0026,0.0004,0.0027,0.0027,0.0026
H KCA PO,0.0519,,mg/L,3.1,0.0027,0.0004,0.0028,0.0027,0.0027
PATRON,0.0484,,mg/L,10.1,0.0026,-0.0031,0.0024,0.0024,0.0029
H KCA PO,0.0534,,mg/L,5.7,0.0028,0.0005,0.0026,0.0029,0.0029
H KCA PO,0.054,,mg/L,6.2,0.0028,0.0006,0.0026,0.0029,0.003
PATRON,0.0551,,mg/L,4.8,0.0029,-0.0031,0.003,0.0029,0.0028
BLANCO,0.0088,,mg/L,49.1,0.0006,-0.0004,0.0009,0.0003,0.0007
BLANCO REACTIVO,0,,mg/L,8.2,0.0014,0.0013,0.0014,0.0013,0.0015
M1 PO,0.0445,,mg/L,5.7,0.0024,-0.0025,0.0023,0.0023,0.0025
M2 PO,0.0395,,mg/L,4.5,0.0021,0.0002,0.0021,0.0022,0.0021
M3 PO,0.0357,,mg/L,1.8,0.0019,0,0.002,0.0019,0.002
M4 PO,0.0274,,mg/L,14.7,0.0015,0,0.0017,0.0013,0.0017
PATRON,0.0491,,mg/L,7.6,0.0026,-0.0041,0.0026,0.0024,0.0028
P KCA PO,0.0123,,mg/L,23,0.0008,-0.0003,0.0008,0.0006,0.001
PATRON,0.0494,,mg/L,4.2,0.0026,-0.0039,0.0025,0.0027,0.0026
BLANCO,0.0007,,mg/L,65.1,0.0003,-0.0012,0.0001,0.0004,0.0003
BLANCO REACTIVO,0,,mg/L,0.7,0.0018,0.0006,0.0018,0.0018,0.0017
CELDA 8,0.0317,,mg/L,5.6,0.0018,-0.0003,0.0018,0.0018,0.0016
CANAL,0.0743,,mg/L,0.6,0.0038,-0.0003,0.0038,0.0038,0.0038
FASE 1,0.034,,mg/L,9,0.0018,0.0019,0.002,0.0017,0.0018
FASE 2,0.0324,,mg/L,5.1,0.0017,0.0018,0.0017,0.0018,0.0016
FASE 3,0.037,,mg/L,7.6,0.0019,0.0024,0.0021,0.0019,0.0018
VSP NORTE,0.0256,,mg/L,22.1,0.0014,0.0029,0.0012,0.0013,0.0018
CELDA 8.1,0.0265,,mg/L,13.1,0.0015,0.0018,0.0014,0.0013,0.0017
CELDA 8.2,0.0202,,mg/L,22.2,0.0012,0.0019,0.0014,0.0012,0.0009
CELDA 8.3,0.0197,,mg/L,16.3,0.0012,0.0024,0.0012,0.0013,0.0009
S. RICA,0.0332,,mg/L,8.4,0.0018,-0.0007,0.0017,0.002,0.0019
PATRON,0.0486,,mg/L,6.8,0.0026,-0.0039,0.0024,0.0027,0.0027
BLANCO,0.0023,,mg/L,61.9,0.0003,-0.0013,0.0001,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,6.1,0.0017,0.0009,0.0018,0.0016,0.0016
H KCA PE,0.0355,,mg/L,10.2,0.0019,-0.0001,0.0021,0.002,0.0017
H KCA PE,0.0319,,mg/L,5.1,0.0018,-0.0002,0.0017,0.0019,0.0017
H KCA PE,0.0343,,mg/L,3.5,0.0019,-0.0004,0.0019,0.0019,0.0018
PATRON,0.0477,,mg/L,3.4,0.0025,-0.0038,0.0025,0.0026,0.0025
H KCA PE,0.0313,,mg/L,18.3,0.0017,0,0.0016,0.0015,0.0021
H KCA PE,0.0309,,mg/L,7.6,0.0017,-0.0001,0.0017,0.0019,0.0016
PATRON,0.0456,,mg/L,6.8,0.0024,-0.0037,0.0026,0.0024,0.0023
BLANCO,0.0063,,mg/L,24.3,0.0005,-0.0012,0.0005,0.0007,0.0004
BLANCO REACTIVO,0,,mg/L,16,0.0017,0.0006,0.0015,0.0017,0.002
M1 PE,0.0202,,mg/L,9.7,0.0012,-0.0001,0.0012,0.0013,0.0011
M2 PE,0.0154,,mg/L,14.6,0.001,-0.0001,0.0009,0.0011,0.0009
M3 PE,0.0159,,mg/L,15.7,0.001,-0.0004,0.0008,0.0011,0.0011
M4 PE,0.0127,,mg/L,25,0.0008,-0.0004,0.0008,0.0006,0.001
PATRON,0.0477,,mg/L,2.9,0.0025,-0.0037,0.0026,0.0025,0.0025
P KCA PE,0.0075,,mg/L,23,0.0006,-0.0002,0.0007,0.0006,0.0005
PATRON,0.0483,,mg/L,6.7,0.0026,-0.0037,0.0027,0.0026,0.0024
BLANCO,0.0028,,mg/L,11.2,0.0004,-0.0012,0.0003,0.0003,0.0004
BLANCO REACTIVO,0,,mg/L,13.9,0.0017,0.0007,0.0015,0.002,0.0018
ELY 1,0.0224,,mg/L,11.5,0.0013,0.0001,0.0012,0.0015,0.0013
ELY 2,0.0169,,mg/L,8.5,0.001,0.0002,0.0011,0.001,0.001
ELY 3,0.0174,,mg/L,11.8,0.0011,-0.0001,0.001,0.0012,0.001
ELY 4,0.0096,,mg/L,22.1,0.0007,-0.0001,0.0007,0.0005,0.0008
PATRON,0.0456,,mg/L,5.6,0.0024,-0.0035,0.0024,0.0026,0.0023
ELY P,0.0073,,mg/L,22.6,0.0006,0.0001,0.0007,0.0006,0.0004
PATRON,0.047,,mg/L,8.9,0.0025,-0.0037,0.0026,0.0022,0.0026
BLANCO,0.0035,,mg/L,25,0.0004,-0.0014,0.0005,0.0003,0.0004
BLANCO REACTIVO,0,,mg/L,12.1,0.0014,0.0012,0.0012,0.0015,0.0016
NOROESTE,0.0238,,mg/L,11.1,0.0014,-0.0002,0.0015,0.0013,0.0013
TRITURADORA,0.016,,mg/L,17,0.001,-0.0005,0.001,0.0012,0.0008
VICTORIA,0.0409,,mg/L,7.9,0.0022,-0.0008,0.0021,0.0024,0.0021
CELDA 1,0.0279,,mg/L,4.2,0.0016,-0.0004,0.0016,0.0016,0.0015
CELDA 2,0.0695,,mg/L,0.7,0.0036,-0.0002,0.0036,0.0036,0.0036
CELDA 3,0.0245,,mg/L,19,0.0014,0.0002,0.0011,0.0014,0.0017
CELDA 4A,0.0262,,mg/L,11.6,0.0015,0.0008,0.0014,0.0014,0.0017
CELDA 4B,0.0247,,mg/L,4.1,0.0014,0.0009,0.0015,0.0014,0.0014
CELDA 5A,0.0157,,mg/L,23,0.001,-0.0005,0.0012,0.0008,0.0009
CELDA 5B,0.0149,,mg/L,27.3,0.0009,-0.0005,0.0007,0.0012,0.0009
PATRON,0.0464,,mg/L,6.9,0.0025,-0.0026,0.0023,0.0026,0.0025
BLANCO,-0.0034,,mg/L,>100,0.0001,-0.0009,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,4.1,0.0017,0.001,0.0017,0.0017,0.0016
