PATRON,0.0499,,mg/L,2.8,0.0022,-0.0016,0.0022,0.0022,0.0021
BLANCO,-0.0023,,mg/L,>100,-0.0001,0.0001,0,-0.0003,0
BLANCO REACTIVO,0,,mg/L,26.8,0.0004,-0.0003,0.0003,0.0004,0.0004
H KCA PO,0.0533,,mg/L,3,0.0023,0.0007,0.0024,0.0023,0.0024
H KCA PO,0.0544,,mg/L,9.6,0.0024,-0.0024,0.0026,0.0021,0.0025
H KCA PO,0.0515,,mg/L,4.1,0.0023,0.0009,0.0022,0.0024,0.0022
PATRON,0.0526,,mg/L,9.9,0.0023,-0.0023,0.0022,0.0022,0.0026
H KCA PO,0.0524,,mg/L,4.4,0.0023,0.0011,0.0023,0.0022,0.0024
H KCA PO,0.0501,,mg/L,8.9,0.0022,0.0011,0.0022,0.0024,0.002
PATRON,0.0524,,mg/L,10.9,0.0023,-0.0019,0.002,0.0026,0.0023
BLANCO,0.0123,,mg/L,39.1,0.0005,-0.001,0.0004,0.0004,0.0008
BLANCO REACTIVO,0,,mg/L,2,0.0009,-0.0007,0.0009,0.0009,0.001
M1 PO,0.0442,,mg/L,2.6,0.0019,0,0.0019,0.002,0.002
M2 PO,0.0333,,mg/L,13.7,0.0015,-0.0001,0.0017,0.0013,0.0014
M3 PO,0.0275,,mg/L,8.8,0.0012,-0.0001,0.0012,0.0013,0.0011
M4 PO,0.023,,mg/L,22.3,0.001,-0.0001,0.0013,0.0009,0.0008
PATRON,0.0521,,mg/L,3.8,0.0023,-0.0033,0.0022,0.0024,0.0022
P KCA PO,0.0157,,mg/L,31.9,0.0007,0.0027,0.0009,0.0006,0.0005
PATRON,0.0508,,mg/L,5.4,0.0022,-0.0002,0.0022,0.0021,0.0024
BLANCO,0.0052,,mg/L,73.4,0.0002,-0.0018,0.0001,0.0002,0.0004
BLANCO REACTIVO,0,,mg/L,74.3,0.0003,0.0013,0.0003,0.0001,0.0006
CELDA 8,0.0236,,mg/L,20.8,0.001,0.0031,0.0008,0.001,0.0013
PATRON,0.0526,,mg/L,8.5,0.0023,-0.0005,0.0025,0.0021,0.0023
BLANCO,0.0032,,mg/L,64.4,0.0001,0.0011,0.0001,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,13,0.0005,-0.0006,0.0005,0.0004,0.0005
H KCA PE,0.0235,,mg/L,5.7,0.0009,0.0028,0.0009,0.0008,0.0009
H KCA PE,0.0235,,mg/L,13,0.0009,0.003,0.0011,0.0009,0.0008
H KCA PE,0.0235,,mg/L,12.2,0.001,0.0028,0.0009,0.0009,0.0011
PATRON,0.0487,,mg/L,1.3,0.0021,-0.0007,0.0021,0.0022,0.0021
H KCA PE,0.0235,,mg/L,20.3,0.001,0.0031,0.0008,0.0013,0.001
H KCA PE,0.0235,,mg/L,2.6,0.001,0.003,0.0009,0.001,0.0009
PATRON,0.0487,,mg/L,5.1,0.0021,-0.0009,0.0022,0.0022,0.002
BLANCO,-0.0059,,mg/L,>100,-0.0003,0.001,0,-0.0004,-0.0004
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0.0001,-0.0005,0.0002,0
M1 PE,0.0213,,mg/L,22,0.0009,0.0023,0.0008,0.0008,0.0012
M2 PE,0.0233,,mg/L,5.5,0.001,0.0022,0.001,0.0011,0.001
M3 PE,0.0172,,mg/L,19.5,0.0008,0.0021,0.0007,0.0006,0.0009
M4 PE,0.0126,,mg/L,34.4,0.0006,0.0021,0.0007,0.0004,0.0006
PATRON,0.0502,,mg/L,9,0.0022,-0.001,0.0023,0.0023,0.002
P KCA PE,0.0156,,mg/L,25.4,0.0007,0.002,0.0008,0.0008,0.0005
PATRON,0.0502,,mg/L,9.8,0.0022,-0.0017,0.0023,0.0024,0.002
BLANCO,0.0105,,mg/L,9.8,0.0005,0.0002,0.0005,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,58.7,0.0004,-0.0002,0.0003,0.0006,0.0002
ELY 1,0.0178,,mg/L,6.6,0.0008,0.0017,0.0008,0.0008,0.0007
ELY 2,0.0195,,mg/L,12.7,0.0009,0.0014,0.001,0.0008,0.0008
ELY 3,0.0188,,mg/L,5.1,0.0008,0.0013,0.0008,0.0009,0.0008
ELY 4,0.0137,,mg/L,31.6,0.0006,0.0012,0.0008,0.0004,0.0007
PATRON,0.0492,,mg/L,4.9,0.0022,-0.002,0.0023,0.0021,0.0021
ELY P,0.0095,,mg/L,37.4,0.0004,0.0013,0.0003,0.0006,0.0003
PATRON,0.0489,,mg/L,4.6,0.0022,-0.0019,0.0022,0.002,0.0022
BLANCO,-0.0002,,mg/L,>100,0,-0.0002,-0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,18.3,0.0004,0.0001,0.0005,0.0003,0.0004
