PATRON,4.9052,,mg/L,0.5,0.0517,0.0515,0.052,0.0516
BLANCO,0.0258,,mg/L,23.7,0.0003,0.0003,0.0002,0.0003
BLANCO REACTIVO,0,,mg/L,20.4,0.0003,0.0002,0.0003,0.0003
CANAL,0.0191,,mg/L,48.1,0.0002,0.0001,0.0002,0.0003
FASE 1,0.0278,,mg/L,10.8,0.0003,0.0003,0.0003,0.0003
FASE 2,0.0351,,mg/L,14.3,0.0004,0.0003,0.0004,0.0004
FASE 3,0.0222,,mg/L,12.9,0.0002,0.0003,0.0002,0.0003
VSP NORTE,0.016,,mg/L,16.3,0.0002,0.0002,0.0002,0.0001
CELDA 8.1,0.0433,,mg/L,5.3,0.0005,0.0004,0.0005,0.0005
CELDA 8.2,0.0316,,mg/L,13.9,0.0003,0.0004,0.0003,0.0003
CELDA 8.3,0.1867,,mg/L,3.2,0.002,0.0019,0.0021,0.002
PATRON,4.8716,,mg/L,1.6,0.0514,0.0514,0.0506,0.0522
BLANCO,-0.021,,mg/L,13.3,-0.0002,-0.0002,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,>100,0,0.0001,0,-0.0001
