PATRON,0.4954,,mg/L,0.3,0.0607,-0.0015,1,1,1,0.0606,0.0609,0.0606
BLANCO,0.0049,,mg/L,27.9,0.0006,-0.001,1,1,1,0.0007,0.0004,0.0008
BLANCO REACTIVO,0,,mg/L,67.6,0.0008,-0.0013,1,1,1,0.0012,0.0011,0.0002
H KCA PO,0,,mg/L,>100,0,0.0002,1,1,1,-0.0002,0.0001,0.0002
H KCA PO,-0.0043,,mg/L,68.8,-0.0005,0.0009,1,1,1,-0.001,-0.0003,-0.0004
H KCA PO,-0.0009,,mg/L,>100,-0.0001,0.0005,1,1,1,0.0003,-0.0005,-0.0001
PATRON,0.4938,,mg/L,0.7,0.0605,-0.0029,1,1,1,0.0606,0.06,0.0609
H KCA PO,0.0061,,mg/L,54.6,0.0008,-0.0005,1,1,1,0.0003,0.0009,0.0011
H KCA PO,0.0052,,mg/L,55.8,0.0007,-0.0006,1,1,1,0.0011,0.0004,0.0005
PATRON,0.4872,,mg/L,1.6,0.0597,-0.0029,1,1,1,0.0608,0.0592,0.0591
BLANCO,0.0081,,mg/L,42.4,0.001,-0.0036,1,1,1,0.0013,0.0005,0.0013
BLANCO REACTIVO,0,,mg/L,8,0.0008,-0.0017,1,1,1,0.0009,0.0008,0.0008
M1 PO,-0.0004,,mg/L,>100,0,0,1,1,1,-0.0001,-0.0003,0.0002
M2 PO,-0.0026,,mg/L,>100,-0.0003,0.0003,1,1,1,0,-0.0003,-0.0008
M3 PO,-0.0015,,mg/L,85,-0.0002,0.0002,1,1,1,-0.0003,-0.0003,0
M4 PO,-0.0041,,mg/L,51.8,-0.0005,0.0005,1,1,1,-0.0002,-0.0007,-0.0007
PATRON,0.4992,,mg/L,0.2,0.0612,-0.0039,1,1,1,0.0612,0.0612,0.061
P KCA PO,0.0094,,mg/L,38.6,0.0012,-0.0013,1,1,1,0.0014,0.0007,0.0016
PATRON,0.495,,mg/L,0.5,0.0607,-0.0036,1,1,1,0.0606,0.061,0.0604
BLANCO,0.0011,,mg/L,>100,0.0001,-0.0029,1,1,1,0.0001,0.0004,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0013,1,1,1,0.0006,0,0.0003
CELDA 8,-0.0036,,mg/L,>100,-0.0005,0.0016,1,1,1,0.0003,-0.0005,-0.0012
CANAL,0.0008,,mg/L,76.3,0.0001,0.0007,1,1,1,0.0001,0.0001,0
FASE 1,0.001,,mg/L,>100,0.0001,0.0006,1,1,1,-0.0003,0,0.0007
FASE 2,-0.0014,,mg/L,>100,-0.0002,0.0012,1,1,1,-0.0002,0,-0.0004
