PATRON,5.0064,,mg/L,0.8,0.1001,0.0992,0.1003,0.1008
BLANCO,-0.005,,mg/L,77,-0.0001,0,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,22.4,-0.0007,-0.0005,-0.0008,-0.0007
H,1.8785,,mg/L,0.9,0.0377,0.0381,0.0376,0.0375
C1,1.8818,,mg/L,1.1,0.0378,0.0376,0.0375,0.0383
C2,1.8504,,mg/L,1,0.0372,0.0368,0.0375,0.0373
PATRON,5.0281,,mg/L,3,0.1005,0.1025,0.102,0.0971
BLANCO,-0.0052,,mg/L,83.3,-0.0001,-0.0002,0,-0.0001
BLANCO REACTIVO,0,,mg/L,14.3,-0.0008,-0.0008,-0.0007,-0.001
C3,1.805,,mg/L,0.4,0.0363,0.0362,0.0362,0.0364
C4,1.806,,mg/L,1.1,0.0363,0.0363,0.0366,0.0359
T,1.7769,,mg/L,0.5,0.0357,0.0358,0.0355,0.0358
PATRON,4.9948,,mg/L,0.3,0.0999,0.0996,0.0997,0.1002
BLANCO,-0.0072,,mg/L,>100,-0.0001,0.0001,-0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,2.9,-0.0012,-0.0011,-0.0012,-0.0012
DP1,0.0966,,mg/L,4.4,0.0019,0.002,0.002,0.0019
DP2,0.1769,,mg/L,2.6,0.0036,0.0035,0.0037,0.0035
DP3,0.1525,,mg/L,1.4,0.0031,0.0031,0.003,0.0031
PATRON,4.9889,,mg/L,0.3,0.0997,0.0999,0.1,0.0994
BLANCO,-0.0055,,mg/L,>100,-0.0001,-0.0001,0,-0.0002
BLANCO REACTIVO,0,,mg/L,2.6,-0.0012,-0.0012,-0.0012,-0.0012
DP4,0.1809,,mg/L,1.2,0.0036,0.0036,0.0036,0.0037
DP5,0.2066,,mg/L,2.1,0.0042,0.0043,0.0041,0.0041
DP6,17.1001,,mg/L,0.2,0.3309,0.3308,0.3317,0.3302
PATRON,5.0625,,mg/L,1.6,0.1012,0.101,0.1029,0.0997
BLANCO,-0.0161,,mg/L,31.5,-0.0003,-0.0002,-0.0003,-0.0004
BLANCO REACTIVO,0,,mg/L,10,-0.0014,-0.0012,-0.0015,-0.0014
ELY1,1.8371,,mg/L,0.2,0.0369,0.037,0.0369,0.0368
ELY2,1.8433,,mg/L,1.1,0.037,0.0373,0.0372,0.0366
ELY3,1.8648,,mg/L,0.2,0.0375,0.0375,0.0374,0.0375
PATRON,5.0226,,mg/L,0.7,0.1004,0.1,0.0999,0.1013
BLANCO,-0.0033,,mg/L,>100,-0.0001,-0.0002,0,0
BLANCO REACTIVO,0,,mg/L,8.4,-0.0014,-0.0013,-0.0016,-0.0014
ELY4,1.885,,mg/L,0.7,0.0379,0.0381,0.0379,0.0376
ELY5,1.7982,,mg/L,0.5,0.0361,0.036,0.0363,0.036
PATRON,5.0269,,mg/L,0.5,0.1005,0.1005,0.101,0.1
BLANCO,-0.0069,,mg/L,76.3,-0.0001,-0.0002,0,-0.0002
BLANCO REACTIVO,0,,mg/L,11.1,-0.0017,-0.0018,-0.0015,-0.0017
