PATRON,5.0488,,mg/L,0.3,0.1029,0.1025,0.1031,0.1031
BLANCO,0.0024,,mg/L,>100,0,0.0002,0,-0.0001
BLANCO REACTIVO,0,,mg/L,54.6,0.0001,0.0002,0.0002,0.0001
H,4.2969,,mg/L,0.9,0.0877,0.0869,0.0885,0.0876
C1,4.3141,,mg/L,1.5,0.088,0.0866,0.0883,0.0891
C2,4.2881,,mg/L,0.7,0.0875,0.0868,0.0877,0.088
PATRON,5.0758,,mg/L,0.9,0.1034,0.1024,0.1035,0.1044
BLANCO,0.0044,,mg/L,>100,0.0001,0,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,18.8,0.0004,0.0003,0.0004,0.0005
C3,4.3013,,mg/L,0.8,0.0878,0.0878,0.0884,0.087
C4,4.2778,,mg/L,1.2,0.0873,0.0864,0.0884,0.0871
T,4.3476,,mg/L,0.8,0.0887,0.0891,0.0879,0.0892
PATRON,5.0133,,mg/L,2.3,0.1022,0.1004,0.1012,0.1049
BLANCO,0.012,,mg/L,>100,0.0002,0.0004,0.0004,-0.0001
BLANCO REACTIVO,0,,mg/L,19,0.0009,0.0009,0.0007,0.001
ELY1,4.3495,,mg/L,1.2,0.0887,0.0887,0.0898,0.0877
ELY2,4.2493,,mg/L,0.6,0.0867,0.0872,0.0862,0.0868
ELY3,4.2567,,mg/L,0.8,0.0869,0.0877,0.0863,0.0866
PATRON,5.041,,mg/L,2.6,0.1027,0.104,0.1046,0.0996
BLANCO,-0.0026,,mg/L,>100,-0.0001,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,12.2,0.0011,0.0011,0.0012,0.0009
ELY4,4.2419,,mg/L,0.5,0.0866,0.0866,0.087,0.0862
ELY5,4.2337,,mg/L,0.6,0.0864,0.0869,0.0864,0.0859
PATRON,5.0237,,mg/L,1.2,0.1024,0.1037,0.1023,0.1012
BLANCO,0.0109,,mg/L,58.4,0.0002,0.0003,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,14.6,0.0014,0.0012,0.0015,0.0016
