PATRON,0.0524,,mg/L,6.4,0.0002,0.0027,-0.0006,0.0029,0.0027,0.0026
BLANCO,0.0039,,mg/L,67.7,0.0002,0.0003,-0.0004,0.0005,0.0001,0.0004
BLANCO REACTIVO,0,,mg/L,57.4,0.0001,0.0002,-0.0005,0.0002,0.0001,0.0003
H KCA PO,0.053,,mg/L,8.1,0.0002,0.0028,0.0017,0.0031,0.0028,0.0026
H KCA PO,0.0569,,mg/L,6.4,0.0002,0.0029,0.0014,0.003,0.0031,0.0027
H KCA PO,0.0547,,mg/L,3.9,0.0001,0.0028,0.0015,0.003,0.0028,0.0028
PATRON,0.0523,,mg/L,8.2,0.0002,0.0027,-0.0013,0.0025,0.0027,0.003
H KCA PO,0.0528,,mg/L,3.4,0.0001,0.0028,0.0019,0.0029,0.0027,0.0027
H KCA PO,0.0539,,mg/L,4,0.0001,0.0029,0.0016,0.0028,0.003,0.0029
PATRON,0.0461,,mg/L,1.6,0,0.0024,-0.0016,0.0025,0.0024,0.0024
BLANCO,-0.0012,,mg/L,>100,0.0001,0.0001,-0.0015,0,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,83.9,0.0001,0.0002,-0.001,0,0.0002,0.0003
M1 PO,0.0559,,mg/L,11,0.0003,0.0029,0.0017,0.0028,0.0027,0.0033
M2 PO,0.0545,,mg/L,7.9,0.0002,0.0029,0.0014,0.0031,0.0029,0.0026
M3 PO,0.0427,,mg/L,7.2,0.0002,0.0023,0.0013,0.0024,0.0021,0.0023
M4 PO,0.0313,,mg/L,6.7,0.0001,0.0017,0.0014,0.0017,0.0018,0.0016
PATRON,0.0526,,mg/L,7.7,0.0002,0.0028,-0.0019,0.003,0.0026,0.0026
P KCA PO,0.0231,,mg/L,5.8,0.0001,0.0013,0.0012,0.0012,0.0013,0.0014
PATRON,0.0539,,mg/L,3,0.0001,0.0028,-0.0021,0.0028,0.0027,0.0029
BLANCO,0.0058,,mg/L,40.2,0.0002,0.0004,-0.0021,0.0004,0.0006,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0001,0.0001,-0.0001,0.0002,0.0002
CELDA 8,0.0458,,mg/L,3,0.0001,0.0024,0.0011,0.0025,0.0023,0.0024
PATRON,0.0481,,mg/L,9.3,0.0002,0.0025,-0.0019,0.0028,0.0026,0.0023
BLANCO,0.0016,,mg/L,46.9,0.0001,0.0002,-0.0004,0.0002,0.0004,0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0001,0,0,-0.0001,-0.0001
H KCA PE,0.0328,,mg/L,9.2,0.0001,0.0016,0.0024,0.0014,0.0017,0.0015
H KCA PE,0.03285,,mg/L,16.8,0.0003,0.0016,0.0011,0.0013,0.0018,0.0016
H KCA PE,0.0298,,mg/L,2,0,0.0016,0.0023,0.0016,0.0017,0.0016
PATRON,0.046,,mg/L,1.5,0,0.0024,-0.0024,0.0024,0.0025,0.0024
H KCA PE,0.0329,,mg/L,8.9,0.0001,0.0016,0.0006,0.0015,0.0017,0.0015
H KCA PE,0.0319,,mg/L,5.9,0.0001,0.0017,0.0002,0.0018,0.0017,0.0016
PATRON,0.0469,,mg/L,0.8,0,0.0025,-0.0019,0.0025,0.0025,0.0025
BLANCO,-0.0017,,mg/L,>100,0.0002,0.0001,-0.0017,-0.0002,0.0003,0.0001
BLANCO REACTIVO,0,,mg/L,92.5,0.0002,0.0002,-0.0004,0,0.0002,0.0004
M1 PE,0.0246,,mg/L,5.8,0.0001,0.0014,0.0017,0.0013,0.0015,0.0013
M2 PE,0.0268,,mg/L,11.7,0.0002,0.0015,0.0014,0.0013,0.0016,0.0015
M3 PE,0.0224,,mg/L,14.6,0.0002,0.0013,0.0013,0.0015,0.0011,0.0012
M4 PE,0.0187,,mg/L,26,0.0003,0.0011,0.001,0.0014,0.0008,0.001
PATRON,0.0476,,mg/L,17.3,0.0004,0.0025,-0.0009,0.0025,0.0029,0.0021
P KCA PE,0.0131,,mg/L,19.2,0.0002,0.0008,0.0023,0.0007,0.001,0.0007
PATRON,0.0489,,mg/L,6.9,0.0002,0.0026,-0.0009,0.0026,0.0028,0.0024
BLANCO,0.006,,mg/L,25.1,0.0001,0.0005,-0.0018,0.0004,0.0003,0.0006
BLANCO REACTIVO,0,,mg/L,8.4,0.0001,0.0008,-0.0011,0.0008,0.0008,0.0009
ELY 1,0.0263,,mg/L,4.7,0.0001,0.0015,0.002,0.0015,0.0015,0.0014
ELY 2,0.0188,,mg/L,12.6,0.0001,0.0011,0.0019,0.0012,0.0012,0.0009
ELY 3,0.0211,,mg/L,13.2,0.0002,0.0012,0.0016,0.0011,0.0014,0.0011
ELY 4,0.018,,mg/L,20.3,0.0002,0.001,0.0016,0.0008,0.0011,0.0013
PATRON,0.0514,,mg/L,2,0.0001,0.0027,-0.0016,0.0027,0.0026,0.0027
ELY P,0.0163,,mg/L,17.9,0.0002,0.001,0.0015,0.0009,0.0009,0.0012
PATRON,0.0543,,mg/L,2.7,0.0001,0.0028,-0.0018,0.0029,0.0028,0.0029
BLANCO,-0.0056,,mg/L,>100,0.0001,-0.0001,-0.0019,-0.0001,-0.0003,0
BLANCO REACTIVO,0,,mg/L,23.5,0.0002,0.0008,-0.0012,0.0009,0.0009,0.0006
