PATRON,5.0182,,mg/L,1.7,0.0515,1,1,1,0.0524,0.0508,0.0513
BLANCO,-0.0589,,mg/L,29.5,-0.0006,1,1,1,-0.0008,-0.0004,-0.0006
BLANCO REACTIVO,0,,mg/L,4.4,-0.0009,1,1,1,-0.0009,-0.0009,-0.001
FASE 1,0.0271,,mg/L,55.7,0.0003,1,1,1,0.0001,0.0003,0.0004
FASE 2,0.0437,,mg/L,20.6,0.0005,1,1,1,0.0004,0.0006,0.0004
FASE 3,0.0483,,mg/L,29,0.0005,1,1,1,0.0003,0.0006,0.0006
VSP NORTE,0.0696,,mg/L,26.1,0.0007,1,1,1,0.0005,0.0009,0.0008
CELDA 8.1,0.0724,,mg/L,11.3,0.0008,1,1,1,0.0008,0.0008,0.0007
CELDA 8.2,0.0866,,mg/L,17.1,0.0009,1,1,1,0.0007,0.001,0.001
CELDA 8.3,0.1153,,mg/L,13.1,0.0012,1,1,1,0.0011,0.0011,0.0014
PATRON,5.0144,,mg/L,1,0.0515,1,1,1,0.0511,0.0512,0.0521
BLANCO,0.0648,,mg/L,25.5,0.0007,1,1,1,0.0009,0.0005,0.0006
BLANCO REACTIVO,0,,mg/L,23.8,-0.0004,1,1,1,-0.0003,-0.0005,-0.0003
