PATRON,4.8628,,mg/L,1,0.0508,1,1,1,0.0512,0.0511,0.0502
BLANCO,0.0135,,mg/L,79.7,0.0001,1,1,1,0.0003,0,0.0001
BLANCO REACTIVO,0,,mg/L,62.4,0.0001,1,1,1,0,0.0001,0.0002
FASE 1,0.0128,,mg/L,32.3,0.0001,1,1,1,0.0001,0.0001,0.0002
PATRON,4.9077,,mg/L,1.7,0.0513,1,1,1,0.0503,0.0519,0.0517
FASE 2,0.017,,mg/L,12,0.0002,1,1,1,0.0002,0.0002,0.0002
FASE 3,0.0114,,mg/L,74.5,0.0001,1,1,1,0.0001,0.0001,0.0002
PATRON,4.8756,,mg/L,0.5,0.0509,1,1,1,0.0506,0.0511,0.0511
BLANCO,-0.012,,mg/L,78.4,-0.0001,1,1,1,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0,1,1,1,0,-0.0001,0.0001
VSP NORTE,0.0137,,mg/L,99.2,0.0001,1,1,1,0.0003,0.0002,0
CELDA 8.1,0.0155,,mg/L,>100,0.0002,1,1,1,0,0.0004,0.0001
CELDA 8.2,0.0196,,mg/L,12.4,0.0002,1,1,1,0.0002,0.0002,0.0002
CELDA 8.3,0.2792,,mg/L,3.3,0.0029,1,1,1,0.003,0.0028,0.003
PATRON,4.8561,,mg/L,0.6,0.0507,1,1,1,0.0511,0.0506,0.0506
BLANCO,-0.0206,,mg/L,51.5,-0.0002,1,1,1,-0.0003,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,22.9,-0.0003,1,1,1,-0.0002,-0.0004,-0.0004
