PATRON,0.1882,,mg/L,3.6,0.0101,0.0001,1,1,1,0.0104,0.0102,0.0097
BLANCO,0.0071,,mg/L,55.5,-0.0008,0.0014,1,1,1,-0.0007,-0.0004,-0.0013
BLANCO REACTIVO,0,,mg/L,17.7,-0.0022,0.0027,1,1,1,-0.002,-0.0019,-0.0026
CELDA 8,0.0275,,mg/L,50.3,0.0004,0.0095,1,1,1,0.0005,0.0002,0.0006
CANAL,0.0217,,mg/L,>100,0.0001,0.0086,1,1,1,0.0005,0.0004,-0.0007
FASE 1,0.03,,mg/L,74,0.0006,0.0084,1,1,1,0.0001,0.001,0.0007
FASE 2,0.034,,mg/L,35.3,0.0008,0.0091,1,1,1,0.0011,0.0009,0.0005
FASE 3,0.0527,,mg/L,17.5,0.002,0.0095,1,1,1,0.002,0.0023,0.0016
VSP NORTE,0.0347,,mg/L,12.9,0.0009,0.0098,1,1,1,0.0009,0.0007,0.001
CELDA 8.1,0.0147,,mg/L,>100,-0.0003,0.0086,1,1,1,-0.0002,-0.0009,0.0001
CELDA 8.2,0.0137,,mg/L,75.2,-0.0004,0.0085,1,1,1,-0.0007,-0.0003,-0.0002
CELDA 8.3,0.0111,,mg/L,41.9,-0.0005,0.01,1,1,1,-0.0003,-0.0006,-0.0007
S. RICA,0.0162,,mg/L,>100,-0.0002,0.0089,1,1,1,-0.0005,0.0001,-0.0002
PATRON,0.197,,mg/L,6,0.0106,0.0034,1,1,1,0.0099,0.0111,0.0108
BLANCO,0.0032,,mg/L,85.3,-0.001,0.0032,1,1,1,-0.0018,-0.0012,-0.0001
BLANCO REACTIVO,0,,mg/L,63.8,-0.0011,0.0007,1,1,1,-0.0005,-0.0008,-0.0018
TRITURADORA,-0.005,,mg/L,35.8,-0.0015,0.0078,1,1,1,-0.002,-0.0015,-0.001
VICTORIA,0.0051,,mg/L,83.6,-0.0009,0.0066,1,1,1,-0.0017,-0.0007,-0.0003
CELDA 1,-0.0048,,mg/L,9.5,-0.0015,0.008,1,1,1,-0.0017,-0.0014,-0.0014
CELDA 2,0.0021,,mg/L,52.4,-0.0011,0.01,1,1,1,-0.0007,-0.0017,-0.0008
CELDA 3,0.006,,mg/L,75.8,-0.0008,0.0095,1,1,1,-0.001,-0.0002,-0.0014
PATRON,0.2051,,mg/L,3.2,0.0111,0.0015,1,1,1,0.0114,0.0112,0.0107
BLANCO,-0.0052,,mg/L,25.6,-0.0015,0.0035,1,1,1,-0.0019,-0.0012,-0.0015
BLANCO REACTIVO,0,,mg/L,41.3,-0.0012,0.0001,1,1,1,-0.0007,-0.0011,-0.0017
CELDA 4A,0.0072,,mg/L,80.7,-0.0008,0.009,1,1,1,-0.0004,-0.0015,-0.0005
CELDA 4B,-0.0068,,mg/L,24.2,-0.0016,0.0099,1,1,1,-0.0014,-0.0014,-0.0021
CELDA 5A,0.0016,,mg/L,35.8,-0.0011,0.0102,1,1,1,-0.0012,-0.0015,-0.0007
CELDA 5B,0.001,,mg/L,25.6,-0.0011,0.0085,1,1,1,-0.0008,-0.0012,-0.0014
PATRON,0.2013,,mg/L,2.1,0.0109,0.0012,1,1,1,0.0107,0.0111,0.0108
BLANCO,0.0067,,mg/L,88.2,-0.0008,0.0022,1,1,1,-0.0015,-0.0008,-0.0001
BLANCO REACTIVO,0,,mg/L,51.6,-0.0017,0.0012,1,1,1,-0.0026,-0.0016,-0.0008
