Analista,JS,,,,,,,,,,,,
Fecha de inicio,15/09/2024 05:02 a. m.  GMT: 15/09/2024 11:02 a. m.,,,,,,,,,,,,
Hoja de trabajo,SA005521_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5031,,mg/L,3.9,0.0155,0.0005,,,,0.0151,0.0162,0.0152
,BLANCO,0.005,,mg/L,92,0.0002,0.0003,,,,0,0.0001,0.0003
,BLANCO REACTIVO,0,,mg/L,74.1,0.0004,-0.0006,,,,0.0007,0.0002,0.0002
,SA005521-001,0.9344,,mg/L,2,0.0818,0.0006,20.02,,,0.0804,0.0836,0.0814
,SA005521-002,0.2784,,mg/L,3.1,0.0245,0.0002,20.02,,,0.0239,0.0253,0.0243
,SA005521-003,-0.002,,mg/L,>100,-0.0002,0,2,,,-0.0001,-0.0004,0
,SA005521-004,0.9192,,mg/L,2.9,0.0804,-0.0005,20,,,0.0814,0.0777,0.0821
,SA005521-005,0.3883,,mg/L,1.4,0.0341,-0.0002,20,,,0.0344,0.0335,0.0344
,PATRON,0.5145,,mg/L,2.7,0.0158,-0.0001,,,,0.0162,0.0154,0.0159
,SA005521-006,0.2526,,mg/L,2.2,0.0222,0.0001,19.98,,,0.0224,0.0217,0.0225
,SA005521-007,0.3821,,mg/L,2.4,0.0337,-0.0003,20.09,,,0.0345,0.0337,0.0329
,SA005521-008,0.3306,,mg/L,4.4,0.0292,0.0005,20.09,,,0.0277,0.0297,0.0302
,SA005521-009,0.341,,mg/L,2.5,0.03,0.0003,19.99,,,0.0296,0.0308,0.0294
,SA005521-010,0.1989,,mg/L,2.5,0.0175,0.0004,19.97,,,0.0176,0.0178,0.017
,PATRON,0.5123,,mg/L,2.8,0.0158,0.0009,,,,0.0155,0.0155,0.0163
,BLANCO,-0.001,,mg/L,>100,0,0.0008,,,,-0.0004,-0.0003,0.0006
,BLANCO REACTIVO,0,,mg/L,24.6,0.0005,0.0008,,,,0.0004,0.0006,0.0004
,SA005521-012,0.2554,,mg/L,1.4,0.0225,0.0002,20.01,,,0.0222,0.0225,0.0228
,SA005521-013,0.2062,,mg/L,4.7,0.0182,0.0004,20.09,,,0.0173,0.0188,0.0186
,SA005521-014,0.3197,,mg/L,1.7,0.0281,0.0007,20.02,,,0.0287,0.0278,0.0279
,SA005521-015,0.1523,,mg/L,0.7,0.0134,-0.0003,20.02,,,0.0134,0.0134,0.0135
,PATRON,0.5142,,mg/L,1.2,0.0158,0.0001,,,,0.016,0.0157,0.0158
,SA005521-016,0.1419,,mg/L,4.5,0.0125,0.0004,20.05,,,0.0124,0.0121,0.0132
,SA005521-017,0.4545,,mg/L,0.5,0.04,0.0003,20.07,,,0.0403,0.0398,0.04
,SA005521-018,0.2085,,mg/L,0.9,0.0184,0.0003,20.01,,,0.0185,0.0183,0.0182
,SA005521-019,0.1969,,mg/L,1.9,0.0174,0.0005,20.08,,,0.0172,0.0178,0.0172
,SA005521-020,1.8887,,mg/L,0.8,0.1637,0.0004,19.98,,,0.1647,0.1642,0.1621
,PATRON,0.5092,,mg/L,1.4,0.0157,0.0007,,,,0.0158,0.0154,0.0158
,BLANCO,0.0015,,mg/L,>100,0,0.0003,,,,0.0001,-0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,47.1,0.0004,0.0007,,,,0.0006,0.0003,0.0003
,SA005521-021,0.4606,,mg/L,1.1,0.0404,0.0003,20,,,0.0407,0.0407,0.0399
,SA005521-022,0.4262,,mg/L,1.5,0.0374,0.0006,19.98,,,0.0369,0.0372,0.038
,SA005521-023,0.33,,mg/L,1.1,0.0291,0.0001,20,,,0.0289,0.0289,0.0295
,SA005521-024,0.4814,,mg/L,1.8,0.0424,0.0002,20,,,0.0432,0.042,0.0419
,SA005521-025,0.2528,,mg/L,1.5,0.0223,0.0003,20.04,,,0.0227,0.0222,0.022
,PATRON,0.4995,,mg/L,4.4,0.0154,0.0005,,,,0.0147,0.016,0.0155
,SA005521-026,0.9122,,mg/L,3.5,0.0796,-0.0001,19.95,,,0.0769,0.0794,0.0825
,SA005521-027,0.0937,,mg/L,4,0.0083,-0.0003,19.99,,,0.0086,0.0081,0.008
,SA005521-028,0.1341,,mg/L,4.6,0.0118,-0.0002,20,,,0.0121,0.0122,0.0112
,SA005521-029,0.1684,,mg/L,4.8,0.0148,-0.0001,19.99,,,0.0153,0.0151,0.014
,SA005521-030,0.126,,mg/L,5.2,0.0111,-0.0001,20.07,,,0.0106,0.011,0.0118
,PATRON,0.4923,,mg/L,1.5,0.0152,-0.0004,,,,0.0154,0.0149,0.0152
,BLANCO,-0.0016,,mg/L,>100,0,-0.0004,,,,-0.0001,-0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,77.9,0.0004,0.0001,,,,0.0007,0.0004,0.0001
,SA005521-031,0.0029,,mg/L,>100,0.0003,-0.0001,20.08,,,-0.0001,0.0001,0.0007
,SA005521-032,0.6136,,mg/L,3,0.0538,0,20,,,0.052,0.0547,0.0548
,PATRON,0.519,,mg/L,3.5,0.016,0.0009,,,,0.016,0.0166,0.0154
,BLANCO,0.0043,,mg/L,>100,0.0001,-0.0001,,,,0,0.0001,0.0003
,BLANCO REACTIVO,0,,mg/L,57.5,0.0005,0.0003,,,,0.0002,0.0005,0.0007
