Analista,NR,,,,,,,,
Fecha de inicio,11:03 a. m. 12/01/2026  GMT: 05:03 p. m. 12/01/2026,,,,,,,,
Hoja de trabajo,SA007636,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.51,,mg/L,1,1.8,0.0201,0.0016,
Au,BLANCO,-0.0007,,mg/L,1,>100,0,0,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,0.0003,
Au,SA007636-001,0.0824,,mg/L,1,1.7,0.0134,0.0014,30
Au,SA007636-002,0.0731,,mg/L,1,4.1,0.0118,0.0012,30
Au,SA007636-003,0.0554,,mg/L,1,1.4,0.0089,0.001,30.01
Au,SA007636-004,0.081,,mg/L,1,2.3,0.0131,0.0015,30
Au,SA007636-005,0.0391,,mg/L,1,2.9,0.0063,0.0014,30.02
Au,PATRON,0.4837,,mg/L,1,2.2,0.0183,0.0023,
Au,SA007636-006,0.0919,,mg/L,1,1.8,0.0149,0.0016,30.03
Au,SA007636-007,0.0965,,mg/L,1,2.5,0.0157,0.0012,30.01
Au,SA007636-008,0.0007,,mg/L,1,>100,0.0001,0.0012,3
Au,SA007636-009,0.1029,,mg/L,1,1.3,0.0167,0.0012,30
Au,SA007636-010,0.0845,,mg/L,1,1.3,0.0137,0.0011,30
Au,PATRON,0.5011,,mg/L,1,1.2,0.019,0.0022,
Au,BLANCO,-0.0058,,mg/L,1,52.5,-0.0002,0.001,
Au,BLANCO REACTIVO,0,,mg/L,1,68.9,-0.0002,0.0001,
Au,SA007636-011,0.0853,,mg/L,1,1.2,0.0138,0.0017,30.01
Au,SA007636-012,0.191,,mg/L,1,1,0.0314,0.0015,30.02
Au,SA007636-013,0.0973,,mg/L,1,2.2,0.0158,0.0015,30.03
Au,SA007636-014,0.2186,,mg/L,1,0.8,0.036,0.0018,30
Au,SA007636-015,0.1863,,mg/L,1,2.2,0.0306,0.0017,30
Au,PATRON,0.4866,,mg/L,1,1.4,0.0185,0.0024,
Au,SA007636-016,0.1354,,mg/L,1,0.7,0.0221,0.0013,30.01
Au,SA007636-017,0.089,,mg/L,1,1.2,0.0144,0.0015,30
Au,SA007636-018,0.0323,,mg/L,1,4.7,0.0052,0.0014,30
Au,SA007636-019,0.0292,,mg/L,1,4.2,0.0047,0.0015,30.01
Au,SA007636-020,0.0025,,mg/L,1,56.8,0.0004,0.001,30
Au,PATRON,0.5017,,mg/L,1,1.2,0.019,0.0021,
Au,BLANCO,-0.0012,,mg/L,1,>100,0,0.0006,
Au,BLANCO REACTIVO,0,,mg/L,1,75.5,-0.0001,0.0005,
Au,SA007636-021,0.0882,,mg/L,1,1.8,0.0143,0.0013,30.01
Au,SA007636-022,0.0747,,mg/L,1,2.1,0.0121,0.0004,30
Au,SA007636-023,0.0596,,mg/L,1,3.1,0.0096,0.0017,30
Au,SA007636-024,0.0834,,mg/L,1,2.1,0.0135,0.0011,30
Au,SA007636-025,0.1174,,mg/L,1,2.2,0.0191,0.0011,30.01
Au,PATRON,0.4908,,mg/L,1,0.6,0.0186,0.0025,
Au,SA007636-026,0.0526,,mg/L,1,4.7,0.0085,0.0011,30
Au,SA007636-027,0.1126,,mg/L,1,3.4,0.0183,0.0012,30
Au,SA007636-028,0.0793,,mg/L,1,0.7,0.0129,0.0012,30.01
Au,SA007636-029,0.0915,,mg/L,1,1.5,0.0148,0.0011,30.01
Au,SA007636-030,1.0895,,mg/L,1,1.1,0.1897,0.0008,30
Au,PATRON,0.5082,,mg/L,1,1.6,0.0193,0.002,
Au,BLANCO,0.0072,,mg/L,1,42.1,0.0003,0.0001,
Au,BLANCO REACTIVO,0,,mg/L,1,86.3,-0.0003,-0.0001,
Au,SA007636-031,0.1046,,mg/L,1,0.5,0.017,0.0014,30.02
Au,SA007636-032,0.0552,,mg/L,1,7.3,0.0089,0.001,30
Au,PATRON,0.5128,,mg/L,1,0.5,0.0195,0.0027,
Au,BLANCO,-0.0026,,mg/L,1,>100,-0.0001,0.0002,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,-0.0004,
