PATRON,0.0501,,mg/L,7.5,0.0002,0.0025,-0.0011,0.0022,0.0026,0.0025
BLANCO,0.0069,,mg/L,28.2,0.0001,0.0003,-0.0001,0.0003,0.0002,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0001,0,0,0.0003,-0.0001
H KCA PO,0.0548,,mg/L,25.1,0.0007,0.0027,0.0017,0.0032,0.003,0.0019
H KCA PO,0.0497,,mg/L,44.8,0.0011,0.0024,0.0014,0.0031,0.003,0.0012
H KCA PO,0.0578,,mg/L,17.9,0.0005,0.0028,0.0027,0.0034,0.0027,0.0024
PATRON,0.0514,,mg/L,7.7,0.0002,0.0025,-0.001,0.0025,0.0027,0.0023
H KCA PO,0.0531,,mg/L,9.3,0.0002,0.0026,0.0023,0.0023,0.0028,0.0027
H KCA PO,0.0591,,mg/L,9.1,0.0003,0.0029,0.0021,0.0028,0.0027,0.0032
PATRON,0.0512,,mg/L,2.1,0.0001,0.0025,-0.0013,0.0025,0.0025,0.0026
BLANCO,0.0004,,mg/L,>100,0.0001,0,0.0005,-0.0001,0,0
BLANCO REACTIVO,0,,mg/L,48.6,0.0001,0.0001,-0.0001,0.0001,0.0002,0.0001
M1 PO,0.0545,,mg/L,3.4,0.0001,0.0027,0.0023,0.0028,0.0027,0.0026
M2 PO,0.0458,,mg/L,9.9,0.0002,0.0022,0.0023,0.0025,0.002,0.0022
M3 PO,0.0368,,mg/L,7.2,0.0001,0.0018,0.0022,0.0017,0.0019,0.0017
M4 PO,0.0294,,mg/L,13.1,0.0002,0.0014,0.0018,0.0015,0.0016,0.0012
PATRON,0.0528,,mg/L,13.1,0.0003,0.0026,-0.0018,0.003,0.0024,0.0023
P KCA PO,0.0211,,mg/L,26.3,0.0003,0.001,0.0019,0.0013,0.0008,0.001
PATRON,0.0534,,mg/L,5.5,0.0001,0.0026,-0.0019,0.0026,0.0028,0.0025
BLANCO,0.0061,,mg/L,30.6,0.0001,0.0003,-0.0002,0.0002,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,45.1,0.0002,0.0005,-0.0007,0.0005,0.0003,0.0007
CELDA 8,0.046,,mg/L,5,0.0001,0.0023,0.0018,0.0022,0.0024,0.0022
PATRON,0.0503,,mg/L,9.2,0.0002,0.0025,-0.0023,0.0027,0.0022,0.0025
BLANCO,0.0026,,mg/L,93.4,0.0001,0.0001,-0.0008,0,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,59.7,0.0002,0.0003,-0.0002,0.0004,0.0001,0.0005
H KCA PE,0.0344,,mg/L,29.8,0.0005,0.0017,0.0009,0.0013,0.0015,0.0022
H KCA PE,0.0324,,mg/L,61,0.001,0.0016,0.0002,0.0023,0.002,0.0005
H KCA PE,0.0318,,mg/L,11.3,0.0002,0.0015,0.0004,0.0017,0.0014,0.0015
PATRON,0.052,,mg/L,5.5,0.0001,0.0026,-0.0068,0.0027,0.0024,0.0025
H KCA PE,0.028,,mg/L,13.1,0.0002,0.0014,-0.0028,0.0015,0.0012,0.0014
H KCA PE,0.0295,,mg/L,8.1,0.0001,0.0014,-0.0031,0.0015,0.0014,0.0013
PATRON,0.0471,,mg/L,3.8,0.0001,0.0023,-0.0019,0.0022,0.0024,0.0023
BLANCO,0.0063,,mg/L,25.8,0.0001,0.0003,-0.0056,0.0002,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,58.4,0.0002,0.0004,-0.0006,0.0002,0.0006,0.0004
M1 PE,0.0207,,mg/L,20,0.0002,0.001,0.0015,0.0008,0.0012,0.0009
M2 PE,0.0188,,mg/L,34,0.0003,0.0009,0.0014,0.0006,0.001,0.0011
M3 PE,0.0166,,mg/L,21.2,0.0002,0.0008,0.0012,0.0009,0.0008,0.0006
M4 PE,0.0149,,mg/L,32,0.0002,0.0007,0.0011,0.0008,0.0008,0.0004
PATRON,0.0535,,mg/L,4.4,0.0001,0.0026,-0.0027,0.0025,0.0027,0.0027
P KCA PE,0.0153,,mg/L,39,0.0003,0.0007,0.0012,0.0004,0.001,0.0008
PATRON,0.0508,,mg/L,28.8,0.0007,0.0025,-0.0024,0.0028,0.003,0.0017
BLANCO,0.009,,mg/L,44.6,0.0002,0.0004,-0.0014,0.0004,0.0002,0.0006
BLANCO REACTIVO,0,,mg/L,99.6,0.0002,-0.0002,-0.0017,-0.0004,-0.0001,-0.0001
ELY 1,0.0193,,mg/L,28.6,0.0003,0.0009,0.0008,0.0011,0.001,0.0006
ELY 2,0.0165,,mg/L,33,0.0003,0.0008,0,0.001,0.0008,0.0005
ELY 3,0.0138,,mg/L,16.8,0.0001,0.0006,0.0005,0.0007,0.0007,0.0005
ELY 4,0.0154,,mg/L,35.6,0.0003,0.0007,0.0003,0.001,0.0005,0.0007
PATRON,0.0482,,mg/L,6.5,0.0002,0.0024,-0.0032,0.0025,0.0023,0.0023
ELY P,0.0114,,mg/L,32.2,0.0002,0.0005,0.0003,0.0006,0.0003,0.0006
PATRON,0.0513,,mg/L,3.2,0.0001,0.0025,-0.0026,0.0024,0.0025,0.0026
BLANCO,0.0066,,mg/L,41,0.0001,0.0003,-0.0022,0.0003,0.0002,0.0004
BLANCO REACTIVO,0,,mg/L,30.2,0.0003,0.001,-0.0016,0.0007,0.001,0.0012
