PATRON,0.0529,,mg/L,6.2,0.0001,0.0023,-0.0021,0.0022,0.0025,0.0023
BLANCO,-0.0069,,mg/L,17,0.0001,-0.0006,0.0005,-0.0005,-0.0007,-0.0006
BLANCO REACTIVO,0,,mg/L,37.3,0.0002,-0.0005,0.0006,-0.0005,-0.0003,-0.0007
H KCA PO,0.0545,,mg/L,17.1,0.0004,0.0024,0.0006,0.002,0.0023,0.0028
H KCA PO,0.0541,,mg/L,3.2,0.0001,0.0024,0.0007,0.0024,0.0024,0.0023
H KCA PO,0.0528,,mg/L,11.2,0.0003,0.0023,0.0007,0.0025,0.0024,0.002
PATRON,0.0535,,mg/L,4.2,0.0001,0.0023,-0.0017,0.0024,0.0022,0.0023
H KCA PO,0.0514,,mg/L,13.4,0.0003,0.0022,0.0008,0.0026,0.0021,0.002
H KCA PO,0.0534,,mg/L,5.2,0.0001,0.0023,0.0007,0.0025,0.0022,0.0023
PATRON,0.0522,,mg/L,15.1,0.0003,0.0023,-0.0021,0.0019,0.0024,0.0026
BLANCO,0.0092,,mg/L,>100,0.0004,0.0002,-0.0011,-0.0003,0.0004,0.0004
BLANCO REACTIVO,0,,mg/L,51.9,0.0001,0.0003,-0.001,0.0002,0.0005,0.0002
M1 PO,0.0639,,mg/L,17.4,0.0005,0.0028,0.0003,0.003,0.0032,0.0023
M2 PO,0.0532,,mg/L,10.8,0.0003,0.0023,0.0005,0.0021,0.0026,0.0022
M3 PO,0.0466,,mg/L,14.3,0.0003,0.002,0.0003,0.0017,0.0022,0.0021
M4 PO,0.0333,,mg/L,18.4,0.0003,0.0014,0.0003,0.0011,0.0016,0.0014
PATRON,0.0486,,mg/L,2.3,0.0001,0.0024,0,0.0024,0.0024,0.0023
P KCA PO,0.018,,mg/L,5.2,0.0001,0.001,0.0026,0.001,0.0011,0.0009
PATRON,0.0508,,mg/L,17,0.0004,0.0025,0.0001,0.0028,0.0026,0.002
BLANCO,0.007,,mg/L,24.9,0.0001,0.0005,0.0002,0.0005,0.0004,0.0006
BLANCO REACTIVO,0,,mg/L,33.2,0.0002,0.0007,-0.0003,0.0005,0.0006,0.001
CELDA 8,0.0543,,mg/L,6,0.0002,0.0026,0.0025,0.0027,0.0027,0.0024
CANAL,0.16,,mg/L,0.6,0,0.0074,0.002,0.0074,0.0073,0.0074
FASE 1,0.0701,,mg/L,7.7,0.0003,0.0033,0.0019,0.0031,0.0034,0.0036
FASE 2,0.0358,,mg/L,5.9,0.0001,0.0018,0.0026,0.0019,0.0018,0.0017
FASE 3,0.0645,,mg/L,5.2,0.0002,0.0031,0.0022,0.0032,0.0029,0.0032
VSP NORTE,0.1085,,mg/L,2.5,0.0001,0.0051,0.0024,0.0051,0.0049,0.0052
