Analista,NR,,,,,,,,
Fecha de inicio,11:09 a. m. 11/01/2026  GMT: 05:09 p. m. 11/01/2026,,,,,,,,
Hoja de trabajo,SA007624,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.4963,,mg/L,1,2.6,0.0189,0.0008,
Au,BLANCO,-0.0026,,mg/L,1,>100,-0.0001,-0.0015,
Au,BLANCO REACTIVO,0,,mg/L,1,6.2,0.0012,0.0001,
Au,SA007624-001,0.1321,,mg/L,1,1.8,0.0216,-0.001,30
Au,SA007624-002,0.099,,mg/L,1,3.7,0.0162,0,30
Au,SA007624-003,0.1695,,mg/L,1,1,0.0277,-0.0004,30.02
Au,SA007624-004,0.1921,,mg/L,1,1.3,0.0314,-0.0012,30.01
Au,SA007624-005,0.1435,,mg/L,1,0.7,0.0234,-0.0008,30
Au,PATRON,0.4856,,mg/L,1,1.3,0.0185,-0.0001,
Au,SA007624-006,0.0025,,mg/L,1,91.1,0.0004,0,30
Au,SA007624-007,0.0042,,mg/L,1,73.6,0.0007,-0.0008,30
Au,SA007624-008,0.203,,mg/L,1,1.4,0.0332,-0.001,30
Au,SA007624-009,0.1918,,mg/L,1,0.8,0.0313,-0.001,30.01
Au,SA007624-010,0.0061,,mg/L,1,13.6,0.001,-0.0006,3
Au,PATRON,0.4837,,mg/L,1,3.3,0.0184,0.0008,
Au,BLANCO,-0.0089,,mg/L,1,>100,-0.0003,-0.0018,
Au,BLANCO REACTIVO,0,,mg/L,1,24.7,0.0005,-0.0002,
Au,SA007624-011,0.0072,,mg/L,1,3.3,0.0012,-0.0005,30.01
Au,SA007624-012,0.1656,,mg/L,1,2.3,0.0271,0.0002,30
Au,SA007624-013,0.4422,,mg/L,1,1.2,0.0724,-0.0002,30.01
Au,PATRON,0.5099,,mg/L,1,2.4,0.0194,0.0003,
Au,BLANCO,0.0073,,mg/L,1,77.2,0.0003,-0.0004,
Au,BLANCO REACTIVO,0,,mg/L,1,36.4,0.0008,-0.0002,
