Analista,NR,,,,,,,,
Fecha de inicio,03:35 a. m. 20/01/2026  GMT: 09:35 a. m. 20/01/2026,,,,,,,,
Hoja de trabajo,SA007752,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.5128,,mg/L,1,0.9,0.0182,-0.0015,
,BLANCO,-0.008,,mg/L,1,84.9,-0.0003,0.0001,
,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,0,
,SA007752-001,0.0962,,mg/L,1,1.1,0.0146,-0.001,30.01
,SA007752-002,0.0815,,mg/L,1,2,0.0123,-0.0011,30
,SA007752-003,0.0752,,mg/L,1,3.2,0.0113,-0.0012,30
,SA007752-004,0.0851,,mg/L,1,1.4,0.0129,-0.0011,30
,SA007752-005,0.1596,,mg/L,1,0.3,0.0245,-0.0012,30
,PATRON,0.4824,,mg/L,1,3.4,0.0171,-0.0003,
,SA007752-006,0.1908,,mg/L,1,0.6,0.0294,-0.0005,30
,SA007752-007,0.1859,,mg/L,1,1.6,0.0286,-0.001,30
,SA007752-008,0.1207,,mg/L,1,1.1,0.0184,-0.0012,30.01
,SA007752-009,0.1083,,mg/L,1,0.9,0.0164,-0.0016,30
,SA007752-010,0.1879,,mg/L,1,0.5,0.0289,-0.001,30.01
,PATRON,0.4878,,mg/L,1,2.4,0.0173,-0.0007,
,BLANCO,0.0002,,mg/L,1,>100,0,-0.0004,
,BLANCO REACTIVO,0,,mg/L,1,68.9,-0.0004,-0.0003,
,SA007752-011,0.0879,,mg/L,1,2.2,0.0133,-0.0016,30.01
,SA007752-012,0.0864,,mg/L,1,3.6,0.0131,-0.001,30
,SA007752-013,0.0018,,mg/L,1,53.7,0.0003,-0.0014,30
,SA007752-014,0.0799,,mg/L,1,3.1,0.0121,-0.0009,30
,SA007752-015,0.0899,,mg/L,1,1.1,0.0136,-0.0016,30
,PATRON,0.485,,mg/L,1,2.1,0.0172,0,
,SA007752-016,0.0826,,mg/L,1,5.7,0.0125,-0.0004,30.01
,SA007752-017,0.1932,,mg/L,1,2.4,0.0298,-0.0002,30.01
,SA007752-018,0.2011,,mg/L,1,1.5,0.031,-0.001,30.01
,SA007752-019,0.1943,,mg/L,1,1.9,0.0299,-0.0012,30
,SA007752-020,0.1415,,mg/L,1,2.1,0.0216,-0.0013,30
,PATRON,0.4845,,mg/L,1,2.7,0.0172,-0.0009,
,BLANCO,0.001,,mg/L,1,>100,0,-0.0002,
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0005,-0.0008,
,SA007752-021,0.0061,,mg/L,1,71,0.0009,-0.0012,3
,SA007752-022,0.4859,,mg/L,1,2.3,0.0784,-0.0016,30
,SA007752-023,0.281,,mg/L,1,0.1,0.044,-0.0013,30
,SA007752-024,0.0065,,mg/L,1,56,0.001,-0.0011,3
,SA007752-025,0.4239,,mg/L,1,2,0.0678,-0.0012,30
,PATRON,0.4852,,mg/L,1,1.9,0.0172,-0.0004,
,SA007752-026,0.2038,,mg/L,1,1.6,0.0315,-0.0015,30
,SA007752-027,0.1565,,mg/L,1,2,0.0229,-0.0005,30
,SA007752-028,0.1502,,mg/L,1,3,0.0219,-0.0004,30
,SA007752-029,0.1219,,mg/L,1,3.2,0.0177,-0.0008,30
,SA007752-030,0.0804,,mg/L,1,1.7,0.0116,-0.0004,30
,PATRON,0.4801,,mg/L,1,2,0.0163,-0.0011,
,BLANCO,-0.0062,,mg/L,1,>100,-0.0002,-0.0005,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,0,
,SA007752-031,0.1123,,mg/L,1,3,0.0163,-0.0014,30
,SA007752-032,0.6624,,mg/L,1,15.7,0.104,-0.0013,30
,PATRON,0.4951,,mg/L,1,1.7,0.0168,-0.001,
,BLANCO,0.0083,,mg/L,1,>100,0.0003,0.0001,
,BLANCO REACTIVO,0,,mg/L,1,85.7,-0.0003,-0.0004,
