Analista,MVG,,,,,,,,,
Fecha de inicio,09:12 a. m. 17/01/2026  GMT: 03:12 p. m. 17/01/2026,,,,,,,,,
Hoja de trabajo,SA007708,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.4988,,mg/L,1,1.1,0.0164,-0.0004,1,1
,BLANCO,-0.0002,,mg/L,1,>100,0,-0.0027,1,1
,BLANCO REACTIVO,0,,mg/L,1,72.6,0.0003,-0.0017,1,1
,SA007708-001,0.1829,,mg/L,1,1.1,0.0258,-0.0021,30.019,7
,SA007708-002,0.2004,,mg/L,1,1.3,0.0283,-0.0025,30.018,7
,SA007708-003,0.1827,,mg/L,1,0.9,0.0258,-0.0023,30.036,7
,SA007708-004,0.2482,,mg/L,1,1.2,0.0351,-0.0029,30.022,7
,SA007708-005,0.2955,,mg/L,1,1.5,0.0419,-0.0029,30.011,7
,PATRON,0.4982,,mg/L,1,1.2,0.0164,-0.0014,1,1
,SA007708-006,0.1989,,mg/L,1,0.1,0.0281,-0.0026,30.003,7
,SA007708-007,0.1408,,mg/L,1,0.5,0.0199,-0.0026,30.02,7
,SA007708-008,0.6006,,mg/L,1,0.7,0.0859,-0.0026,30.012,7
,SA007708-009,0.678,,mg/L,1,1,0.097,-0.0014,30.008,7
,SA007708-010,0.0016,,mg/L,1,55.5,0.0002,-0.0011,30.009,7
,PATRON,0.5049,,mg/L,1,1.4,0.0166,0.0023,1,1
,BLANCO,0.0016,,mg/L,1,>100,0.0001,0.0014,1,1
,BLANCO REACTIVO,0,,mg/L,1,48.9,0.0004,0,1,1
,SA007708-011,0.1229,,mg/L,1,1.4,0.0173,-0.0009,30.015,7
,SA007708-012,0.1821,,mg/L,1,0.9,0.0257,-0.0007,30.043,7
,SA007708-013,0.1128,,mg/L,1,1.1,0.0159,-0.0007,30.003,7
,SA007708-014,0.1144,,mg/L,1,1.6,0.0161,-0.0003,30.031,7
,SA007708-015,0.2767,,mg/L,1,2.1,0.0392,-0.0009,30.031,7
,PATRON,0.5026,,mg/L,1,2,0.0165,0.0001,1,1
,SA007708-016,0.2733,,mg/L,1,0.5,0.0383,-0.0017,30.002,7
,SA007708-017,0.2731,,mg/L,1,2,0.0383,-0.0017,30.016,7
,SA007708-018,0.0067,,mg/L,1,43.1,0.0009,-0.0004,30,7
,SA007708-019,0.2255,,mg/L,1,2.5,0.0319,-0.0009,30.029,7
,SA007708-020,0.0685,,mg/L,1,2.5,0.0096,-0.0009,30.013,7
,PATRON,0.4823,,mg/L,1,2.7,0.0158,0.0002,1,1
,BLANCO,0.0014,,mg/L,1,>100,0,0.0021,1,1
,BLANCO REACTIVO,0,,mg/L,1,8.2,-0.0004,0.0009,1,1
,SA007708-021,0.2004,,mg/L,1,1,0.0283,0.0005,30.03,7
,SA007708-022,0.462,,mg/L,1,5.6,0.0662,-0.0018,30.013,7
,PATRON,0.5078,,mg/L,1,2.4,0.0167,0.001,1,1
,BLANCO,-0.0015,,mg/L,1,>100,-0.0001,0.002,1,1
,BLANCO REACTIVO,0,,mg/L,1,17.8,-0.0004,0.001,1,1
