PATRON,4.9295,,mg/L,0.1,0.0531,0.053,0.0531,0.053
BLANCO,0.0041,,mg/L,98.5,0,0,0.0001,0
BLANCO REACTIVO,0,,mg/L,9.3,0.0006,0.0006,0.0006,0.0007
FASE 1,0.0292,,mg/L,26.6,0.0003,0.0002,0.0004,0.0004
FASE 2,0.0488,,mg/L,15.3,0.0005,0.0005,0.0006,0.0005
FASE 3,0.0459,,mg/L,9.7,0.0005,0.0005,0.0006,0.0005
VSP NORTE,0.0549,,mg/L,4.7,0.0006,0.0006,0.0006,0.0006
CELDA 8.1,0.0564,,mg/L,7.5,0.0006,0.0007,0.0006,0.0006
CELDA 8.2,0.0524,,mg/L,3.7,0.0006,0.0006,0.0006,0.0006
CELDA 8.3,4.2699,,mg/L,0.2,0.0461,0.0462,0.046,0.0461
PATRON,4.9565,,mg/L,0.8,0.0533,0.0533,0.053,0.0538
BLANCO,0.0008,,mg/L,>100,0,0,0,0
BLANCO REACTIVO,0,,mg/L,4.7,0.0012,0.0012,0.0011,0.0011
