PATRON,5.0265,,mg/L,1,0.0503,0.0501,0.0509,0.05
BLANCO,-0.0082,,mg/L,36.4,-0.0001,0,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,23.5,0.0003,0.0003,0.0002,0.0003
CANAL,0.0018,,mg/L,>100,0,0,0,0.0001
FASE 1,0.0063,,mg/L,>100,0.0001,0,0.0001,0.0001
FASE 2,0.0109,,mg/L,80,0.0001,0,0.0001,0.0002
FASE 3,0.0208,,mg/L,16.4,0.0002,0.0002,0.0002,0.0002
VSP NORTE,0.001,,mg/L,39,-0.0002,-0.0002,-0.0001,-0.0003
CELDA 8.1,0.001,,mg/L,20.1,-0.0004,-0.0004,-0.0003,-0.0004
CELDA 8.2,0.001,,mg/L,88.1,-0.0003,-0.0004,0,-0.0004
CELDA 8.3,0.001,,mg/L,>100,0,0.0002,-0.0001,-0.0002
PATRON,4.9408,,mg/L,0.3,0.0495,0.0497,0.0494,0.0494
BLANCO,0.0077,,mg/L,>100,0.0001,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,92.2,-0.0003,0,-0.0002,-0.0005
