PATRON,5.0346,,mg/L,0.4,0.0996,0.0999,0.0991,0.0998
BLANCO,0.0044,,mg/L,70,0.0001,0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0001,0.0002,0
H,1.1953,,mg/L,0.6,0.0239,0.0237,0.024,0.024
C1,1.2178,,mg/L,1.2,0.0243,0.0243,0.0241,0.0247
C2,1.2133,,mg/L,0.9,0.0243,0.0241,0.0241,0.0245
PATRON,5.0374,,mg/L,0.7,0.0997,0.099,0.1005,0.0996
BLANCO,-0.0113,,mg/L,42.5,-0.0002,-0.0002,-0.0003,-0.0001
BLANCO REACTIVO,0,,mg/L,93.6,-0.0002,-0.0003,-0.0001,0
C3,1.1943,,mg/L,0.5,0.0239,0.0239,0.0238,0.024
C4,1.2179,,mg/L,0.3,0.0244,0.0243,0.0243,0.0244
T,1.2025,,mg/L,1.3,0.024,0.0238,0.0244,0.0239
PATRON,5.0131,,mg/L,0.3,0.0992,0.099,0.099,0.0996
BLANCO,-0.0031,,mg/L,>100,-0.0001,-0.0001,-0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,9.3,-0.0003,-0.0003,-0.0003,-0.0003
DP1,0.1473,,mg/L,8,0.003,0.0031,0.0027,0.0031
DP2,0.1697,,mg/L,4.1,0.0034,0.0033,0.0036,0.0033
DP3,0.1302,,mg/L,9.3,0.0026,0.0027,0.0023,0.0028
PATRON,5.0071,,mg/L,0.5,0.0991,0.0997,0.0988,0.0987
BLANCO,-0.0058,,mg/L,38.5,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,13.6,-0.0003,-0.0003,-0.0003,-0.0004
DP4,0.351,,mg/L,0.6,0.007,0.007,0.007,0.0071
DP5,0.2023,,mg/L,4,0.0041,0.004,0.004,0.0042
DP6,7.7892,,mg/L,0.6,0.1527,0.1522,0.1522,0.1538
PATRON,5.0773,,mg/L,0.6,0.1004,0.1,0.1011,0.1003
BLANCO,0.0046,,mg/L,>100,0.0001,0.0002,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,16.5,-0.0006,-0.0007,-0.0006,-0.0005
ELY1,1.2128,,mg/L,0.1,0.0242,0.0242,0.0243,0.0242
ELY2,1.179,,mg/L,0.5,0.0236,0.0235,0.0235,0.0237
ELY3,1.1543,,mg/L,1,0.0231,0.0229,0.0231,0.0233
PATRON,4.9994,,mg/L,0.8,0.0989,0.0996,0.098,0.0992
BLANCO,-0.0025,,mg/L,>100,-0.0001,-0.0002,0,0.0001
BLANCO REACTIVO,0,,mg/L,15.4,-0.0008,-0.0008,-0.0008,-0.0006
ELY4,1.1489,,mg/L,0.3,0.023,0.0229,0.023,0.023
ELY5,1.1345,,mg/L,1,0.0227,0.0226,0.0225,0.0229
PATRON,5.0519,,mg/L,0.4,0.0999,0.0996,0.1003,0.1
BLANCO,-0.0095,,mg/L,74.8,-0.0002,0,-0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,14.2,-0.0007,-0.0007,-0.0006,-0.0008
