PATRON,0.0542,,mg/L,1.3,0,0.0026,0.0011,1,1,1,0.0026,0.0026,0.0026
BLANCO,0.0065,,mg/L,58.2,0.0002,0.0003,-0.0004,1,1,1,0.0004,0.0004,0.0001
BLANCO REACTIVO,0,,mg/L,99.6,0.0004,0.0004,-0.0005,1,1,1,0.0001,0.0008,0.0002
H KCA PO,0.051,,mg/L,7.6,0.0002,0.0026,0.0056,1,1,1,0.0025,0.0025,0.0029
H KCA PO,0.0492,,mg/L,16.3,0.0004,0.0022,0.0065,1,1,1,0.0025,0.0018,0.0022
H KCA PO,0.0528,,mg/L,4.3,0.0001,0.0025,0.0023,1,1,1,0.0024,0.0025,0.0027
PATRON,0.0481,,mg/L,4,0.0001,0.0022,0.0004,1,1,1,0.0022,0.0021,0.0023
H KCA PO,0.0493,,mg/L,25.3,0.0006,0.0022,0.006,1,1,1,0.0028,0.0023,0.0016
H KCA PO,0.0531,,mg/L,4.4,0.0001,0.0023,0.0025,1,1,1,0.0023,0.0022,0.0024
PATRON,0.0467,,mg/L,2.9,0.0001,0.0022,-0.0003,1,1,1,0.0022,0.0023,0.0022
BLANCO,-0.001,,mg/L,>100,0.0001,-0.0001,-0.0016,1,1,1,-0.0002,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,18.8,0.0002,0.0009,-0.0015,1,1,1,0.0008,0.001,0.0011
M1 PO,0.0422,,mg/L,8.2,0.0002,0.002,0.0018,1,1,1,0.0022,0.0019,0.002
M2 PO,0.0196,,mg/L,25.3,0.0002,0.0009,0.0021,1,1,1,0.0011,0.001,0.0007
M3 PO,0.0191,,mg/L,44,0.0004,0.0009,0.002,1,1,1,0.0012,0.0004,0.001
M4 PO,0.0094,,mg/L,58.3,0.0002,0.0004,0.002,1,1,1,0.0006,0.0006,0.0001
PATRON,0.0494,,mg/L,9.1,0.0002,0.0024,0.0013,1,1,1,0.0021,0.0025,0.0025
P KCA PO,0.0135,,mg/L,22.3,0.0001,0.0006,0.0042,1,1,1,0.0005,0.0006,0.0007
PATRON,0.0465,,mg/L,8.1,0.0002,0.0022,0.001,1,1,1,0.002,0.0024,0.0023
BLANCO,-0.0005,,mg/L,>100,0.0001,-0.0001,-0.0002,1,1,1,-0.0002,0,0
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0001,-0.0004,1,1,1,0,-0.0002,-0.0002
CELDA 8,0.031,,mg/L,16.1,0.0002,0.0015,0.0045,1,1,1,0.0017,0.0015,0.0012
CANAL,0.063,,mg/L,2.2,0.0001,0.0031,0.0042,1,1,1,0.003,0.003,0.0031
FASE 1,0.0337,,mg/L,11,0.0002,0.0016,0.0044,1,1,1,0.0014,0.0018,0.0016
FASE 2,0.0368,,mg/L,9.4,0.0002,0.0018,0.004,1,1,1,0.0016,0.0018,0.0019
FASE 3,0.0325,,mg/L,10.3,0.0002,0.0015,0.0039,1,1,1,0.0017,0.0014,0.0015
VSP NORTE,0.0221,,mg/L,17.5,0.0002,0.001,0.0051,1,1,1,0.0012,0.001,0.0009
CELDA 8.1,0.0341,,mg/L,17.5,0.0003,0.0016,0.0045,1,1,1,0.0018,0.0017,0.0013
CELDA 8.2,0.0288,,mg/L,16.3,0.0002,0.0014,0.0046,1,1,1,0.0013,0.0016,0.0012
CELDA 8.3,0.0257,,mg/L,20.1,0.0002,0.0012,0.0052,1,1,1,0.001,0.0012,0.0015
S. RICA,0.0314,,mg/L,23.4,0.0003,0.0015,0.0046,1,1,1,0.0017,0.0011,0.0017
PATRON,0.0495,,mg/L,0.7,0,0.0024,0,1,1,1,0.0024,0.0024,0.0024
BLANCO,0.0032,,mg/L,>100,0.0001,0.0001,-0.0014,1,1,1,0.0002,0,0.0001
BLANCO REACTIVO,0,,mg/L,52.4,0.0004,0.0009,-0.0012,1,1,1,0.0005,0.0007,0.0014
H KCA PE,0.0328,,mg/L,13.9,0.0002,0.0015,0.0058,1,1,1,0.0015,0.0017,0.0012
H KCA PE,0.0345,,mg/L,24,0.0004,0.0015,0.0061,1,1,1,0.0018,0.0011,0.0017
H KCA PE,0.0298,,mg/L,17.7,0.0002,0.0012,0.0058,1,1,1,0.001,0.0014,0.0011
PATRON,0.0536,,mg/L,11.3,0.0003,0.0024,0.0012,1,1,1,0.0024,0.0027,0.0022
H KCA PE,0.0293,,mg/L,23.7,0.0003,0.0013,0.0062,1,1,1,0.0013,0.001,0.0016
H KCA PE,0.032,,mg/L,17.8,0.0002,0.0012,0.006,1,1,1,0.0012,0.0015,0.001
PATRON,0.0463,,mg/L,21.9,0.0005,0.0022,-0.0007,1,1,1,0.0028,0.002,0.0019
BLANCO,-0.0041,,mg/L,4.3,0,-0.0003,-0.0023,1,1,1,-0.0003,-0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0005,0.0002,-0.0009,1,1,1,-0.0002,0.0008,0
M1 PE,0.0248,,mg/L,43.1,0.0005,0.0012,0.0038,1,1,1,0.0013,0.0016,0.0006
M2 PE,0.025,,mg/L,13.7,0.0002,0.0012,0.0036,1,1,1,0.0011,0.0014,0.001
M3 PE,0.0171,,mg/L,9.5,0.0001,0.0008,0.004,1,1,1,0.0008,0.0009,0.0007
M4 PE,0.0122,,mg/L,73.2,0.0004,0.0005,0.0045,1,1,1,0.0008,0.0008,0.0001
PATRON,0.0513,,mg/L,15.7,0.0004,0.0028,0.0008,1,1,1,0.0029,0.0032,0.0023
P KCA PE,0.088,,mg/L,42.5,0.0003,0.0007,0.0043,1,1,1,0.0009,0.0008,0.0004
PATRON,0.0501,,mg/L,9.5,0.0003,0.0027,0.0002,1,1,1,0.0028,0.003,0.0025
BLANCO,-0.0018,,mg/L,>100,0.0002,0.0002,-0.0009,1,1,1,0,0.0004,0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0001,-0.0005,1,1,1,-0.0001,0.0004,0.0001
ELY 1,0.0248,,mg/L,34.2,0.0005,0.0015,0.0032,1,1,1,0.0014,0.0011,0.002
ELY 2,0.0234,,mg/L,25.7,0.0004,0.0014,0.0038,1,1,1,0.0015,0.0017,0.001
ELY 3,0.0294,,mg/L,1.6,0,0.0017,0.0034,1,1,1,0.0017,0.0017,0.0017
ELY 4,0.0264,,mg/L,24.9,0.0004,0.0016,0.0036,1,1,1,0.0014,0.002,0.0013
PATRON,0.0479,,mg/L,4.9,0.0001,0.0026,0.0007,1,1,1,0.0027,0.0025,0.0027
ELY P,0.0155,,mg/L,44.5,0.0003,0.0007,0.0048,1,1,1,0.0005,0.001,0.0005
PATRON,0.0474,,mg/L,15.2,0.0004,0.0026,0.0001,1,1,1,0.0024,0.0031,0.0024
BLANCO,0.0065,,mg/L,44.5,0.0003,0.0006,-0.0016,1,1,1,0.0003,0.0008,0.0006
BLANCO REACTIVO,0,,mg/L,18.1,0.0001,0.0006,0.0005,1,1,1,0.0005,0.0007,0.0005
NOROESTE,0.0165,,mg/L,41.3,0.0003,0.0007,0.0049,1,1,1,0.001,0.0005,0.0006
TRITURADORA,0.0244,,mg/L,55.4,0.0006,0.0011,0.0037,1,1,1,0.0013,0.0015,0.0004
VICTORIA,0.0189,,mg/L,40.6,0.0003,0.0008,0.0049,1,1,1,0.0012,0.0006,0.0007
CELDA 1,0.02,,mg/L,25.9,0.0002,0.0009,0.0056,1,1,1,0.0011,0.0007,0.0007
CELDA 2,0.0512,,mg/L,2.9,0.0001,0.0023,0.0049,1,1,1,0.0024,0.0023,0.0023
CELDA 3,0.0239,,mg/L,20.5,0.0002,0.001,0.0056,1,1,1,0.0013,0.0009,0.0009
CELDA 4A,0.0456,,mg/L,11.1,0.0002,0.0021,0.0059,1,1,1,0.0018,0.0021,0.0023
CELDA 4B,0.0292,,mg/L,16.1,0.0002,0.0013,0.007,1,1,1,0.0013,0.0015,0.0011
CELDA 5A,0.0257,,mg/L,18.1,0.0002,0.0011,0.0068,1,1,1,0.0014,0.001,0.001
CELDA 5B,0.0259,,mg/L,50.4,0.0006,0.0011,0.007,1,1,1,0.0018,0.0007,0.001
PATRON,0.0478,,mg/L,15.4,0.0003,0.0022,0.0015,1,1,1,0.0018,0.0024,0.0023
BLANCO,0.0059,,mg/L,>100,0.0005,0.0002,-0.0008,1,1,1,-0.0004,0.0006,0.0004
