Analista,JS,,,,,,,,,
Fecha de inicio,03:58 p. m. 23/12/2025  GMT: 09:58 p. m. 23/12/2025,,,,,,,,,
Hoja de trabajo,SA007358,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
Au,PATRON,0.4897,,mg/L,1,1.6,0.0181,0.0011,1,1
Au,BLANCO,-0.012,,mg/L,1,38.4,-0.0004,-0.0006,1,1
Au,BLANCO REACTIVO,0,,mg/L,1,22.6,0.0003,-0.0003,1,1
Au,SA007358-001,0.0486,,mg/L,1,2.1,0.0077,0.0003,30.049,7
Au,SA007358-002,0.218,,mg/L,1,0.8,0.0349,0.0014,30.011,7
Au,SA007358-003,0.0629,,mg/L,1,1.9,0.0099,0.0003,30.026,7
Au,SA007358-004,0.1907,,mg/L,1,1.5,0.0305,0.0003,30.006,7
Au,SA007358-005,0.2317,,mg/L,1,0.3,0.0371,0.0004,30.015,7
Au,PATRON,0.4976,,mg/L,1,0.6,0.0184,0.0013,1,1
Au,SA007358-006,0.0566,,mg/L,1,1.4,0.0089,0.0003,30.023,7
Au,SA007358-007,-0.0015,,mg/L,1,27.9,-0.0002,0.0003,30.033,7
Au,SA007358-008,0.058,,mg/L,1,2.4,0.0092,0.0002,30.007,7
Au,SA007358-009,0.0344,,mg/L,1,6,0.0054,0.0003,30.01,7
Au,SA007358-010,0.0331,,mg/L,1,4.7,0.0052,0.0016,30,7
Au,PATRON,0.4887,,mg/L,1,0.5,0.0181,0.0016,1,1
Au,BLANCO,-0.0172,,mg/L,1,57.2,-0.0006,0.0001,1,1
Au,BLANCO REACTIVO,0,,mg/L,1,25.6,-0.0008,0.0001,1,1
Au,SA007358-011,0.0335,,mg/L,1,6.8,0.0053,0.0014,30.033,7
Au,SA007358-012,0.0188,,mg/L,1,3.2,0.003,0.0014,30.03,7
Au,SA007358-013,0.2579,,mg/L,1,0.7,0.0415,0.0015,30.028,7
Au,SA007358-014,0.034,,mg/L,1,4.3,0.0054,0.0011,30.014,7
Au,SA007358-015,0.0417,,mg/L,1,1.3,0.0066,0.0012,30.008,7
Au,PATRON,0.5052,,mg/L,1,0.7,0.0187,0.0027,1,1
Au,SA007358-016,0.0078,,mg/L,1,11.3,0.0012,0.0014,30,7
Au,SA007358-017,0.0709,,mg/L,1,2.2,0.0112,0.0014,30.011,7
Au,SA007358-018,0.0566,,mg/L,1,1.5,0.0089,0.0015,30.014,7
Au,SA007358-019,0.6322,,mg/L,1,0.9,0.1039,0.0007,30.005,7
Au,SA007358-020,0.9148,,mg/L,1,0.3,0.1516,0.001,30.015,7
Au,PATRON,0.5079,,mg/L,1,3.5,0.0188,0.0023,1,1
Au,BLANCO,-0.004,,mg/L,1,>100,-0.0001,0.001,1,1
Au,BLANCO REACTIVO,0,,mg/L,1,7.6,-0.001,0.0001,1,1
Au,SA007358-021,1.126,,mg/L,1,0.7,0.1869,0.0017,30.028,7
Au,SA007358-022,0.1631,,mg/L,1,2.6,0.026,0.0014,30.013,7
Au,SA007358-023,0.0689,,mg/L,1,2.4,0.0109,0.0016,30.002,7
Au,SA007358-024,0.0673,,mg/L,1,3.6,0.0106,0.0018,30.005,7
Au,SA007358-025,0.0467,,mg/L,1,4.4,0.0074,0.0019,30.011,7
Au,PATRON,0.4989,,mg/L,1,1.9,0.0185,0.0026,1,1
Au,SA007358-026,0.0493,,mg/L,1,3,0.0078,0.0019,30.004,7
Au,SA007358-027,0.085,,mg/L,1,3.3,0.0135,0.0018,30.016,7
Au,SA007358-028,0.0883,,mg/L,1,0.9,0.014,0.002,30.01,7
Au,SA007358-029,0.2291,,mg/L,1,1.7,0.0367,0.0022,30.023,7
Au,SA007358-030,0.4771,,mg/L,1,0.6,0.0789,0.0006,30.027,7
Au,PATRON,0.5066,,mg/L,1,1.4,0.0188,0.0028,1,1
Au,BLANCO,-0.0013,,mg/L,1,>100,0,0.0015,1,1
Au,BLANCO REACTIVO,0,,mg/L,1,14.7,-0.0013,0.0004,1,1
Au,SA007358-031,0.0045,,mg/L,1,57.1,0.0007,0.0021,30.005,7
Au,SA007358-032,0.1187,,mg/L,1,0.8,0.0186,0.0025,30.007,7
Au,PATRON,0.5045,,mg/L,1,3.2,0.0185,0.0036,1,1
Au,BLANCO,-0.0027,,mg/L,1,>100,-0.0001,0.0013,1,1
Au,BLANCO REACTIVO,0,,mg/L,1,9.5,-0.0019,0.0006,1,1
