PATRON,5.0418,,mg/L,0.5,0.1006,0.1009,0.1008,0.1
BLANCO,-0.0122,,mg/L,72.5,-0.0002,-0.0004,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,-0.0002,-0.0001
H,4.4249,,mg/L,0.4,0.0884,0.0888,0.0884,0.088
C1,4.3617,,mg/L,0.9,0.0872,0.0867,0.0867,0.0881
C2,4.335,,mg/L,0.7,0.0866,0.0867,0.0872,0.086
PATRON,5.0284,,mg/L,0.6,0.1003,0.1007,0.1006,0.0996
BLANCO,-0.0021,,mg/L,>100,0,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0.0002,0.0002
C3,4.3826,,mg/L,0.3,0.0876,0.0874,0.0875,0.0878
C4,4.4291,,mg/L,1,0.0885,0.0876,0.0893,0.0886
T,4.3722,,mg/L,0.2,0.0874,0.0874,0.0872,0.0875
PATRON,4.9985,,mg/L,0.1,0.0997,0.0998,0.0998,0.0996
BLANCO,-0.0107,,mg/L,79.9,-0.0002,-0.0001,-0.0001,-0.0004
BLANCO REACTIVO,0,,mg/L,>100,-0.0002,-0.0004,-0.0003,0.0002
ELY1,4.4572,,mg/L,0.8,0.0891,0.0883,0.0893,0.0896
ELY2,4.3913,,mg/L,0.5,0.0878,0.0873,0.0878,0.0881
ELY3,4.3068,,mg/L,0.5,0.0861,0.0856,0.0865,0.0862
PATRON,4.9835,,mg/L,0.8,0.0994,0.1003,0.099,0.099
BLANCO,0.0027,,mg/L,>100,0.0001,0.0001,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,10,-0.0001,-0.0002,-0.0001,-0.0001
ELY4,4.2738,,mg/L,0.2,0.0854,0.0856,0.0853,0.0854
ELY5,4.197,,mg/L,0.5,0.0839,0.0842,0.0835,0.084
PATRON,5.0102,,mg/L,3.7,0.0999,0.102,0.1022,0.0957
BLANCO,-0.003,,mg/L,>100,-0.0001,-0.0001,0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,70.3,-0.0002,-0.0001,-0.0003,-0.0001
