PATRON,0.9943,,mg/L,0.6,0.0001,0.02,0.0201,0.0201,0.0199
BLANCO,0.0022,,mg/L,>100,0.0001,0,0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,64.2,0.0001,0.0002,0.0001,0.0001,0.0003
H,0.2123,,mg/L,1.2,0.0001,0.0043,0.0043,0.0043,0.0042
C1,0.2045,,mg/L,1,0,0.0041,0.0041,0.0042,0.0041
C2,0.2058,,mg/L,0.9,0,0.0042,0.0041,0.0042,0.0041
PATRON,1.0062,,mg/L,1.1,0.0002,0.0203,0.02,0.0204,0.0205
BLANCO,-0.0048,,mg/L,>100,0.0001,-0.0001,0,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,41.9,0.0001,0.0002,0.0002,0.0001,0.0001
C3,0.2302,,mg/L,0.9,0,0.0047,0.0046,0.0047,0.0047
C4,0.2225,,mg/L,1,0,0.0045,0.0044,0.0045,0.0045
T,0.203,,mg/L,1.6,0.0001,0.0041,0.004,0.0041,0.0041
PATRON,1.0062,,mg/L,0.5,0.0001,0.0203,0.0204,0.0203,0.0202
BLANCO,0.0095,,mg/L,16.4,0,0.0002,0.0002,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,25.7,0.0001,0.0004,0.0005,0.0003,0.0003
ELY1,0.1831,,mg/L,1,0,0.0037,0.0037,0.0037,0.0037
ELY2,0.1662,,mg/L,2,0.0001,0.0034,0.0033,0.0033,0.0034
ELY3,0.1466,,mg/L,0.9,0,0.003,0.003,0.003,0.0029
PATRON,1.0067,,mg/L,0.1,0,0.0203,0.0203,0.0203,0.0203
BLANCO,0.0027,,mg/L,>100,0.0001,0.0001,0,0.0002,0
BLANCO REACTIVO,0,,mg/L,13.9,0.0001,0.0004,0.0005,0.0004,0.0005
ELY4,0.1214,,mg/L,0.5,0,0.0025,0.0024,0.0025,0.0025
ELY5,0.1106,,mg/L,3.8,0.0001,0.0022,0.0023,0.0023,0.0021
PATRON,1.0037,,mg/L,1.9,0.0004,0.0202,0.0205,0.0205,0.0198
BLANCO,-0.0039,,mg/L,>100,0.0001,-0.0001,-0.0002,0,0
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0001,0.0001,0,0
