PATRON,5.0841,,mg/L,0.3,0.0541,1,1,1,0.0542,0.0542,0.054
BLANCO,-0.0404,,mg/L,20.9,-0.0004,1,1,1,-0.0004,-0.0005,-0.0004
BLANCO REACTIVO,0,,mg/L,3.7,-0.0032,1,1,1,-0.0032,-0.0033,-0.003
FASE 1,0.0261,,mg/L,41.9,0.0003,1,1,1,0.0004,0.0002,0.0002
FASE 2,0.011,,mg/L,28.5,0.0001,1,1,1,0.0001,0.0001,0.0001
FASE 3,-0.0026,,mg/L,>100,0,1,1,1,-0.0001,-0.0001,0.0001
VSP NORTE,-0.0298,,mg/L,35.3,-0.0003,1,1,1,-0.0002,-0.0004,-0.0003
CELDA 8.1,-0.0374,,mg/L,30.9,-0.0004,1,1,1,-0.0003,-0.0003,-0.0005
CELDA 8.2,-0.0535,,mg/L,44.7,-0.0006,1,1,1,-0.0003,-0.0007,-0.0008
CELDA 8.3,0.1237,,mg/L,4.2,0.0013,1,1,1,0.0013,0.0013,0.0014
PATRON,4.922,,mg/L,0.5,0.0524,1,1,1,0.0521,0.0526,0.0526
BLANCO,-0.0753,,mg/L,42.1,-0.0008,1,1,1,-0.0006,-0.0006,-0.0012
BLANCO REACTIVO,0,,mg/L,2,-0.0042,1,1,1,-0.0042,-0.0041,-0.0042
