PATRON,0.1924,,mg/L,8.4,0.0096,-0.0007,1,1,1,0.0089,0.0094,0.0105
BLANCO,0.0136,,mg/L,92.5,0.001,-0.0012,1,1,1,0.0013,-0.0001,0.0016
BLANCO REACTIVO,0,,mg/L,0.5,0.0109,-0.0146,1,1,1,0.0108,0.0108,0.0109
CELDA 8,0.0347,,mg/L,47.2,0.002,0.0025,1,1,1,0.0027,0.0009,0.0023
CANAL,0.0223,,mg/L,47.8,0.0014,0.0021,1,1,1,0.0007,0.0014,0.002
FASE 1,0.0346,,mg/L,19.4,0.002,0.0024,1,1,1,0.0023,0.0015,0.0021
PATRON,0.2218,,mg/L,7,0.011,-0.0018,1,1,1,0.0114,0.0102,0.0116
FASE 2,0.0438,,mg/L,29.6,0.0024,-0.0224,1,1,1,0.0019,0.0032,0.0021
FASE 3,0.0219,,mg/L,18.3,0.0014,0.003,1,1,1,0.0014,0.0011,0.0016
PATRON,0.2248,,mg/L,12.9,0.0112,-0.0022,1,1,1,0.0105,0.0103,0.0129
BLANCO,-0.0036,,mg/L,>100,0.0001,-0.0016,1,1,1,0.0002,-0.0003,0.0004
BLANCO REACTIVO,0,,mg/L,9.4,0.0113,-0.0138,1,1,1,0.0125,0.0106,0.0107
VSP NORTE,0.0419,,mg/L,18,0.0023,0.0027,1,1,1,0.0022,0.0028,0.002
CELDA 8.1,0.0379,,mg/L,20.6,0.0021,0.0018,1,1,1,0.0026,0.0017,0.0021
CELDA 8.2,0.0339,,mg/L,29.3,0.0019,0.0016,1,1,1,0.0016,0.0026,0.0016
CELDA 8.3,0.0233,,mg/L,33.3,0.0014,0.0027,1,1,1,0.0019,0.0009,0.0015
PATRON,0.2049,,mg/L,3.2,0.0102,-0.0021,1,1,1,0.01,0.0106,0.0101
S. RICA,0.0367,,mg/L,29.2,0.0021,0.0013,1,1,1,0.0026,0.0014,0.0021
PATRON,0.2112,,mg/L,0,0.0105,-0.027,1,1,1,0.0105,,
BLANCO,-0.0018,,mg/L,>100,0.0002,-0.0257,1,1,1,-0.0005,0.0006,0.0005
BLANCO REACTIVO,0,,mg/L,9,0.0111,-0.0135,1,1,1,0.01,0.0115,0.0118
TRITURADORA,0.0312,,mg/L,73.1,0.0018,-0.0227,1,1,1,0.0013,0.0008,0.0033
VICTORIA,0.0023,,mg/L,55.9,0.0004,-0.0221,1,1,1,0.0006,0.0005,0.0001
CELDA 1,0.0105,,mg/L,89.6,0.0008,-0.0225,1,1,1,0.0016,0.0002,0.0006
CELDA 2,0.0352,,mg/L,32.5,0.002,-0.0232,1,1,1,0.0025,0.0013,0.0022
CELDA 3,0.0252,,mg/L,44,0.0015,-0.0229,1,1,1,0.0022,0.0008,0.0015
CELDA 4A,0.0382,,mg/L,16.9,0.0021,-0.0231,1,1,1,0.0019,0.0026,0.002
CELDA 4B,0.0139,,mg/L,65.8,0.001,-0.0221,1,1,1,0.0014,0.0002,0.0013
CELDA 5A,0.031,,mg/L,17.5,0.0018,-0.0237,1,1,1,0.0018,0.0021,0.0015
CELDA 5B,0.0317,,mg/L,20.7,0.0018,-0.0237,1,1,1,0.0014,0.0019,0.0021
PATRON,0.2255,,mg/L,0,0.0112,-0.0278,1,1,1,0.0112,,
BLANCO,0.0016,,mg/L,37.2,0.0004,-0.0263,1,1,1,0.0002,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,2.6,0.0117,-0.015,1,1,1,0.0118,0.0119,0.0113
