PATRON,4.9216,,mg/L,1.4,0.0486,1,1,1,0.0483,0.0481,0.0494
BLANCO,0.0604,,mg/L,15.4,0.0006,1,1,1,0.0006,0.0007,0.0005
BLANCO REACTIVO,0,,mg/L,14.5,0.001,1,1,1,0.0012,0.0009,0.0009
FASE 1,0.0484,,mg/L,47.9,0.0005,1,1,1,0.0007,0.0006,0.0002
PATRON,4.8782,,mg/L,2,0.0482,1,1,1,0.0486,0.0471,0.0488
FASE 2,0.084,,mg/L,37.6,0.0008,1,1,1,0.0005,0.0011,0.001
FASE 3,0.1585,,mg/L,22.3,0.0016,1,1,1,0.0019,0.0012,0.0017
PATRON,4.9735,,mg/L,0.8,0.0491,1,1,1,0.0488,0.049,0.0496
BLANCO,0.0813,,mg/L,13.4,0.0008,1,1,1,0.0007,0.0008,0.0009
BLANCO REACTIVO,0,,mg/L,11.5,0.0026,1,1,1,0.0023,0.0026,0.0029
VSP NORTE,-0.0183,,mg/L,>100,-0.0002,1,1,1,-0.0003,-0.0005,0.0003
CELDA 8.1,0.0258,,mg/L,35.9,0.0003,1,1,1,0.0003,0.0002,0.0003
CELDA 8.2,0.0252,,mg/L,76.3,0.0003,1,1,1,0.0003,0.0004,0
CELDA 8.3,1.6617,,mg/L,2,0.0165,1,1,1,0.0167,0.0162,0.0168
PATRON,4.9565,,mg/L,0.8,0.0489,1,1,1,0.0493,0.0485,0.049
BLANCO,0.0249,,mg/L,89.9,0.0002,1,1,1,0,0.0004,0.0004
BLANCO REACTIVO,0,,mg/L,14.4,0.003,1,1,1,0.0031,0.0026,0.0034
