Analista,,,,,,,,,
Fecha de inicio,09/04/2023 10:41 a. m.  GMT: 09/04/2023 04:41 p. m.,,,,,,,,
Hoja de trabajo,SA000917_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag   (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0176,,mg/L,0.3,0.1376,0.1374,0.1381,0.1373
,BLANCO,-0.0047,,mg/L,21.3,-0.0006,-0.0006,-0.0008,-0.0006
,BLANCO REACTIVO,0,,mg/L,25.1,-0.0004,-0.0005,-0.0003,-0.0004
,SA000917-001,1.8635,,mg/L,0.8,0.0104,0.0105,0.0103,0.0103
,SA000917-002,2.0363,,mg/L,0.6,0.0113,0.0113,0.0114,0.0113
,SA000917-003,2.6591,,mg/L,0.7,0.0148,0.0147,0.0149,0.0148
,SA000917-004,1.9734,,mg/L,0.4,0.011,0.011,0.0109,0.011
,SA000917-005,4.4551,,mg/L,1,0.0248,0.0246,0.0251,0.0247
,PATRON,1.0151,,mg/L,0.2,0.1395,0.1394,0.1398,0.1392
,SA000917-006,3.7643,,mg/L,1.2,0.021,0.0212,0.0207,0.021
,SA000917-007,4.9421,,mg/L,0.9,0.0275,0.0277,0.0272,0.0275
,SA000917-008,4.1118,,mg/L,0.4,0.0229,0.0228,0.0228,0.0229
,SA000917-009,3.601,,mg/L,0.5,0.02,0.02,0.0199,0.0201
,SA000917-010,2.9214,,mg/L,0.9,0.0162,0.0161,0.0162,0.0164
,PATRON,1.0115,,mg/L,0.4,0.139,0.1384,0.1391,0.1394
,BLANCO,0.0001,,mg/L,>100,0,0,0,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0,0,0,0
,SA000917-011,4.4699,,mg/L,0.5,0.0248,0.0247,0.025,0.0248
,SA000917-012,6.3941,,mg/L,0.3,0.0355,0.0356,0.0355,0.0354
,SA000917-013,9.1706,,mg/L,0.1,0.051,0.0509,0.051,0.0509
,SA000917-014,12.9584,,mg/L,0.3,0.072,0.0717,0.072,0.0722
,SA000917-015,4.3844,,mg/L,0.3,0.0244,0.0244,0.0243,0.0245
,PATRON,1.0136,,mg/L,0.3,0.1393,0.1395,0.1394,0.1389
,SA000917-016,5.9086,,mg/L,0.3,0.0328,0.0329,0.0328,0.0329
,SA000917-017,6.9667,,mg/L,0.5,0.0387,0.0387,0.0389,0.0385
,SA000917-018,6.984,,mg/L,0.6,0.0389,0.0386,0.039,0.039
,SA000917-019,-0.0068,,mg/L,>100,0,0,-0.0001,0
,SA000917-020,3.9801,,mg/L,0.2,0.0221,0.0221,0.0221,0.0221
,PATRON,1.0133,,mg/L,0.1,0.1392,0.1394,0.139,0.1392
,BLANCO,-0.0002,,mg/L,>100,0,-0.0001,0,0
,BLANCO REACTIVO,0,,mg/L,>100,0,0,-0.0001,0.0001
,SA000917-021,0.1187,,mg/L,7,0.0007,0.0007,0.0007,0.0006
,SA000917-022,2.9939,,mg/L,0.5,0.0167,0.0166,0.0167,0.0166
,SA000917-023,5.4332,,mg/L,0.7,0.0302,0.0301,0.0301,0.0304
,SA000917-024,2.7558,,mg/L,0.7,0.0153,0.0154,0.0152,0.0153
,SA000917-025,5.2381,,mg/L,0.3,0.0292,0.0291,0.0293,0.0291
,PATRON,1.0201,,mg/L,0.4,0.1401,0.1395,0.1406,0.1402
,SA000917-026,3.6879,,mg/L,0.2,0.0205,0.0205,0.0206,0.0205
,SA000917-027,3.7467,,mg/L,0.8,0.0208,0.0209,0.0206,0.0209
,SA000917-028,6.0184,,mg/L,0.2,0.0335,0.0334,0.0335,0.0335
,SA000917-029,8.1162,,mg/L,0.1,0.0445,0.0444,0.0445,0.0444
,SA000917-030,8.3191,,mg/L,0.5,0.0456,0.0457,0.0457,0.0453
,PATRON,1.0093,,mg/L,0.2,0.1365,0.1368,0.1365,0.1362
,BLANCO,0.0045,,mg/L,9.8,0.0006,0.0006,0.0007,0.0006
,BLANCO REACTIVO,0,,mg/L,16.1,0.0007,0.0008,0.0008,0.0006
,SA000917-031,5.1335,,mg/L,0.3,0.0282,0.0282,0.0281,0.0282
,SA000917-032,14.9309,,mg/L,0.2,0.0816,0.0815,0.0817,0.0815
,PATRON,1.014,,mg/L,0.2,0.1393,0.1393,0.1396,0.1391
,BLANCO,-0.004,,mg/L,12.6,-0.0005,-0.0006,-0.0005,-0.0006
,BLANCO REACTIVO,0,,mg/L,>100,0,-0.0001,0.0001,0
