Analista,NR,,,,,,,,
Fecha de inicio,05:56 a. m. 15/02/2026  GMT: 11:56 a. m. 15/02/2026,,,,,,,,
Hoja de trabajo,SA008011,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.5065,,mg/L,1,1.3,0.0179,-0.004,
,BLANCO,0.0012,,mg/L,1,>100,0,-0.0014,
,BLANCO REACTIVO,0,,mg/L,1,15.7,-0.0004,-0.001,
,SA008011-001,0.2698,,mg/L,1,0.5,0.041,-0.0019,30.01
,SA008011-002,0.3092,,mg/L,1,3.7,0.047,-0.0022,30
,SA008011-003,0.1781,,mg/L,1,0.9,0.018,-0.0016,20
,SA008011-004,0.1819,,mg/L,1,1.2,0.0184,-0.0017,20
,SA008011-005,0.0495,,mg/L,1,4.6,0.0075,-0.0015,30
,PATRON,0.5134,,mg/L,1,0.4,0.0181,-0.0038,
,SA008011-006,0.0251,,mg/L,1,8.9,0.0038,-0.0018,30
,SA008011-007,0.4618,,mg/L,1,1.3,0.0704,-0.0018,30.01
,SA008011-008,0.0281,,mg/L,1,5.8,0.0042,-0.0018,30
,SA008011-009,0.0055,,mg/L,1,51.5,0.0008,-0.0019,30
,SA008011-010,0.0796,,mg/L,1,2.1,0.012,-0.0019,30
,PATRON,0.5154,,mg/L,1,2.1,0.0182,-0.0043,
,BLANCO,0.0021,,mg/L,1,>100,0.0001,-0.001,
,BLANCO REACTIVO,0,,mg/L,1,10.2,-0.0014,-0.0001,
,SA008011-011,0.1461,,mg/L,1,1.6,0.0221,-0.0023,30
,SA008011-012,0.066,,mg/L,1,3.2,0.01,-0.0022,30.01
,SA008011-013,0.253,,mg/L,1,1.8,0.0384,-0.0016,30
,SA008011-014,0.0381,,mg/L,1,11.5,0.0058,-0.0019,30
,SA008011-015,0.1449,,mg/L,1,1.3,0.022,-0.0015,30
,PATRON,0.5191,,mg/L,1,2.1,0.0183,-0.0042,
,SA008011-016,0.0968,,mg/L,1,3.7,0.0146,-0.0017,3
,SA008011-017,0.0573,,mg/L,1,0.5,0.0087,-0.0018,30
,SA008011-018,1.6989,,mg/L,1,0.3,0.2572,0.0017,30
,SA008011-019,0.0644,,mg/L,1,1.5,0.0097,-0.0008,30.01
,SA008011-020,0.0489,,mg/L,1,3.3,0.0074,-0.0013,30
,PATRON,0.4847,,mg/L,1,2.4,0.0171,-0.0037,
,BLANCO,-0.004,,mg/L,1,>100,-0.0001,0.0012,
,BLANCO REACTIVO,0,,mg/L,1,43.7,-0.0013,-0.0006,
,SA008011-021,0.0561,,mg/L,1,2.8,0.0085,-0.0001,30
,SA008011-022,0.0493,,mg/L,1,1.6,0.0074,0,3
,SA008011-023,0.0547,,mg/L,1,2.1,0.0083,0.0005,30
,SA008011-024,0.0106,,mg/L,1,32,0.0016,-0.0011,30.01
,SA008011-025,0.0069,,mg/L,1,34.4,0.001,-0.0003,3
,PATRON,0.5134,,mg/L,1,3.3,0.0181,-0.0021,
,SA008011-026,0.0815,,mg/L,1,0.7,0.0123,-0.0003,30
,SA008011-027,0.0591,,mg/L,1,2.5,0.0089,-0.0003,30
,SA008011-028,0.1085,,mg/L,1,0.5,0.0164,-0.0002,30
,SA008011-029,0.0809,,mg/L,1,1.5,0.0122,0,30
,PATRON,0.5066,,mg/L,1,2.4,0.0179,-0.0042,
,BLANCO,-0.0066,,mg/L,1,>100,-0.0002,-0.0007,
,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0002,-0.0011,
