PATRON,0.1934,,mg/L,0.2,0.0097,-0.0012,1,1,1,0.0097,0.0097,0.0096
BLANCO,0.0051,,mg/L,28.1,0.0008,-0.0002,1,1,1,0.0007,0.001,0.0006
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0.0001,1,1,1,-0.0003,-0.0002,0.0002
H KCA PO,0.0183,,mg/L,3.2,0.0014,0.002,1,1,1,0.0014,0.0013,0.0014
H KCA PO,0.0121,,mg/L,2.1,0.0011,0.0021,1,1,1,0.0011,0.0011,0.0011
H KCA PO,0.0179,,mg/L,23.4,0.0014,0.0019,1,1,1,0.0017,0.0011,0.0013
PATRON,0.2022,,mg/L,1.3,0.0101,-0.002,1,1,1,0.0101,0.0099,0.0101
H KCA PO,0.0171,,mg/L,5.5,0.0013,0.0019,1,1,1,0.0014,0.0013,0.0013
H KCA PO,0.0212,,mg/L,10.8,0.0015,0.0016,1,1,1,0.0014,0.0017,0.0015
PATRON,0.2071,,mg/L,2.1,0.0103,-0.0017,1,1,1,0.0101,0.0105,0.0102
BLANCO,0.0017,,mg/L,23.9,0.0006,-0.0002,1,1,1,0.0007,0.0004,0.0007
BLANCO REACTIVO,0,,mg/L,18,0.0011,-0.0001,1,1,1,0.0013,0.001,0.0009
M1 PO,0.0043,,mg/L,33.4,0.0007,0.0015,1,1,1,0.001,0.0005,0.0007
M2 PO,0.0104,,mg/L,27.2,0.001,0.0008,1,1,1,0.0013,0.0007,0.001
M3 PO,0.0065,,mg/L,21,0.0008,0.001,1,1,1,0.0009,0.001,0.0006
M4 PO,0.0093,,mg/L,34.9,0.001,0.0007,1,1,1,0.0012,0.0011,0.0006
PATRON,0.1984,,mg/L,1.5,0.0099,-0.0025,1,1,1,0.0097,0.01,0.0099
P KCA PO,0.0067,,mg/L,31,0.0008,0.0011,1,1,1,0.001,0.0005,0.001
PATRON,0.1953,,mg/L,3.8,0.0097,-0.0024,1,1,1,0.0101,0.0098,0.0094
BLANCO,0.0063,,mg/L,28.9,0.0008,-0.0017,1,1,1,0.0009,0.0006,0.0011
BLANCO REACTIVO,0,,mg/L,30.1,0.0013,-0.0003,1,1,1,0.0014,0.0009,0.0017
CELDA 8,0.0165,,mg/L,10,0.0013,0.001,1,1,1,0.0014,0.0013,0.0012
H KCA PE,0.0149,,mg/L,9.5,0.0012,0.0015,1,1,1,0.0012,0.0012,0.0014
H KCA PE,0.0094,,mg/L,10.8,0.001,0.0014,1,1,1,0.0009,0.0009,0.0011
H KCA PE,0.0189,,mg/L,1.9,0.0014,0.0011,1,1,1,0.0015,0.0014,0.0014
H KCA PE,0.0157,,mg/L,12.4,0.0013,0.0011,1,1,1,0.0011,0.0014,0.0013
H KCA PE,0.0162,,mg/L,18.1,0.0013,0.0012,1,1,1,0.0013,0.0015,0.0011
M1 PE,0.0131,,mg/L,20.5,0.0012,0.0015,1,1,1,0.0011,0.0009,0.0014
M2 PE,0.0087,,mg/L,7.9,0.0009,0.0014,1,1,1,0.001,0.001,0.0009
M3 PE,0.0141,,mg/L,15.6,0.0012,0.0011,1,1,1,0.0013,0.001,0.0013
M4 PE,0.0122,,mg/L,17.3,0.0011,0.001,1,1,1,0.001,0.0009,0.0013
PATRON,0.2034,,mg/L,3.2,0.0101,-0.003,1,1,1,0.0104,0.0098,0.0102
BLANCO,0.0082,,mg/L,17.6,0.0009,-0.0021,1,1,1,0.0011,0.0007,0.001
BLANCO REACTIVO,0,,mg/L,3.3,0.0018,-0.0006,1,1,1,0.0018,0.0017,0.0017
P KCA PE,-0.0069,,mg/L,34.8,0.0002,0.0014,1,1,1,0.0003,0.0001,0.0002
ELY 1,0.0038,,mg/L,19.3,0.0007,0.0009,1,1,1,0.0006,0.0008,0.0007
ELY 2,-0.0027,,mg/L,46.5,0.0004,0.0011,1,1,1,0.0003,0.0006,0.0003
PATRON,0.1958,,mg/L,2.1,0.0098,-0.0035,1,1,1,0.0097,0.01,0.0096
ELY 3,-0.0007,,mg/L,45.6,0.0005,0.0012,1,1,1,0.0003,0.0008,0.0004
ELY 4,-0.0025,,mg/L,63.2,0.0004,0.0012,1,1,1,0.0006,0.0001,0.0005
PATRON,0.2026,,mg/L,0.8,0.0101,-0.0014,1,1,1,0.01,0.0102,0.01
BLANCO,-0.0063,,mg/L,28.1,0.0002,-0.0023,1,1,1,0.0002,0.0002,0.0003
BLANCO REACTIVO,0,,mg/L,17.5,0.0015,-0.0002,1,1,1,0.0012,0.0015,0.0017
ELY P,0.0043,,mg/L,28.7,0.0007,0.0013,1,1,1,0.0006,0.0006,0.001
PATRON,0.1959,,mg/L,2.9,0.0098,-0.0031,1,1,1,0.0094,0.0099,0.0099
BLANCO,0.0004,,mg/L,42.6,0.0006,-0.002,1,1,1,0.0008,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,11.6,0.0014,-0.0003,1,1,1,0.0015,0.0012,0.0014
