Analista,,,,,,,,,
Fecha de inicio,18/03/2023 11:36 a. m.  GMT: 18/03/2023 05:36 p. m.,,,,,,,,
Hoja de trabajo,SA000719-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0007,,mg/L,0.6,0.1346,0.1342,0.1341,0.1356
,BLANCO,-0.0001,,mg/L,>100,0,0,0,0
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,-0.0002,0
,SA000701-027,1.461,,mg/L,1.3,0.0079,0.0078,0.0079,0.008
,SA000704-007,3.1938,,mg/L,1,0.0173,0.0175,0.0174,0.0171
,SA000704-010,2.1162,,mg/L,0.4,0.0115,0.0114,0.0115,0.0115
,SA000704-011,2.2314,,mg/L,0.8,0.0121,0.0122,0.012,0.0122
,SA000704-012,0.0478,,mg/L,10.8,0.0003,0.0003,0.0002,0.0003
,PATRON,0.9943,,mg/L,0.3,0.1304,0.1309,0.13,0.1303
,SA000704-013,2.7925,,mg/L,0.1,0.0148,0.0148,0.0148,0.0148
,SA000704-014,2.917,,mg/L,0.5,0.0154,0.0154,0.0154,0.0155
,SA000704-015,1.4823,,mg/L,1.3,0.0078,0.0078,0.008,0.0078
,SA000705-027,2.5284,,mg/L,1.7,0.0134,0.0136,0.0134,0.0132
,SA000705-028,2.2473,,mg/L,1.1,0.0119,0.0117,0.012,0.012
,PATRON,0.9981,,mg/L,0.2,0.1309,0.1309,0.1312,0.1306
,BLANCO,0.0016,,mg/L,46.4,0.0002,0.0002,0.0001,0.0003
,BLANCO REACTIVO,0,,mg/L,30.7,-0.0004,-0.0005,-0.0005,-0.0003
,SA000705-029,3.71,,mg/L,0.9,0.0196,0.0195,0.0198,0.0196
,SA000705-031,0.1332,,mg/L,8.4,0.0007,0.0007,0.0006,0.0007
,SA000705-032,3.7887,,mg/L,0.5,0.02,0.0199,0.0201,0.0201
,SA000707-006,2.1497,,mg/L,0.6,0.0114,0.0113,0.0114,0.0114
,SA000707-007,2.4389,,mg/L,1.6,0.0129,0.0131,0.0127,0.0128
,PATRON,0.9942,,mg/L,0.5,0.1304,0.1305,0.131,0.1297
,SA000707-008,11.5574,,mg/L,0.5,0.061,0.0612,0.0607,0.0612
,SA000707-009,11.4967,,mg/L,0.7,0.0608,0.0605,0.0605,0.0612
,SA000707-010,13.7625,,mg/L,0.3,0.0726,0.0729,0.0726,0.0725
,SA000707-011,7.4653,,mg/L,0.7,0.0395,0.0398,0.0393,0.0393
,SA000707-012,4.2307,,mg/L,0.5,0.0224,0.0225,0.0223,0.0223
,PATRON,0.9835,,mg/L,0.4,0.129,0.1289,0.1296,0.1286
,BLANCO,0.0002,,mg/L,>100,0,-0.0001,0.0002,0
,BLANCO REACTIVO,0,,mg/L,4,-0.0004,-0.0004,-0.0004,-0.0004
