Analista,ACG,,,,,,,,
Fecha de inicio,05:39 a. m. 27/02/2026  GMT: 11:39 a. m. 27/02/2026,,,,,,,,
Hoja de trabajo,SA008112,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.5072,,mg/L,1,0.4,0.0171,-0.001,
,BLANCO,-0.0002,,mg/L,1,>100,0,0.0008,
,BLANCO REACTIVO,0,,mg/L,1,24.8,0.0007,0.0012,
,SA008112-001,0.3484,,mg/L,1,0.9,0.0503,-0.0005,30.07
,SA008112-002,0.1815,,mg/L,1,0.4,0.0263,-0.0002,30.08
,SA008112-003,0.1526,,mg/L,1,1.6,0.0221,0.0005,30.09
,SA008112-004,0.0732,,mg/L,1,1.9,0.0106,-0.0001,30
,SA008112-005,0.1261,,mg/L,1,1,0.0183,0,30.07
,PATRON,0.4991,,mg/L,1,3.7,0.0169,-0.0017,
,SA008112-006,0.1247,,mg/L,1,2.4,0.0181,-0.001,30.11
,SA008112-007,0.4037,,mg/L,1,0.4,0.0583,-0.0007,30.12
,SA008112-008,0.2458,,mg/L,1,1,0.0355,-0.0008,30.07
,SA008112-009,0.3725,,mg/L,1,1.1,0.0537,-0.0005,30.07
,SA008112-010,0.1523,,mg/L,1,2.4,0.022,0.0002,29.9
,PATRON,0.4995,,mg/L,1,3,0.0169,-0.0023,
,BLANCO,0.0018,,mg/L,1,>100,0.0001,0.0008,
,BLANCO REACTIVO,0,,mg/L,1,86,0.0004,0.0016,
,SA008112-011,0.0937,,mg/L,1,3.6,0.0136,0.0005,30.04
,SA008112-012,0.1814,,mg/L,1,0.7,0.0263,0.0007,30.05
,SA008112-013,0.3368,,mg/L,1,0.2,0.0485,0.0004,30.02
,SA008112-014,0.2892,,mg/L,1,1.7,0.0416,0.0002,29.91
,SA008112-015,0.1001,,mg/L,1,1,0.0145,-0.0001,30.05
,PATRON,0.5051,,mg/L,1,3,0.0171,-0.0016,
,SA008112-016,0.0051,,mg/L,1,38.3,0.0007,0.0007,3
,SA008112-017,0.1876,,mg/L,1,2.3,0.0271,0.0005,29.92
,SA008112-018,0.2348,,mg/L,1,1.7,0.0339,0.0003,30.04
,SA008112-019,0.1623,,mg/L,1,0.9,0.0235,0.0007,30.07
,SA008112-020,0.6759,,mg/L,1,0.8,0.0969,-0.0004,30.11
,PATRON,0.4854,,mg/L,1,2.8,0.0164,-0.0009,
,BLANCO,0.0113,,mg/L,1,33.5,0.0004,0.0012,
,BLANCO REACTIVO,0,,mg/L,1,24.1,0.0008,0.002,
,SA008112-021,0.1252,,mg/L,1,2.9,0.0182,0.0003,30.13
,SA008112-022,0.252,,mg/L,1,1.4,0.0364,0.0004,30.04
,SA008112-023,0.2111,,mg/L,1,1.7,0.0305,0.0001,29.98
,SA008112-024,0.2285,,mg/L,1,1.8,0.033,0.0004,30.05
,SA008112-025,0.1868,,mg/L,1,2.8,0.0266,0,29.5
,PATRON,0.5149,,mg/L,1,1.5,0.0174,-0.0014,
,SA008112-026,0.3807,,mg/L,1,1.6,0.0546,-0.0002,29.9
,SA008112-027,0.3845,,mg/L,1,0.9,0.0554,0,30.07
,SA008112-028,0.5113,,mg/L,1,1.2,0.0731,-0.0005,29.93
,SA008112-029,0.3539,,mg/L,1,1.9,0.0512,-0.0003,30.14
,SA008112-030,0.0022,,mg/L,1,>100,0.0003,-0.0001,29.96
,PATRON,0.5095,,mg/L,1,2.8,0.0172,-0.0008,
,BLANCO,-0.0003,,mg/L,1,>100,0,-0.0002,
,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,-0.0006,
,SA008112-031,0.2601,,mg/L,1,1.2,0.0366,-0.001,29.88
,SA008112-032,0.2191,,mg/L,1,0.4,0.0309,-0.001,29.97
,PATRON,0.5167,,mg/L,1,3.9,0.017,-0.0021,
,BLANCO,0.0101,,mg/L,1,16.1,0.0003,-0.0006,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,-0.0004,
