PATRON,5.0278,,mg/L,0.6,0.1024,0.1018,0.1024,0.1029
BLANCO,-0.0006,,mg/L,>100,0,0,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,7.6,-0.0003,-0.0003,-0.0003,-0.0003
H,1.1661,,mg/L,0.7,0.0241,0.0239,0.0241,0.0242
C1,1.179,,mg/L,0.7,0.0243,0.0242,0.0245,0.0243
C2,1.1822,,mg/L,0.5,0.0244,0.0245,0.0242,0.0245
PATRON,5.0113,,mg/L,0.9,0.1021,0.1031,0.1016,0.1015
BLANCO,-0.0034,,mg/L,>100,-0.0001,-0.0001,-0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,7.3,-0.0004,-0.0004,-0.0004,-0.0004
C3,1.1898,,mg/L,0.2,0.0246,0.0246,0.0246,0.0245
C4,1.1963,,mg/L,0.4,0.0247,0.0246,0.0246,0.0248
T,1.1538,,mg/L,0.8,0.0238,0.0238,0.024,0.0236
PATRON,5.0097,,mg/L,0.4,0.102,0.1018,0.1025,0.1018
BLANCO,-0.0051,,mg/L,>100,-0.0001,0,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,23.4,-0.0004,-0.0005,-0.0005,-0.0003
DP1,0.1772,,mg/L,3.6,0.0037,0.0035,0.0037,0.0038
DP2,0.1907,,mg/L,3.5,0.0039,0.004,0.004,0.0038
DP3,0.1125,,mg/L,7.7,0.0023,0.0021,0.0024,0.0025
PATRON,4.9587,,mg/L,0.2,0.101,0.1009,0.1013,0.1008
BLANCO,0.0001,,mg/L,>100,0,0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,21.1,-0.0006,-0.0006,-0.0006,-0.0004
DP4,0.4367,,mg/L,1.3,0.009,0.009,0.0089,0.0092
DP5,0.3717,,mg/L,0.9,0.0077,0.0077,0.0077,0.0076
DP6,7.2097,,mg/L,0.5,0.1456,0.1461,0.1449,0.1459
PATRON,5.0263,,mg/L,0.1,0.1024,0.1023,0.1024,0.1024
BLANCO,0.0012,,mg/L,>100,0,0,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,11.1,-0.0006,-0.0005,-0.0006,-0.0006
ELY1,1.1468,,mg/L,0.9,0.0237,0.0238,0.0234,0.0237
ELY2,1.1226,,mg/L,0.5,0.0232,0.0231,0.0233,0.0231
ELY3,1.0939,,mg/L,0.8,0.0226,0.0224,0.0228,0.0226
PATRON,4.9987,,mg/L,0.6,0.1018,0.1022,0.1011,0.1021
BLANCO,-0.0072,,mg/L,>100,-0.0001,0,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,4.1,-0.0008,-0.0008,-0.0008,-0.0008
ELY4,1.0616,,mg/L,0.6,0.0219,0.0221,0.0218,0.0219
ELY5,0.9494,,mg/L,0.3,0.0196,0.0196,0.0197,0.0196
PATRON,4.96,,mg/L,0.3,0.101,0.1013,0.1009,0.1008
BLANCO,-0.0013,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,10.3,-0.0007,-0.0007,-0.0006,-0.0008
