PATRON,4.99,,mg/L,0.6,0.051,1,1,1,0.0513,0.0512,0.0507
BLANCO,-0.0138,,mg/L,36.8,-0.0001,1,1,1,-0.0002,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,32.3,-0.0005,1,1,1,-0.0006,-0.0004,-0.0003
FASE 1,0.0078,,mg/L,>100,0.0001,1,1,1,0.0002,0.0002,-0.0002
PATRON,4.9173,,mg/L,1.4,0.0503,1,1,1,0.0508,0.0507,0.0495
FASE 2,0.0289,,mg/L,79.9,0.0003,1,1,1,0.0005,0,0.0004
FASE 3,0.041,,mg/L,30.3,0.0004,1,1,1,0.0003,0.0005,0.0005
PATRON,5.1056,,mg/L,1,0.0522,1,1,1,0.0516,0.0526,0.0524
BLANCO,-0.0041,,mg/L,>100,0,1,1,1,-0.0003,0,0.0001
BLANCO REACTIVO,0,,mg/L,7.8,-0.0006,1,1,1,-0.0007,-0.0006,-0.0007
VSP NORTE,0.0338,,mg/L,53.3,0.0004,1,1,1,0.0006,0.0002,0.0003
CELDA 8.1,0.0419,,mg/L,38.9,0.0004,1,1,1,0.0006,0.0003,0.0004
CELDA 8.2,0.0531,,mg/L,11.3,0.0006,1,1,1,0.0005,0.0006,0.0005
CELDA 8.3,0.4739,,mg/L,3.2,0.0049,1,1,1,0.0051,0.0048,0.005
PATRON,4.904,,mg/L,0.6,0.0502,1,1,1,0.0503,0.0504,0.0499
BLANCO,-0.0233,,mg/L,44.7,-0.0002,1,1,1,-0.0002,-0.0001,-0.0004
BLANCO REACTIVO,0,,mg/L,13.7,-0.0009,1,1,1,-0.001,-0.0007,-0.0009
