Analista,,,,,,,,,,
Fecha de inicio,07/03/2023 10:25 a. m.  GMT: 07/03/2023 04:25 p. m.,,,,,,,,,
Hoja de trabajo,SA000596-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5079,,mg/L,1.2,0.0161,-0.0003,0.016,0.016,0.0163
,BLANCO,0.0012,,mg/L,>100,0,0.0004,-0.0004,0.0003,0.0002
,BLANCO REACTIVO,0,,mg/L,29.6,-0.0006,0.0016,-0.0007,-0.0004,-0.0007
,SA000572-006,0.1706,,mg/L,0.9,0.0154,0.0013,0.0154,0.0156,0.0153
,SA000572-007,0.0953,,mg/L,1,0.0086,0.0013,0.0086,0.0085,0.0087
,SA000572-008,0.0577,,mg/L,3,0.0052,0.0015,0.005,0.0053,0.0052
,SA000572-009,0.0807,,mg/L,0.8,0.0073,0.0014,0.0073,0.0073,0.0072
,SA000572-010,0.0525,,mg/L,2.9,0.0047,0.0015,0.0047,0.0049,0.0046
,PATRON,0.507,,mg/L,1.6,0.016,0.0012,0.016,0.0158,0.0163
,SA000572-011,0.1228,,mg/L,2.3,0.0111,0.0015,0.0109,0.011,0.0114
,SA000572-012,0.1343,,mg/L,1.6,0.0121,0.0015,0.0119,0.0123,0.0122
,SA000573-003,0.2614,,mg/L,1,0.0237,0.0018,0.0237,0.024,0.0235
,SA000573-004,0.1327,,mg/L,2.5,0.012,0.0015,0.0116,0.0122,0.0121
,SA000573-005,2.8339,,mg/L,0.5,0.2627,0.0023,0.2626,0.264,0.2615
,PATRON,0.5005,,mg/L,0.8,0.0158,0.0008,0.0157,0.0159,0.016
,BLANCO,-0.0014,,mg/L,>100,0,0.0016,-0.0002,0,0
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,0.0012,-0.0005,-0.0003,0
,SA000573-006,0.5985,,mg/L,0.3,0.0551,0.0016,0.0553,0.055,0.055
,SA000573-007,0.2571,,mg/L,1,0.0234,0.0013,0.0232,0.0236,0.0234
,SA000573-008,0.248,,mg/L,0.3,0.0226,0.0013,0.0226,0.0226,0.0225
,SA000573-011,0.1592,,mg/L,1.1,0.0144,0.0013,0.0146,0.0145,0.0143
,SA000574-029,0.2182,,mg/L,1.6,0.0198,0.0012,0.0201,0.0199,0.0195
,PATRON,0.5114,,mg/L,1.7,0.0162,0.0009,0.0163,0.0159,0.0164
,SA000574-030,0.152,,mg/L,0.3,0.0137,0.0013,0.0137,0.0138,0.0137
,SA000574-031,0.1741,,mg/L,1.8,0.0158,0.0016,0.0158,0.0161,0.0155
,SA000574-032,0.396,,mg/L,0.7,0.0363,0.0015,0.0366,0.0362,0.0361
,SA000575-018,0.2034,,mg/L,0.7,0.0185,0.0015,0.0184,0.0186,0.0185
,SA000575-019,0.1401,,mg/L,2.2,0.0127,0.0015,0.013,0.0125,0.0125
,PATRON,0.4946,,mg/L,2.5,0.0156,0.0009,0.0155,0.0161,0.0153
,BLANCO,0.0014,,mg/L,>100,0,0.0015,-0.0001,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0,0.0014,-0.0001,0.0001,-0.0001
,SA000575-020,0.1023,,mg/L,1.7,0.0092,0.0013,0.0092,0.0094,0.0091
,SA000575-021,0.1045,,mg/L,3.1,0.0094,0.0011,0.0096,0.0095,0.0091
,SA000575-022,0.0793,,mg/L,2.5,0.0072,0.0013,0.0071,0.007,0.0074
,SA000575-023,0.0992,,mg/L,2.6,0.009,0.001,0.0092,0.0088,0.0088
,SA000575-024,0.0745,,mg/L,5.3,0.0067,0.0012,0.0066,0.0064,0.0071
,PATRON,0.5066,,mg/L,1.8,0.016,0.0008,0.0164,0.0159,0.0158
,SA000575-025,0.0781,,mg/L,0.8,0.007,0.0011,0.0071,0.007,0.0071
,SA000575-026,0.1546,,mg/L,0.7,0.014,0.0009,0.0139,0.014,0.0141
,SA000575-028,0.2439,,mg/L,1,0.0222,0.0012,0.022,0.0221,0.0224
,SA000575-029,0.4065,,mg/L,1.2,0.0373,0.0012,0.0369,0.0373,0.0377
,SA000575-031,0.1841,,mg/L,1.6,0.0167,0.0013,0.0166,0.017,0.0165
,PATRON,0.5146,,mg/L,1.1,0.0163,0.0009,0.0164,0.0161,0.0164
,BLANCO,0.0025,,mg/L,>100,0.0001,0.0013,0.0003,-0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0013,0.0001,-0.0002,0.0004
,SA000575-032,0.1085,,mg/L,2.3,0.0098,0.001,0.01,0.0096,0.0098
,SA000576-004,0.2946,,mg/L,0.8,0.0268,0.001,0.0269,0.0266,0.027
,SA000576-005,0.113,,mg/L,3,0.0102,0.001,0.0101,0.0106,0.01
,SA000576-006,0.147,,mg/L,1.3,0.0133,0.001,0.0131,0.0135,0.0134
,SA000576-007,0.0679,,mg/L,3.7,0.0061,0.0012,0.0063,0.0062,0.0059
,PATRON,0.5149,,mg/L,0.8,0.0163,0.0006,0.0161,0.0164,0.0163
,SA000576-008,0.1511,,mg/L,2.3,0.0137,0.0013,0.014,0.0136,0.0134
,SA000576-009,0.224,,mg/L,0.6,0.0203,0.0012,0.0203,0.0202,0.0204
,SA000576-010,0.1533,,mg/L,2.1,0.0139,0.0013,0.0136,0.0138,0.0142
,SA000577-015,0.2722,,mg/L,0.5,0.0248,0.0015,0.025,0.0248,0.0247
,SA000577-017,0.2148,,mg/L,0.2,0.0195,0.0013,0.0195,0.0195,0.0195
,PATRON,0.5039,,mg/L,1.4,0.0159,0.0007,0.0157,0.0159,0.0162
,BLANCO,0.0014,,mg/L,>100,0,0.0014,-0.0001,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,99.9,0.0002,0.0016,0.0001,0.0004,0.0001
