PATRON,4.8834,,mg/L,0.2,0.0528,0.0527,0.0528,0.053
BLANCO,0.0075,,mg/L,>100,0.0001,0.0002,0,0
BLANCO REACTIVO,0,,mg/L,2.5,-0.0049,-0.0049,-0.005,-0.0048
FASE 1,0.0123,,mg/L,21.4,0.0001,0.0002,0.0001,0.0002
FASE 2,0.0149,,mg/L,79.9,0.0002,0.0003,0.0002,0
FASE 3,0.0147,,mg/L,44.4,0.0002,0.0001,0.0002,0.0001
VSP NORTE,0.0075,,mg/L,>100,0.0001,0.0003,-0.0001,0.0001
CELDA 8.1,0.008,,mg/L,92.9,0.0001,0,0.0002,0.0001
CELDA 8.2,0.0121,,mg/L,32.6,0.0001,0.0001,0.0002,0.0001
CELDA 8.3,0.1838,,mg/L,4.5,0.002,0.002,0.002,0.0019
PATRON,5.078,,mg/L,0.9,0.0528,0.0534,0.0526,0.0525
BLANCO,-0.0104,,mg/L,38,-0.0001,-0.0002,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,1,-0.0055,-0.0054,-0.0055,-0.0055
