PATRON,5.0465,,mg/L,1,0.0498,1,1,1,0.0499,0.0493,0.0503
BLANCO,-0.0102,,mg/L,>100,-0.0001,1,1,1,0,-0.0004,0.0001
BLANCO REACTIVO,0,,mg/L,3.2,-0.002,1,1,1,-0.0021,-0.0021,-0.002
FASE 1,0.0286,,mg/L,31.9,0.0003,1,1,1,0.0002,0.0004,0.0003
FASE 2,0.0249,,mg/L,31.7,0.0002,1,1,1,0.0003,0.0002,0.0002
FASE 3,0.0401,,mg/L,33.1,0.0004,1,1,1,0.0005,0.0003,0.0004
VSP NORTE,0.0221,,mg/L,11,0.0002,1,1,1,0.0002,0.0002,0.0002
CELDA 8.1,0.0152,,mg/L,>100,0.0002,1,1,1,0.0001,0.0003,0
CELDA 8.2,0.0085,,mg/L,>100,0.0001,1,1,1,0.0002,0.0002,-0.0001
CELDA 8.3,0.0672,,mg/L,16.9,0.0007,1,1,1,0.0008,0.0006,0.0006
PATRON,4.9531,,mg/L,0.6,0.0489,1,1,1,0.0488,0.0492,0.0487
BLANCO,-0.0482,,mg/L,7.1,-0.0005,1,1,1,-0.0005,-0.0005,-0.0005
BLANCO REACTIVO,0,,mg/L,2.7,-0.0023,1,1,1,-0.0023,-0.0024,-0.0023
