PATRON,4.8509,,mg/L,0.6,0.0483,0.048,0.0485,0.0484
BLANCO,-0.0232,,mg/L,15.3,-0.0002,-0.0003,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,11.1,-0.0012,-0.001,-0.0013,-0.0012
CANAL,0.0761,,mg/L,14.8,0.0008,0.0009,0.0006,0.0008
FASE 1,0.08,,mg/L,16.7,0.0008,0.0008,0.0007,0.001
FASE 2,0.0583,,mg/L,5.3,0.0006,0.0006,0.0006,0.0006
FASE 3,0.0835,,mg/L,9.5,0.0008,0.0009,0.0009,0.0008
VSP NORTE,0.0741,,mg/L,10.2,0.0007,0.0008,0.0008,0.0007
CELDA 8.1,0.0549,,mg/L,6.3,0.0006,0.0005,0.0005,0.0006
CELDA 8.2,0.0598,,mg/L,11.7,0.0006,0.0007,0.0005,0.0006
CELDA 8.3,0.0494,,mg/L,55.7,0.0005,0.0008,0.0005,0.0002
PATRON,4.6023,,mg/L,0.5,0.0481,0.048,0.048,0.0484
BLANCO,-0.0223,,mg/L,46.2,-0.0002,-0.0001,-0.0004,-0.0002
BLANCO REACTIVO,0,,mg/L,13.2,-0.0006,-0.0005,-0.0007,-0.0007
