PATRON,0.2036,,mg/L,5.2,0.0005,0.009,-0.0016,1,1,1,0.0086,0.0089,0.0095
BLANCO,0.0054,,mg/L,>100,0.0004,-0.0001,-0.0004,1,1,1,-0.0002,-0.0004,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0008,-0.0002,-0.0005,1,1,1,0.0006,-0.0006,-0.0008
CELDA 8,0.0345,,mg/L,39.4,0.0005,0.0012,0.0029,1,1,1,0.0018,0.001,0.001
CANAL,0.0193,,mg/L,95.6,0.0005,0.0005,0.0026,1,1,1,0.0005,0.0011,0.0001
FASE 1,0.0368,,mg/L,66.9,0.0009,0.0013,0.0026,1,1,1,0.0024,0.0009,0.0007
PATRON,0.2072,,mg/L,7.5,0.0007,0.0092,-0.0015,1,1,1,0.0099,0.0086,0.009
FASE 2,0.0512,,mg/L,14.2,0.0003,0.002,0.0024,1,1,1,0.0023,0.0017,0.002
FASE 3,0.0355,,mg/L,19.6,0.0003,0.0013,0.0036,1,1,1,0.0013,0.0015,0.001
PATRON,0.212,,mg/L,8.8,0.0008,0.0094,-0.002,1,1,1,0.009,0.0088,0.0103
BLANCO,0.0078,,mg/L,>100,0.0005,0,-0.0013,1,1,1,0.0005,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,42.7,0.0002,0.0005,-0.0008,1,1,1,0.0003,0.0008,0.0005
VSP NORTE,0.0405,,mg/L,28.4,0.0004,0.0015,0.0028,1,1,1,0.0016,0.001,0.0019
CELDA 8.1,-0.0025,,mg/L,>100,0.0006,-0.0005,0.0026,1,1,1,-0.0009,0.0002,-0.0007
CELDA 8.2,0.0024,,mg/L,>100,0.0006,-0.0002,0.0028,1,1,1,-0.0006,-0.0006,0.0005
CELDA 8.3,0.0023,,mg/L,>100,0.0004,-0.0002,0.0035,1,1,1,-0.0005,0.0002,-0.0005
PATRON,0.2119,,mg/L,14,0.0013,0.0094,-0.0026,1,1,1,0.0085,0.0088,0.0109
S. RICA,0.0001,,mg/L,>100,0.0004,-0.0003,0.0033,1,1,1,0.0001,-0.0007,-0.0004
PATRON,0.1937,,mg/L,3.7,0.0003,0.0085,-0.0033,1,1,1,0.0088,0.0087,0.0082
BLANCO,-0.0063,,mg/L,29.3,0.0002,-0.0006,-0.0031,1,1,1,-0.0004,-0.0008,-0.0007
BLANCO REACTIVO,0,,mg/L,43.9,0.0005,0.0012,-0.0017,1,1,1,0.0006,0.0016,0.0014
TRITURADORA,0.0051,,mg/L,>100,0.0004,-0.0001,0.0011,1,1,1,0.0002,-0.0005,0
VICTORIA,-0.0031,,mg/L,14.9,0.0001,-0.0005,0.0007,1,1,1,-0.0005,-0.0006,-0.0004
CELDA 1,0.0293,,mg/L,49.5,0.0005,0.001,0.0004,1,1,1,0.0016,0.0008,0.0006
CELDA 2,0.0121,,mg/L,>100,0.0006,0.0002,0.0014,1,1,1,0.0003,0.0008,-0.0005
CELDA 3,0.0151,,mg/L,>100,0.0007,0.0003,0.0012,1,1,1,0.001,0.0004,-0.0004
CELDA 4A,-0.0108,,mg/L,70.4,0.0006,-0.0008,0.0022,1,1,1,-0.0013,-0.0011,-0.0002
CELDA 4B,0.0036,,mg/L,>100,0.0006,-0.0002,0.0019,1,1,1,0,-0.0009,0.0003
CELDA 5A,0.0154,,mg/L,>100,0.0008,0.0004,0.0019,1,1,1,0.0011,-0.0005,0.0005
CELDA 5B,0.0174,,mg/L,>100,0.0006,0.0005,0.0017,1,1,1,0.0012,0.0002,0
PATRON,0.1908,,mg/L,9.9,0.0008,0.0084,-0.0031,1,1,1,0.0083,0.0077,0.0093
BLANCO,-0.0112,,mg/L,58,0.0005,-0.0009,-0.0025,1,1,1,-0.0007,-0.0004,-0.0014
BLANCO REACTIVO,0,,mg/L,55.3,0.0005,0.0009,-0.0013,1,1,1,0.0015,0.0005,0.0008
