PATRON,5.0935,,mg/L,0.7,0.0523,1,1,1,0.0527,0.0521,0.0521
BLANCO,-0.0373,,mg/L,25.9,-0.0004,1,1,1,-0.0003,-0.0003,-0.0005
BLANCO REACTIVO,0,,mg/L,31.4,-0.0006,1,1,1,-0.0007,-0.0004,-0.0008
FASE 1,0.0313,,mg/L,18.5,0.0003,1,1,1,0.0003,0.0004,0.0003
PATRON,5.1336,,mg/L,0.9,0.0527,1,1,1,0.0522,0.0528,0.0531
FASE 2,0.0199,,mg/L,38.1,0.0002,1,1,1,0.0001,0.0003,0.0002
FASE 3,0.0279,,mg/L,44.5,0.0003,1,1,1,0.0003,0.0001,0.0004
PATRON,5.0464,,mg/L,0.9,0.0518,1,1,1,0.052,0.0522,0.0513
BLANCO,0.0186,,mg/L,45,0.0002,1,1,1,0.0001,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,11.4,-0.0004,1,1,1,-0.0004,-0.0005,-0.0004
VSP NORTE,0.0441,,mg/L,36.1,0.0005,1,1,1,0.0003,0.0005,0.0006
CELDA 8.1,0.0439,,mg/L,53.6,0.0004,1,1,1,0.0004,0.0007,0.0003
CELDA 8.2,0.0589,,mg/L,17,0.0006,1,1,1,0.0005,0.0007,0.0005
CELDA 8.3,5.6847,,mg/L,0.6,0.0584,1,1,1,0.0584,0.0587,0.058
PATRON,5.1327,,mg/L,0.6,0.0527,1,1,1,0.0524,0.0526,0.053
BLANCO,0.0149,,mg/L,42,0.0002,1,1,1,0.0002,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,59.9,-0.0003,1,1,1,-0.0001,-0.0004,-0.0005
