PATRON,5.1475,,mg/L,0.3,0.0477,0.0477,0.0479,0.0476
BLANCO,-0.0135,,mg/L,57.3,-0.0001,-0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,3.8,-0.0008,-0.0008,-0.0008,-0.0008
FASE 1,0.0206,,mg/L,27.1,0.0002,0.0002,0.0002,0.0002
FASE 2,0.0231,,mg/L,45.7,0.0002,0.0001,0.0003,0.0002
FASE 3,0.0253,,mg/L,14.7,0.0002,0.0002,0.0003,0.0002
VSP NORTE,0.0177,,mg/L,74.4,0.0002,0.0003,0.0001,0.0001
CELDA 8.1,0.0261,,mg/L,44.7,0.0002,0.0002,0.0001,0.0003
CELDA 8.2,0.0231,,mg/L,15.9,0.0002,0.0002,0.0002,0.0002
CELDA 8.3,0.1881,,mg/L,3,0.0017,0.0016,0.0017,0.0017
PATRON,5.1188,,mg/L,0.4,0.0475,0.0473,0.0475,0.0476
BLANCO,-0.0078,,mg/L,66,-0.0001,0,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,4.2,-0.001,-0.001,-0.001,-0.001
