Analista,,,,,,,,,
Fecha de inicio,11/03/2023 02:08 a. m.  GMT: 11/03/2023 08:08 a. m.,,,,,,,,
Hoja de trabajo,SA000626_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0157,,mg/L,0.4,0.1114,0.1119,0.1114,0.111
,BLANCO,0.0001,,mg/L,>100,0,0.0001,-0.0001,0
,BLANCO REACTIVO,0,,mg/L,11.3,0.0003,0.0002,0.0003,0.0003
,SA000626-001,1.042,,mg/L,3.3,0.0047,0.0048,0.0048,0.0045
,SA000626-002,1.0795,,mg/L,1.2,0.0049,0.0049,0.0049,0.0048
,SA000626-003,1.0855,,mg/L,1.1,0.0048,0.0048,0.0048,0.0049
,SA000626-004,0.1167,,mg/L,5.2,0.0005,0.0005,0.0005,0.0005
,SA000626-005,1.2945,,mg/L,2.2,0.0059,0.0057,0.0058,0.006
,PATRON,1.0115,,mg/L,0.1,0.111,0.1111,0.1109,0.111
,SA000626-006,1.3324,,mg/L,0.2,0.0059,0.0059,0.0059,0.0059
,SA000626-007,0.0089,,mg/L,>100,0,0.0001,0,0
,SA000626-008,1.3887,,mg/L,0.5,0.0062,0.0062,0.0062,0.0062
,SA000626-009,26.7088,,mg/L,0.3,0.1181,0.1178,0.1185,0.118
,PATRON,1.0109,,mg/L,0.6,0.1109,0.1101,0.1112,0.1114
,BLANCO,0.0008,,mg/L,69.4,0.0001,0,0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,31.2,0.0004,0.0004,0.0002,0.0005
