PATRON,0.1956,,mg/L,2.7,0.0104,-0.0028,1,1,1,0.0104,0.0106,0.0101
BLANCO,-0.0034,,mg/L,>100,0.0002,-0.001,1,1,1,0.0007,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,69.4,0.0005,-0.0005,1,1,1,0.0003,0.0009,0.0003
CELDA 8,0.0429,,mg/L,12,0.0026,0.0005,1,1,1,0.0028,0.0022,0.0027
CANAL,0.0132,,mg/L,64.1,0.0011,0.001,1,1,1,0.0016,0.0003,0.0013
FASE 1,0.0228,,mg/L,27.1,0.0016,0.001,1,1,1,0.002,0.0014,0.0012
PATRON,0.1902,,mg/L,1.9,0.0101,-0.0033,1,1,1,0.0102,0.0102,0.0099
FASE 2,0.0474,,mg/L,20.7,0.0028,0.0003,1,1,1,0.0022,0.003,0.0033
FASE 3,0.0176,,mg/L,37.2,0.0013,0.0008,1,1,1,0.0008,0.0014,0.0017
PATRON,0.1992,,mg/L,4.4,0.0105,-0.0043,1,1,1,0.0105,0.0101,0.011
BLANCO,0.0104,,mg/L,32.9,0.0009,-0.0031,1,1,1,0.001,0.0006,0.0012
BLANCO REACTIVO,0,,mg/L,35.7,0.0006,-0.0012,1,1,1,0.0004,0.0006,0.0008
VSP NORTE,0.0474,,mg/L,13.4,0.0028,0.0005,1,1,1,0.0024,0.0031,0.0029
CELDA 8.1,0.0214,,mg/L,43.7,0.0015,0.0008,1,1,1,0.0018,0.0007,0.002
CELDA 8.2,0.0277,,mg/L,18.3,0.0018,0.0002,1,1,1,0.0016,0.0016,0.0022
CELDA 8.3,0.0149,,mg/L,52.8,0.0012,0.0048,1,1,1,0.0009,0.0019,0.0007
PATRON,0.2107,,mg/L,3.1,0.0111,-0.005,1,1,1,0.0108,0.0115,0.0112
S. RICA,0.0128,,mg/L,27.8,0.0011,0.0022,1,1,1,0.0009,0.0009,0.0014
PATRON,0.2002,,mg/L,1.6,0.0106,-0.0048,1,1,1,0.0108,0.0105,0.0105
BLANCO,-0.0048,,mg/L,>100,0.0002,-0.0027,1,1,1,-0.0001,0.0004,0.0002
BLANCO REACTIVO,0,,mg/L,56.2,0.0009,-0.0019,1,1,1,0.0007,0.0005,0.0015
TRITURADORA,0.0056,,mg/L,64.5,0.0007,0.0017,1,1,1,0.0005,0.0012,0.0004
VICTORIA,0.0072,,mg/L,61.1,0.0008,0.0002,1,1,1,0.0011,0.0009,0.0002
CELDA 1,0.0206,,mg/L,27.2,0.0015,0.0001,1,1,1,0.0011,0.0019,0.0014
CELDA 2,0.016,,mg/L,10.2,0.0012,0.0004,1,1,1,0.0012,0.0013,0.0011
CELDA 3,0.0078,,mg/L,37.5,0.0008,0.0003,1,1,1,0.0011,0.0007,0.0006
CELDA 4A,0.0148,,mg/L,6.6,0.0012,0.0003,1,1,1,0.0011,0.0011,0.0012
CELDA 4B,0.0166,,mg/L,22.5,0.0012,0.0013,1,1,1,0.0011,0.0016,0.001
CELDA 5A,0.019,,mg/L,19.6,0.0014,0.0013,1,1,1,0.0014,0.0011,0.0016
CELDA 5B,0.0163,,mg/L,26.7,0.0012,0.0002,1,1,1,0.0011,0.0016,0.001
PATRON,0.1847,,mg/L,1.3,0.0098,-0.0046,1,1,1,0.0098,0.0097,0.01
BLANCO,-0.01,,mg/L,>100,-0.0001,-0.0028,1,1,1,-0.0001,0.0004,-0.0005
BLANCO REACTIVO,0,,mg/L,33.4,0.0006,-0.0011,1,1,1,0.0008,0.0006,0.0004
