Analista,Martin A,,,,,,,,,
Fecha de inicio,28/06/2024 12:38 p. m.  GMT: 28/06/2024 06:38 p. m.,,,,,,,,,
Hoja de trabajo,SA004570-RCK_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.4991,,mg/L,3.5,0.0166,0.0013,0.0173,0.0163,0.0163
,BLANCO,0.0085,,mg/L,>100,0.0003,-0.0003,0.0001,0.0006,0.0002
,BLANCO REACTIVO,0,,mg/L,16.6,-0.0009,0.0007,-0.001,-0.0007,-0.0009
,SA004570-001,0.6887,,mg/L,1,0.0666,-0.0001,0.0666,0.0659,0.0673
,SA004570-002,0.7046,,mg/L,0.8,0.0681,0.0004,0.0676,0.068,0.0687
,SA004570-003,0.0005,,mg/L,>100,0,0.0002,-0.0002,0.0004,0
,SA004570-004,0.0762,,mg/L,3.4,0.0072,0.0005,0.0071,0.0072,0.0075
,SA004570-005,0.1246,,mg/L,2.2,0.0119,0.0005,0.0119,0.0116,0.0121
,PATRON,0.5046,,mg/L,1,0.0168,0.0004,0.0168,0.0167,0.017
,BLANCO,0.0043,,mg/L,>100,0.0001,-0.0002,-0.0001,0.0004,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0002,-0.0004,0.0002,0.0004
