PATRON,5.0683,,mg/L,0.1,0.0509,0.0509,0.051,0.0508
BLANCO,0.1258,,mg/L,4,0.0013,0.0013,0.0013,0.0012
BLANCO REACTIVO,0,,mg/L,17.7,-0.0011,-0.0009,-0.001,-0.0013
FASE 1,0.0162,,mg/L,41.1,0.0002,0.0002,0.0001,0.0001
FASE 2,0.0275,,mg/L,34.6,0.0003,0.0002,0.0003,0.0003
FASE 3,0.0296,,mg/L,27.5,0.0003,0.0004,0.0002,0.0003
VSP NORTE,0.022,,mg/L,11.8,0.0002,0.0002,0.0002,0.0002
CELDA 8.1,0.0421,,mg/L,42.8,0.0004,0.0006,0.0004,0.0003
CELDA 8.2,0.0294,,mg/L,7.1,0.0003,0.0003,0.0003,0.0003
CELDA 8.3,0.0319,,mg/L,36.4,0.0003,0.0002,0.0004,0.0003
PATRON,5.1346,,mg/L,1.1,0.0516,0.0517,0.0509,0.0521
BLANCO,0.0228,,mg/L,34.1,0.0002,0.0002,0.0002,0.0003
BLANCO REACTIVO,0,,mg/L,31.4,-0.0002,-0.0002,-0.0001,-0.0001
