Analista,ACG,,,,,,,,
Fecha de inicio,10:38 a. m. 23/02/2026  GMT: 04:38 p. m. 23/02/2026,,,,,,,,
Hoja de trabajo,SA008086,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.4884,,mg/L,1,2.6,0.0168,-0.0018,
,BLANCO,0.0242,,mg/L,1,28.1,0.0008,0.0006,
,BLANCO REACTIVO,0,,mg/L,1,78.2,0.0008,0.0004,
,SA008086-001,0.4749,,mg/L,1,0.7,0.0698,-0.0016,30.03
,SA008086-002,0.4443,,mg/L,1,0.7,0.0653,-0.0012,30
,SA008086-003,0.4418,,mg/L,1,0.4,0.065,-0.0017,30.03
,SA008086-004,0.004,,mg/L,1,70.7,0.0006,-0.0013,3
,SA008086-005,-0.0006,,mg/L,1,>100,-0.0001,-0.0019,30.02
,PATRON,0.5203,,mg/L,1,1.4,0.0179,-0.003,
,SA008086-006,0.1259,,mg/L,1,1,0.0186,-0.0012,30
,PATRON,0.5177,,mg/L,1,2.4,0.0178,-0.0025,
,BLANCO,-0.0001,,mg/L,1,>100,0,-0.0006,
,BLANCO REACTIVO,0,,mg/L,1,30.5,0.0015,-0.0004,
