PATRON,5.0335,,mg/L,1.2,0.0515,1,1,1,0.0522,0.0513,0.0509
BLANCO,-0.0571,,mg/L,43.5,-0.0006,1,1,1,-0.0004,-0.0009,-0.0005
BLANCO REACTIVO,0,,mg/L,64.4,0.0002,1,1,1,0.0003,0.0002,0.0001
FASE 1,0.0397,,mg/L,50,0.0004,1,1,1,0.0003,0.0006,0.0002
PATRON,5.114,,mg/L,0.9,0.0523,1,1,1,0.0526,0.0517,0.0525
FASE 2,0.0183,,mg/L,48.9,0.0002,1,1,1,0.0002,0.0002,0.0001
FASE 3,0.0203,,mg/L,38.1,0.0002,1,1,1,0.0002,0.0003,0.0002
PATRON,5.1496,,mg/L,1.2,0.0526,1,1,1,0.0526,0.0521,0.0533
BLANCO,-0.0042,,mg/L,72,0,1,1,1,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,37.9,-0.0009,1,1,1,-0.0006,-0.0008,-0.0012
VSP NORTE,0.0278,,mg/L,5.6,0.0003,1,1,1,0.0003,0.0003,0.0003
CELDA 8.1,0.0253,,mg/L,46.6,0.0003,1,1,1,0.0002,0.0004,0.0002
CELDA 8.2,0.051,,mg/L,19.4,0.0005,1,1,1,0.0004,0.0006,0.0006
CELDA 8.3,0.1718,,mg/L,3.4,0.0018,1,1,1,0.0017,0.0018,0.0018
PATRON,4.9896,,mg/L,0.7,0.051,1,1,1,0.0514,0.051,0.0506
BLANCO,0.0514,,mg/L,34.1,0.0005,1,1,1,0.0005,0.0004,0.0007
BLANCO REACTIVO,0,,mg/L,>100,-0.0002,1,1,1,-0.0004,-0.0003,0.0001
