PATRON,5.0074,,mg/L,0.5,0.1006,0.1001,0.1011,0.1006
BLANCO,0.0001,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,58.5,0.0001,0,0.0001,0.0001
H,1.7857,,mg/L,0.5,0.0363,0.0365,0.0362,0.0361
C1,1.794,,mg/L,0.6,0.0364,0.0363,0.0367,0.0363
C2,1.8134,,mg/L,1,0.0368,0.0371,0.0364,0.037
PATRON,4.9749,,mg/L,0.1,0.1,0.1,0.0999,0.1
BLANCO,-0.0053,,mg/L,30.7,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,89.1,-0.0002,-0.0003,0,-0.0003
C3,1.792,,mg/L,0.1,0.0364,0.0363,0.0364,0.0364
C4,1.8036,,mg/L,0.4,0.0366,0.0368,0.0365,0.0366
T,1.7694,,mg/L,0.6,0.0359,0.0361,0.036,0.0357
PATRON,4.987,,mg/L,0.1,0.1002,0.1002,0.1003,0.1002
BLANCO,-0.0047,,mg/L,33.8,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,57,-0.0002,-0.0001,-0.0002,-0.0003
DP1,0.0984,,mg/L,10.5,0.002,0.0022,0.0021,0.0018
DP2,0.1022,,mg/L,7.5,0.0021,0.002,0.0023,0.002
DP3,0.0768,,mg/L,5,0.0016,0.0017,0.0015,0.0015
PATRON,4.9764,,mg/L,0.4,0.1,0.0997,0.0999,0.1004
BLANCO,-0.0045,,mg/L,78.7,-0.0001,-0.0002,0,-0.0001
BLANCO REACTIVO,0,,mg/L,56.7,-0.0002,-0.0001,-0.0002,-0.0004
DP4,0.3906,,mg/L,0.8,0.008,0.008,0.0079,0.008
DP5,0.1045,,mg/L,7.4,0.0021,0.0023,0.0022,0.002
DP6,11.3223,,mg/L,1.2,0.2226,0.2256,0.2212,0.2209
PATRON,4.9569,,mg/L,0.6,0.0996,0.1003,0.0993,0.0993
BLANCO,-0.0053,,mg/L,57.6,-0.0001,-0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,28.8,-0.0005,-0.0003,-0.0006,-0.0005
ELY1,1.7882,,mg/L,0.9,0.0363,0.0362,0.036,0.0367
ELY2,1.7469,,mg/L,1.2,0.0355,0.0355,0.0359,0.035
ELY3,1.7632,,mg/L,0.3,0.0358,0.0359,0.0357,0.0358
PATRON,4.951,,mg/L,1.1,0.0995,0.0986,0.0992,0.1007
BLANCO,-0.003,,mg/L,>100,-0.0001,-0.0001,-0.0002,0
BLANCO REACTIVO,0,,mg/L,2.7,-0.0006,-0.0006,-0.0006,-0.0006
ELY4,1.6728,,mg/L,0.9,0.034,0.0336,0.0341,0.0342
ELY5,1.6453,,mg/L,0.2,0.0334,0.0334,0.0335,0.0334
PATRON,4.9719,,mg/L,0.3,0.0999,0.0999,0.0996,0.1002
BLANCO,-0.0028,,mg/L,>100,-0.0001,0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,32.1,-0.0006,-0.0008,-0.0004,-0.0006
