PATRON,0.1964,,mg/L,2,0.0096,-0.0024,,,,0.0098,0.0094,0.0097
BLANCO,-0.0067,,mg/L,24.8,-0.0007,0.0017,,,,-0.0005,-0.0008,-0.0008
BLANCO REACTIVO,0,,mg/L,20.4,0.0024,-0.0035,,,,0.0026,0.0019,0.0028
H KCA PO,0.0188,,mg/L,13.7,0.0019,0.0014,,,,0.0017,0.0022,0.0017
H KCA PO,0.029,,mg/L,24.1,0.0024,0.0008,,,,0.0018,0.0025,0.0029
H KCA PO,0.02,,mg/L,19.4,0.0019,0.001,,,,0.0019,0.0016,0.0023
PATRON,0.1961,,mg/L,4.3,0.0107,-0.0024,,,,0.0101,0.0109,0.011
H KCA PO,0.0265,,mg/L,19.2,0.0023,0.0006,,,,0.0021,0.0019,0.0027
H KCA PO,0.0201,,mg/L,19,0.0019,0.001,,,,0.0023,0.0016,0.002
PATRON,0.1952,,mg/L,5.2,0.0106,-0.0028,,,,0.0111,0.01,0.0108
BLANCO,-0.0025,,mg/L,72.9,0.0008,-0.0067,,,,0.0001,0.0011,0.0012
BLANCO REACTIVO,0,,mg/L,23.6,0.0011,-0.0025,,,,0.0009,0.0014,0.0009
M1 PO,0.0156,,mg/L,12.3,0.0017,-0.0012,,,,0.0018,0.0015,0.0019
M2 PO,0.0278,,mg/L,6.6,0.0023,-0.0022,,,,0.0022,0.0023,0.0025
M3 PO,0.0335,,mg/L,11.3,0.0026,-0.0028,,,,0.0024,0.0025,0.0029
M4 PO,0.0274,,mg/L,12.6,0.0023,-0.0024,,,,0.0023,0.0026,0.002
PATRON,0.2015,,mg/L,4.6,0.0109,-0.0064,,,,0.0114,0.0104,0.011
P KCA PO,-0.01,,mg/L,>100,0.0004,-0.0034,,,,0.0009,-0.0004,0.0008
PATRON,0.1866,,mg/L,3.6,0.0102,-0.0059,,,,0.0098,0.0105,0.0103
BLANCO,0.0097,,mg/L,10.8,0.0014,-0.0063,,,,0.0014,0.0016,0.0013
BLANCO REACTIVO,0,,mg/L,35,0.0021,-0.005,,,,0.0016,0.0029,0.0018
CELDA 8,0.0041,,mg/L,23.3,0.0011,-0.0022,,,,0.0014,0.0009,0.0011
H KCA PE,0.0151,,mg/L,31.9,0.0017,-0.0021,,,,0.0012,0.0023,0.0016
H KCA PE,0.0122,,mg/L,15.7,0.0015,-0.0028,,,,0.0017,0.0013,0.0017
H KCA PE,0.0292,,mg/L,39,0.0024,-0.0037,,,,0.0029,0.003,0.0013
H KCA PE,0.03,,mg/L,37,0.0024,-0.0037,,,,0.0032,0.0015,0.0026
H KCA PE,0.016,,mg/L,30.6,0.0017,-0.003,,,,0.0013,0.0016,0.0023
M1 PE,0.0143,,mg/L,5.2,0.0016,-0.0023,,,,0.0016,0.0017,0.0017
M2 PE,0.0111,,mg/L,38.5,0.0015,-0.003,,,,0.0009,0.0021,0.0015
M3 PE,0.0184,,mg/L,27.6,0.0019,-0.0036,,,,0.002,0.0022,0.0013
PATRON,0.1955,,mg/L,2.2,0.0106,-0.0086,,,,0.0105,0.0105,0.0109
BLANCO,0.0021,,mg/L,26,0.001,-0.0081,,,,0.0007,0.0012,0.0012
BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0002,,,,-0.0002,0.0002,0.0008
M4 PE,0.0045,,mg/L,47.4,0.0012,-0.0037,,,,0.0015,0.0014,0.0005
P KCA PE,0.0023,,mg/L,29.8,0.0011,-0.0041,,,,0.0014,0.0008,0.0009
ELY 1,0.0021,,mg/L,3.6,0.001,-0.004,,,,0.001,0.0011,0.0011
PATRON,0.2001,,mg/L,6.3,0.0097,-0.0022,,,,0.0104,0.0092,0.0094
ELY 2,0.006,,mg/L,78.7,0.0006,0.0037,,,,0.0011,0.0005,0.0002
ELY 3,0.0101,,mg/L,26.8,0.0008,0.0034,,,,0.0005,0.0009,0.0009
PATRON,0.1979,,mg/L,2.1,0.0096,-0.0021,,,,0.0098,0.0095,0.0094
BLANCO,0.0077,,mg/L,27.4,0.0007,-0.0013,,,,0.0005,0.0006,0.0009
BLANCO REACTIVO,0,,mg/L,24.2,0.0011,-0.0025,,,,0.0014,0.0011,0.0009
ELY 4,-0.0121,,mg/L,74.8,-0.0003,0.0004,,,,-0.0001,-0.0004,-0.0002
ELY P,-0.0105,,mg/L,>100,-0.0002,0.0005,,,,-0.0009,0.0002,0.0001
PATRON,0.2079,,mg/L,4.9,0.01,-0.0066,,,,0.0105,0.01,0.0096
BLANCO,0.0004,,mg/L,>100,0.0003,-0.0048,,,,0.0003,0,0.0007
BLANCO REACTIVO,0,,mg/L,66.9,0.0013,-0.0025,,,,0.0003,0.0017,0.0019
