PATRON,4.9909,,mg/L,0.6,0.0989,0.0996,0.0988,0.0984
BLANCO,0.0033,,mg/L,>100,0.0001,0,0,0.0002
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0001,0,-0.0001
H,1.1562,,mg/L,1,0.0232,0.0234,0.0234,0.023
C1,1.1593,,mg/L,0.4,0.0233,0.0234,0.0232,0.0233
C2,1.1634,,mg/L,0.5,0.0234,0.0235,0.0233,0.0234
PATRON,5.0112,,mg/L,0.2,0.0993,0.0996,0.0992,0.0992
BLANCO,-0.0017,,mg/L,>100,0,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,71.9,-0.0001,-0.0002,0,-0.0001
C3,1.1408,,mg/L,0.2,0.0229,0.0229,0.023,0.0229
C4,1.1545,,mg/L,0.3,0.0232,0.0233,0.0232,0.0232
T,1.1271,,mg/L,0.5,0.0227,0.0228,0.0226,0.0226
PATRON,5.0433,,mg/L,0.4,0.1,0.1,0.1004,0.0995
BLANCO,-0.0006,,mg/L,>100,0,-0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,32.3,-0.0003,-0.0002,-0.0004,-0.0003
ELY1,1.1111,,mg/L,1,0.0223,0.0225,0.0225,0.0221
ELY2,1.1173,,mg/L,0.4,0.0225,0.0224,0.0224,0.0226
ELY3,1.0938,,mg/L,0.8,0.022,0.022,0.0221,0.0218
PATRON,5.0334,,mg/L,0.4,0.0998,0.0999,0.1001,0.0993
BLANCO,-0.0071,,mg/L,77.8,-0.0001,-0.0002,-0.0002,0
BLANCO REACTIVO,0,,mg/L,40.4,-0.0002,-0.0001,-0.0003,-0.0003
ELY4,1.0384,,mg/L,0.8,0.0209,0.0207,0.0209,0.0211
ELY5,0.957,,mg/L,0.8,0.0193,0.0194,0.0193,0.0191
PATRON,5.0159,,mg/L,1.2,0.0994,0.1008,0.0988,0.0986
BLANCO,-0.0048,,mg/L,46,-0.0001,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,17,-0.0006,-0.0006,-0.0007,-0.0005
