Analista,NR,,,,,,,,
Fecha de inicio,10:28 a. m. 07/01/2026  GMT: 04:28 p. m. 07/01/2026,,,,,,,,
Hoja de trabajo,SA007592,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5196,,mg/L,1,2.1,0.0202,0.0009,
Au,BLANCO,0.0016,,mg/L,1,>100,0.0001,0.0015,
Au,BLANCO REACTIVO,0,,mg/L,1,35.9,-0.0002,0.0006,
Au,SA007592-001,0.1349,,mg/L,1,1.1,0.0224,0.0006,30.01
Au,SA007592-002,0.6464,,mg/L,1,0.7,0.1059,0.0002,30
Au,SA007592-003,0.1839,,mg/L,1,1.6,0.0306,0.0008,30.02
Au,SA007592-004,0.0116,,mg/L,1,7.9,0.0019,0.0008,3
Au,SA007592-005,0.2014,,mg/L,1,1.3,0.0334,0.0002,30.02
Au,PATRON,0.5152,,mg/L,1,0.4,0.02,0.0015,
Au,SA007592-006,0.383,,mg/L,1,1.3,0.0632,0.0005,30.01
Au,SA007592-007,0.2936,,mg/L,1,1.3,0.0486,0.0004,30
Au,SA007592-008,0.2945,,mg/L,1,0.5,0.0487,0.0007,30
Au,SA007592-009,0.4409,,mg/L,1,2,0.0727,0.0008,30
Au,SA007592-010,0.3431,,mg/L,1,1,0.0567,0.0002,30
Au,PATRON,0.4875,,mg/L,1,1.7,0.0189,0.0017,
Au,BLANCO,0.0003,,mg/L,1,>100,0,0.0004,
Au,BLANCO REACTIVO,0,,mg/L,1,12.8,0.0002,0.0001,
Au,SA007592-011,0.3544,,mg/L,1,1.5,0.0585,0,30
Au,SA007592-012,0.3835,,mg/L,1,0.9,0.0633,0,30
Au,SA007592-013,0.3832,,mg/L,1,0.7,0.0632,0.0003,30.01
Au,SA007592-014,0.0083,,mg/L,1,40.1,0.0014,0.0007,30.02
Au,SA007592-015,0.564,,mg/L,1,1.2,0.0925,0.0002,30
Au,PATRON,0.5092,,mg/L,1,2,0.0198,0.0012,
Au,SA007592-016,0.1895,,mg/L,1,1.7,0.0315,0.0006,30.03
Au,SA007592-017,0.0389,,mg/L,1,4.7,0.0065,0.0009,30
Au,SA007592-018,0.1419,,mg/L,1,1.2,0.0236,0.0011,30
Au,SA007592-019,0.1956,,mg/L,1,2.2,0.0325,0.0007,30.02
Au,SA007592-020,0.0462,,mg/L,1,4,0.0077,0.0006,30.02
Au,PATRON,0.4811,,mg/L,1,0.9,0.0187,0.0013,
Au,BLANCO,-0.0071,,mg/L,1,>100,-0.0003,0.0003,
Au,BLANCO REACTIVO,0,,mg/L,1,7.6,-0.0009,0.0004,
Au,SA007592-021,0.2029,,mg/L,1,0.9,0.0337,0.0012,30.03
Au,SA007592-022,0.3831,,mg/L,1,4.9,0.0632,0.002,30.01
Au,SA007592-023,0.0121,,mg/L,1,4,0.002,0.0014,30.03
Au,SA007592-024,0.1998,,mg/L,1,0.5,0.0332,0.0013,30
Au,SA007592-025,0.2837,,mg/L,1,1.2,0.047,0.0015,30.01
Au,PATRON,0.5021,,mg/L,1,3.2,0.0195,0.0022,
Au,SA007592-026,0.4265,,mg/L,1,1.7,0.0703,0.0013,30.02
Au,SA007592-027,0.2242,,mg/L,1,0.7,0.0372,0.0008,30.02
Au,SA007592-028,0.1738,,mg/L,1,1.4,0.0278,0.0004,30
Au,SA007592-029,0.1148,,mg/L,1,1.6,0.0184,0.0003,30.02
Au,SA007592-030,0.0738,,mg/L,1,1.9,0.0118,0.0001,30
Au,PATRON,0.4843,,mg/L,1,1.8,0.0181,0.0009,
Au,BLANCO,0.0004,,mg/L,1,>100,0,0.0018,
Au,BLANCO REACTIVO,0,,mg/L,1,55.4,-0.0013,0.0006,
Au,SA007592-031,0.054,,mg/L,1,1.9,0.0087,0.0018,30.03
Au,SA007592-032,0.0523,,mg/L,1,4.5,0.0084,0.0021,30
Au,PATRON,0.509,,mg/L,1,0.8,0.019,0.003,
Au,BLANCO,-0.001,,mg/L,1,>100,0,0.0012,
Au,BLANCO REACTIVO,0,,mg/L,1,55.8,-0.0011,0.0006,
