PATRON,4.9771,,mg/L,0.6,0.0484,0.0487,0.0482,0.0483
BLANCO,-0.0151,,mg/L,44.8,-0.0001,-0.0002,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,5.9,0.0002,0.0003,0.0002,0.0002
FASE 1,0.0073,,mg/L,51.4,0.0001,0.0001,0.0001,0
FASE 2,0.0114,,mg/L,26.3,0.0001,0.0001,0.0001,0.0001
FASE 3,0.0369,,mg/L,16.6,0.0004,0.0003,0.0003,0.0004
VSP NORTE,0.1042,,mg/L,7.1,0.001,0.0011,0.001,0.0009
CELDA 8.1,0.0434,,mg/L,13.3,0.0004,0.0005,0.0004,0.0004
CELDA 8.2,0.0316,,mg/L,12.2,0.0003,0.0003,0.0004,0.0003
CELDA 8.3,0.0792,,mg/L,7.9,0.0008,0.0008,0.0007,0.0008
PATRON,4.9878,,mg/L,0.4,0.0485,0.0485,0.0487,0.0483
BLANCO,0.0048,,mg/L,>100,0,0,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,2.7,0.0005,0.0005,0.0005,0.0005
